#------------------------------------------------------------------------------------------------------------
#  ~ DateTime: 2021-02-09 00:10:18
#  ~ Dataframe name: "http_error_log"
#  ~ Number of events in the dataframe: 3692
#  ~ Number of unique labels ('label_event_type') in the dataframe: 12
#  ~ Selected features set for the clustering: ['Type', 'Reason_Phrase', 'Message@']
#  ~ The dataframe was scaled using the scaler: MinMaxScaler
#  ~ Parameters:  EPS=0.2667928262068673  MinPts=2 (The EPS parameter was calculated in 0.009709 seconds)
#  ~ The DBSCAN clustering process was performed in 0.192506 seconds
#  ~ Results summary: (24 Clus. | 7 Outl. | Homg.: 99.87% | Comp.: 91.22% | V-measure: 95.35% | AR: 99.22% | AMI: 95.27%)
#
#  ~ Details of clusters:
#       Cluster [0] contains 33 items. MV:["B110"]. Details:{'B11': 33}
#       Cluster [1] contains 695 items. MV:["B021"]. Details:{'B02': 695}
#       Cluster [2] contains 2291 items. MV:["B012"]. Details:{'B01': 2291}
#       Cluster [3] contains 3 items. MV:["B053"]. Details:{'B05': 3}
#       Cluster [4] contains 135 items. MV:["B124"]. Details:{'B12': 135}
#       Cluster [5] contains 161 items. MV:["B105"]. Details:{'B10': 160, 'B12': 1}
#       Cluster [6] contains 132 items. MV:["B036"]. Details:{'B03': 132}
#       Cluster [7] contains 4 items. MV:["B107"]. Details:{'B10': 4}
#       Cluster [8] contains 13 items. MV:["B108"]. Details:{'B10': 13}
#       Cluster [9] contains 4 items. MV:["B109"]. Details:{'B10': 4}
#       Cluster [10] contains 4 items. MV:["B1010"]. Details:{'B10': 4}
#       Cluster [11] contains 36 items. MV:["B0711"]. Details:{'B07': 36}
#       Cluster [12] contains 13 items. MV:["B0712"]. Details:{'B07': 13}
#       Cluster [13] contains 4 items. MV:["B0813"]. Details:{'B08': 4}
#       Cluster [14] contains 20 items. MV:["B1014"]. Details:{'B10': 20}
#       Cluster [15] contains 2 items. MV:["B1015"]. Details:{'B10': 2}
#       Cluster [16] contains 2 items. MV:["B1016"]. Details:{'B10': 2}
#       Cluster [17] contains 2 items. MV:["B1017"]. Details:{'B10': 2}
#       Cluster [18] contains 2 items. MV:["B1018"]. Details:{'B10': 2}
#       Cluster [19] contains 57 items. MV:["B1019"]. Details:{'B10': 57}
#       Cluster [20] contains 23 items. MV:["B0420"]. Details:{'B04': 23}
#       Cluster [21] contains 13 items. MV:["B0921"]. Details:{'B09': 13}
#       Cluster [22] contains 13 items. MV:["B1022"]. Details:{'B10': 13}
#       Cluster [23] contains 23 items. MV:["B0623"]. Details:{'B06': 23}
#
#  ~ Details of outliers: {'B05': 1, 'B07': 1, 'B10': 4, 'B11': 1}
#
#  ~ Confusion matrix:
#     +--------+-----------------------------------------------------------------------------------+
#     | Actual +                                    Predicted                                      |
#     +--------+------+------+------+------+------+------+------+------+------+------+------+------+
#     |        | B01  | B02  | B03  | B04  | B05  | B06  | B07  | B08  | B09  | B10  | B11  | B12  |
#     +--------+------+------+------+------+------+------+------+------+------+------+------+------+
#     |  B01   | 2291 |      |      |      |      |      |      |      |      |      |      |      |
#     |  B02   |      | 695  |      |      |      |      |      |      |      |      |      |      |
#     |  B03   |      |      | 132  |      |      |      |      |      |      |      |      |      |
#     |  B04   |      |      |      |  23  |      |      |      |      |      |      |      |      |
#     |  B05   |      |      |      |      |  3   |      |      |      |      |      |      |      |
#     |  B06   |      |      |      |      |      |  23  |      |      |      |      |      |      |
#     |  B07   |      |      |      |      |      |      |  49  |      |      |      |      |      |
#     |  B08   |      |      |      |      |      |      |      |  4   |      |      |      |      |
#     |  B09   |      |      |      |      |      |      |      |      |  13  |      |      |      |
#     |  B10   |      |      |      |      |      |      |      |      |      | 283  |      |      |
#     |  B11   |      |      |      |      |      |      |      |      |      |      |  33  |      |
#     |  B12   |      |      |      |      |      |      |      |      |      |  1   |      | 135  |
#     +--------+------+------+------+------+------+------+------+------+------+------+------+------+
#
#  ~ Note: to import this file into Python, use: "DF = pandas.read_csv(file_name, sep=',', comment='#')"
#
#------------------------------------------------------------------------------------------------------------
DateTime~,Message@,ClientIP$,Type,Reason_Phrase,label_event_type~,label_IPpair_ID~,phase1_predicted_label~
1107143898,"/var/www/html/scripts",9218028040100,"error","File does not exist","B01","S207","B_2"
1107143900,"/var/www/html/MSADC",9218028040100,"error","File does not exist","B01","S207","B_2"
1107143903,"/var/www/html/c",9218028040100,"error","File does not exist","B01","S207","B_2"
1107143905,"/var/www/html/d",9218028040100,"error","File does not exist","B01","S207","B_2"
1107143908,"/var/www/html/scripts",9218028040100,"error","File does not exist","B01","S207","B_2"
1107143910,"/var/www/html/_vti_bin",9218028040100,"error","File does not exist","B01","S207","B_2"
1107143916,"/var/www/html/_mem_bin",9218028040100,"error","File does not exist","B01","S207","B_2"
1107143921,"/var/www/html/msadc",9218028040100,"error","File does not exist","B01","S207","B_2"
1107148776,"/var/www/html/",9061183208219,"error","Directory index forbidden by rule","B02","S399","B_1"
1107152444,"/var/www/html/",9210022146234,"error","Directory index forbidden by rule","B02","S128","B_1"
1107157725,"/var/www/html/",9068214068216,"error","Directory index forbidden by rule","B02","S520","B_1"
1107160164,"/var/www/html/",9068214068216,"error","Directory index forbidden by rule","B02","S520","B_1"
1107165248,"/var/www/html/",9065122119010,"error","Directory index forbidden by rule","B02","S454","B_1"
1107178762,"/var/www/html/",9222166160129,"error","Directory index forbidden by rule","B02","S291","B_1"
1107198001,"/var/www/html/",9066255109222,"error","Directory index forbidden by rule","B02","S481","B_1"
1107199684,"/var/www/html/",9199063000001,"error","Directory index forbidden by rule","B02","S60","B_1"
1107207292,"/var/www/html/",9024094203115,"error","Directory index forbidden by rule","B02","S344","B_1"
1107209989,"/var/www/html/",9221079146007,"error","Directory index forbidden by rule","B02","S286","B_1"
1107213320,"/var/www/html/",9070048009026,"error","Directory index forbidden by rule","B02","S561","B_1"
1107213587,"/var/www/html/",9222166160087,"error","Directory index forbidden by rule","B02","S311","B_1"
1107213653,"/var/www/html/",9070183086076,"error","Directory index forbidden by rule","B02","S560","B_1"
1107232859,"/var/www/html/",9062177153106,"error","Directory index forbidden by rule","B02","S420","B_1"
1107246256,"/var/www/html/",9218022120198,"error","Directory index forbidden by rule","B02","S195","B_1"
1107248047,"/var/www/html/_vti_bin",9065117045251,"error","File does not exist","B01","S453","B_2"
1107248047,"/var/www/html/_vti_bin",9065117045251,"error","File does not exist","B01","S453","B_2"
1107248047,"/var/www/html/_vti_bin",9065117045251,"error","File does not exist","B01","S453","B_2"
1107248047,"/var/www/html/_vti_bin",9065117045251,"error","File does not exist","B01","S453","B_2"
1107248047,"/var/www/html/_vti_bin",9065117045251,"error","File does not exist","B01","S453","B_2"
1107248047,"/var/www/html/_vti_bin",9065117045251,"error","File does not exist","B01","S453","B_2"
1107248047,"/var/www/html/_vti_bin",9065117045251,"error","File does not exist","B01","S453","B_2"
1107248047,"/var/www/html/_vti_bin",9065117045251,"error","File does not exist","B01","S453","B_2"
1107248047,"/var/www/html/_vti_bin",9065117045251,"error","File does not exist","B01","S453","B_2"
1107248047,"/var/www/html/_vti_bin",9065117045251,"error","File does not exist","B01","S453","B_2"
1107248047,"/var/www/html/_vti_bin",9065117045251,"error","File does not exist","B01","S453","B_2"
1107248047,"/var/www/html/_vti_bin",9065117045251,"error","File does not exist","B01","S453","B_2"
1107248047,"/var/www/html/_vti_bin",9065117045251,"error","File does not exist","B01","S453","B_2"
1107248047,"/var/www/html/_vti_bin",9065117045251,"error","File does not exist","B01","S453","B_2"
1107248047,"/var/www/html/_vti_bin",9065117045251,"error","File does not exist","B01","S453","B_2"
1107248047,"/var/www/html/_vti_bin",9065117045251,"error","File does not exist","B01","S453","B_2"
1107248047,"/var/www/html/_vti_bin",9065117045251,"error","File does not exist","B01","S453","B_2"
1107248051,"/var/www/html/_vti_bin",9065117045251,"error","File does not exist","B01","S453","B_2"
1107248051,"/var/www/html/_vti_bin",9065117045251,"error","File does not exist","B01","S453","B_2"
1107248051,"/var/www/html/_vti_bin",9065117045251,"error","File does not exist","B01","S453","B_2"
1107248051,"/var/www/html/_vti_bin",9065117045251,"error","File does not exist","B01","S453","B_2"
1107248051,"/var/www/html/_vti_bin",9065117045251,"error","File does not exist","B01","S453","B_2"
1107248051,"/var/www/html/_vti_bin",9065117045251,"error","File does not exist","B01","S453","B_2"
1107249291,"/var/www/html/",9222083129198,"error","Directory index forbidden by rule","B02","S316","B_1"
1107257372,"/var/www/html/",9216070251002,"error","Directory index forbidden by rule","B02","S171","B_1"
1107259674,"/var/www/html/",9068223144102,"error","Directory index forbidden by rule","B02","S522","B_1"
1107264790,"/var/www/html/scripts",9221184100013,"error","File does not exist","B01","S276","B_2"
1107264790,"/var/www/html/MSADC",9221184100013,"error","File does not exist","B01","S276","B_2"
1107264791,"/var/www/html/c",9221184100013,"error","File does not exist","B01","S276","B_2"
1107264792,"/var/www/html/d",9221184100013,"error","File does not exist","B01","S276","B_2"
1107264792,"/var/www/html/scripts",9221184100013,"error","File does not exist","B01","S276","B_2"
1107264796,"/var/www/html/_vti_bin",9221184100013,"error","File does not exist","B01","S276","B_2"
1107264796,"/var/www/html/_mem_bin",9221184100013,"error","File does not exist","B01","S276","B_2"
1107264797,"/var/www/html/msadc",9221184100013,"error","File does not exist","B01","S276","B_2"
1107264797,"/var/www/html/scripts",9221184100013,"error","File does not exist","B01","S276","B_2"
1107264798,"/var/www/html/scripts",9221184100013,"error","File does not exist","B01","S276","B_2"
1107264799,"/var/www/html/scripts",9221184100013,"error","File does not exist","B01","S276","B_2"
1107264801,"/var/www/html/scripts",9221184100013,"error","File does not exist","B01","S276","B_2"
1107264801,"/var/www/html/scripts",9221184100013,"error","File does not exist","B01","S276","B_2"
1107264870,"/var/www/html/",9064192107195,"error","Directory index forbidden by rule","B02","S442","B_1"
1107265953,"/var/www/html/NULL.printer",9081006250202,"error","File does not exist","B01","S575","B_2"
1107277272,"/var/www/html/",9193095148135,"error","Directory index forbidden by rule","B02","S51","B_1"
1107278838,"/var/www/html/",9218242255106,"error","Directory index forbidden by rule","B02","S204","B_1"
1107279931,"/var/www/html/",9069086160253,"error","Directory index forbidden by rule","B02","S552","B_1"
1107279931,"/var/www/html/",9069086160253,"error","Directory index forbidden by rule","B02","S552","B_1"
1107279931,"/var/www/html/",9069086160253,"error","Directory index forbidden by rule","B02","S552","B_1"
1107279931,"/var/www/html/",9069086160253,"error","Directory index forbidden by rule","B02","S552","B_1"
1107279931,"/var/www/html/",9069086160253,"error","Directory index forbidden by rule","B02","S552","B_1"
1107279931,"/var/www/html/",9069086160253,"error","Directory index forbidden by rule","B02","S552","B_1"
1107279931,"/var/www/html/",9069086160253,"error","Directory index forbidden by rule","B02","S552","B_1"
1107279931,"/var/www/html/",9069086160253,"error","Directory index forbidden by rule","B02","S552","B_1"
1107279931,"/var/www/html/",9069086160253,"error","Directory index forbidden by rule","B02","S552","B_1"
1107279931,"/var/www/html/",9069086160253,"error","Directory index forbidden by rule","B02","S552","B_1"
1107279931,"/var/www/html/",9069086160253,"error","Directory index forbidden by rule","B02","S552","B_1"
1107279931,"/var/www/html/",9069086160253,"error","Directory index forbidden by rule","B02","S552","B_1"
1107279931,"/var/www/html/",9069086160253,"error","Directory index forbidden by rule","B02","S552","B_1"
1107279931,"/var/www/html/",9069086160253,"error","Directory index forbidden by rule","B02","S552","B_1"
1107279931,"/var/www/html/",9069086160253,"error","Directory index forbidden by rule","B02","S552","B_1"
1107279931,"/var/www/html/",9069086160253,"error","Directory index forbidden by rule","B02","S552","B_1"
1107279931,"/var/www/html/",9069086160253,"error","Directory index forbidden by rule","B02","S552","B_1"
1107279931,"/var/www/html/",9069086160253,"error","Directory index forbidden by rule","B02","S552","B_1"
1107279931,"/var/www/html/",9069086160253,"error","Directory index forbidden by rule","B02","S552","B_1"
1107279931,"/var/www/html/",9069086160253,"error","Directory index forbidden by rule","B02","S552","B_1"
1107279931,"/var/www/html/",9069086160253,"error","Directory index forbidden by rule","B02","S552","B_1"
1107279931,"/var/www/html/",9069086160253,"error","Directory index forbidden by rule","B02","S552","B_1"
1107279931,"/var/www/html/",9069086160253,"error","Directory index forbidden by rule","B02","S552","B_1"
1107287312,"/var/www/html/default.ida",9063245085123,"error","File does not exist","B01","S434","B_2"
1107291127,"/var/www/html/",9064085244116,"error","Directory index forbidden by rule","B02","S448","B_1"
1107304630,"/var/www/html/",9219134043080,"error","Directory index forbidden by rule","B02","S239","B_1"
1107304711,"/var/www/html/",9143127131004,"error","Directory index forbidden by rule","B02","S17","B_1"
1107346379,"/var/www/html/default.ida",9066117040185,"error","File does not exist","B01","S464","B_2"
1107358087,"/var/www/html/",9063162143021,"error","Directory index forbidden by rule","B02","S428","B_1"
1107364650,"/var/www/html/scripts",9069086164233,"error","File does not exist","B01","S553","B_2"
1107364652,"/var/www/html/MSADC",9069086164233,"error","File does not exist","B01","S553","B_2"
1107364654,"/var/www/html/c",9069086164233,"error","File does not exist","B01","S553","B_2"
1107364656,"/var/www/html/d",9069086164233,"error","File does not exist","B01","S553","B_2"
1107364658,"/var/www/html/scripts",9069086164233,"error","File does not exist","B01","S553","B_2"
1107364659,"/var/www/html/_vti_bin",9069086164233,"error","File does not exist","B01","S553","B_2"
1107364661,"/var/www/html/_mem_bin",9069086164233,"error","File does not exist","B01","S553","B_2"
1107364663,"/var/www/html/msadc",9069086164233,"error","File does not exist","B01","S553","B_2"
1107364665,"/var/www/html/scripts",9069086164233,"error","File does not exist","B01","S553","B_2"
1107364668,"/var/www/html/scripts",9069086164233,"error","File does not exist","B01","S553","B_2"
1107364670,"/var/www/html/scripts",9069086164233,"error","File does not exist","B01","S553","B_2"
1107364676,"/var/www/html/scripts",9069086164233,"error","File does not exist","B01","S553","B_2"
1107364677,"/var/www/html/scripts",9069086164233,"error","File does not exist","B01","S553","B_2"
1107369164,"/var/www/html/",9063175119002,"error","Directory index forbidden by rule","B02","S429","B_1"
1107371977,"/var/www/html/",9066042059082,"error","Directory index forbidden by rule","B02","S483","B_1"
1107379567,"/var/www/html/",9204076166050,"error","Directory index forbidden by rule","B02","S97","B_1"
1107380220,"/var/www/html/",9218011001050,"error","Directory index forbidden by rule","B02","S183","B_1"
1107397984,"/var/www/html/scripts",9060248026050,"error","File does not exist","B01","S358","B_2"
1107397985,"/var/www/html/MSADC",9060248026050,"error","File does not exist","B01","S358","B_2"
1107397986,"/var/www/html/c",9060248026050,"error","File does not exist","B01","S358","B_2"
1107397986,"/var/www/html/d",9060248026050,"error","File does not exist","B01","S358","B_2"
1107397987,"/var/www/html/scripts",9060248026050,"error","File does not exist","B01","S358","B_2"
1107397988,"/var/www/html/_vti_bin",9060248026050,"error","File does not exist","B01","S358","B_2"
1107397988,"/var/www/html/_mem_bin",9060248026050,"error","File does not exist","B01","S358","B_2"
1107397989,"/var/www/html/msadc",9060248026050,"error","File does not exist","B01","S358","B_2"
1107397990,"/var/www/html/scripts",9060248026050,"error","File does not exist","B01","S358","B_2"
1107397994,"/var/www/html/scripts",9060248026050,"error","File does not exist","B01","S358","B_2"
1107397995,"/var/www/html/scripts",9060248026050,"error","File does not exist","B01","S358","B_2"
1107397996,"/var/www/html/scripts",9060248026050,"error","File does not exist","B01","S358","B_2"
1107397997,"/var/www/html/scripts",9060248026050,"error","File does not exist","B01","S358","B_2"
1107401224,"/var/www/html/",9222084042191,"error","Directory index forbidden by rule","B02","S317","B_1"
1107415908,"/var/www/html/",9218106185078,"error","Directory index forbidden by rule","B02","S182","B_1"
1107419135,"/var/www/html/NULL.printer",9081006250202,"error","File does not exist","B01","S575","B_2"
1107453651,"/var/www/html/",9061010007091,"error","Directory index forbidden by rule","B02","S382","B_1"
1107462292,"/var/www/html/sumthin",9210127248052,"error","File does not exist","B01","S125","B_2"
1107462292,"/var/www/html/sumthin",9210127248052,"error","File does not exist","B01","S125","B_2"
1107462292,"/var/www/html/sumthin",9210127248052,"error","File does not exist","B01","S125","B_2"
1107462293,"/var/www/html/sumthin",9210127248052,"error","File does not exist","B01","S125","B_2"
1107462293,"/var/www/html/sumthin",9210127248052,"error","File does not exist","B01","S125","B_2"
1107462293,"/var/www/html/sumthin",9210127248052,"error","File does not exist","B01","S125","B_2"
1107462293,"/var/www/html/sumthin",9210127248052,"error","File does not exist","B01","S125","B_2"
1107462293,"/var/www/html/sumthin",9210127248052,"error","File does not exist","B01","S125","B_2"
1107462293,"/var/www/html/sumthin",9210127248052,"error","File does not exist","B01","S125","B_2"
1107462293,"/var/www/html/sumthin",9210127248052,"error","File does not exist","B01","S125","B_2"
1107462293,"/var/www/html/sumthin",9210127248052,"error","File does not exist","B01","S125","B_2"
1107462293,"/var/www/html/sumthin",9210127248052,"error","File does not exist","B01","S125","B_2"
1107462294,"/var/www/html/sumthin",9210127248052,"error","File does not exist","B01","S125","B_2"
1107462294,"/var/www/html/sumthin",9210127248052,"error","File does not exist","B01","S125","B_2"
1107462294,"/var/www/html/sumthin",9210127248052,"error","File does not exist","B01","S125","B_2"
1107462294,"/var/www/html/sumthin",9210127248052,"error","File does not exist","B01","S125","B_2"
1107462294,"/var/www/html/sumthin",9210127248052,"error","File does not exist","B01","S125","B_2"
1107462294,"/var/www/html/sumthin",9210127248052,"error","File does not exist","B01","S125","B_2"
1107462294,"/var/www/html/sumthin",9210127248052,"error","File does not exist","B01","S125","B_2"
1107462295,"/var/www/html/sumthin",9210127248052,"error","File does not exist","B01","S125","B_2"
1107462295,"/var/www/html/sumthin",9210127248052,"error","File does not exist","B01","S125","B_2"
1107462295,"/var/www/html/sumthin",9210127248052,"error","File does not exist","B01","S125","B_2"
1107462295,"/var/www/html/sumthin",9210127248052,"error","File does not exist","B01","S125","B_2"
1107467544,"/var/www/html/",9061010007168,"error","Directory index forbidden by rule","B02","S369","B_1"
1107480557,"/var/www/html/",9067133116245,"error","Directory index forbidden by rule","B02","S494","B_1"
1107491267,"/var/www/html/",9222166160220,"error","Directory index forbidden by rule","B02","S301","B_1"
1107506214,"/var/www/html/scripts",9067176032032,"error","File does not exist","B01","S504","B_2"
1107508297,"/var/www/html/",9220168210035,"error","Directory index forbidden by rule","B02","S259","B_1"
1107510265,"/var/www/html/",9012033114007,"error","Directory index forbidden by rule","B02","S3","B_1"
1107512009,"/var/www/html/scripts",9220028212176,"error","File does not exist","B01","S270","B_2"
1107512010,"/var/www/html/MSADC",9220028212176,"error","File does not exist","B01","S270","B_2"
1107512011,"/var/www/html/c",9220028212176,"error","File does not exist","B01","S270","B_2"
1107512012,"/var/www/html/d",9220028212176,"error","File does not exist","B01","S270","B_2"
1107512012,"/var/www/html/scripts",9220028212176,"error","File does not exist","B01","S270","B_2"
