#------------------------------------------------------------------------------------------------------------
#  ~ DateTime: 2021-02-09 00:10:18
#  ~ Dataframe name: "syslog_messages"
#  ~ Number of events in the dataframe: 1166
#  ~ Number of unique labels ('label_event_type') in the dataframe: 11
#  ~ Selected features set for the clustering: ['Logging_Daemon', 'Operation@', 'Tty', 'System_message@', 'EUID']
#  ~ The dataframe was scaled using the scaler: MinMaxScaler
#  ~ Parameters:  EPS=0.2480812289451326  MinPts=2 (The EPS parameter was calculated in 0.013473 seconds)
#  ~ The DBSCAN clustering process was performed in 0.020579 seconds
#  ~ Results summary: (24 Clus. | 28 Outl. | Homg.: 100.00% | Comp.: 85.64% | V-measure: 92.26% | AR: 97.01% | AMI: 91.93%)
#
#  ~ Details of clusters:
#       Cluster [0] contains 8 items. MV:["D040"]. Details:{'D04': 8}
#       Cluster [1] contains 94 items. MV:["D091"]. Details:{'D09': 94}
#       Cluster [2] contains 702 items. MV:["D022"]. Details:{'D02': 702}
#       Cluster [3] contains 80 items. MV:["D103"]. Details:{'D10': 80}
#       Cluster [4] contains 12 items. MV:["D064"]. Details:{'D06': 12}
#       Cluster [5] contains 13 items. MV:["D035"]. Details:{'D03': 13}
#       Cluster [6] contains 7 items. MV:["D076"]. Details:{'D07': 7}
#       Cluster [7] contains 8 items. MV:["D017"]. Details:{'D01': 8}
#       Cluster [8] contains 140 items. MV:["D078"]. Details:{'D07': 140}
#       Cluster [9] contains 2 items. MV:["D079"]. Details:{'D07': 2}
#       Cluster [10] contains 2 items. MV:["D0710"]. Details:{'D07': 2}
#       Cluster [11] contains 2 items. MV:["D0711"]. Details:{'D07': 2}
#       Cluster [12] contains 2 items. MV:["D0712"]. Details:{'D07': 2}
#       Cluster [13] contains 2 items. MV:["D0713"]. Details:{'D07': 2}
#       Cluster [14] contains 6 items. MV:["D0814"]. Details:{'D08': 6}
#       Cluster [15] contains 5 items. MV:["D0815"]. Details:{'D08': 5}
#       Cluster [16] contains 3 items. MV:["D0816"]. Details:{'D08': 3}
#       Cluster [17] contains 2 items. MV:["D0717"]. Details:{'D07': 2}
#       Cluster [18] contains 3 items. MV:["D0518"]. Details:{'D05': 3}
#       Cluster [19] contains 30 items. MV:["D0719"]. Details:{'D07': 30}
#       Cluster [20] contains 3 items. MV:["D0720"]. Details:{'D07': 3}
#       Cluster [21] contains 6 items. MV:["D0721"]. Details:{'D07': 6}
#       Cluster [22] contains 3 items. MV:["D1122"]. Details:{'D11': 3}
#       Cluster [23] contains 3 items. MV:["D0823"]. Details:{'D08': 3}
#
#  ~ Details of outliers: {'D04': 2, 'D06': 2, 'D07': 22, 'D11': 2}
#
#  ~ Confusion matrix:
#     +--------+----------------------------------------------------------------------------+
#     | Actual +                                 Predicted                                  |
#     +--------+------+------+------+------+------+------+------+------+------+------+------+
#     |        | D01  | D02  | D03  | D04  | D05  | D06  | D07  | D08  | D09  | D10  | D11  |
#     +--------+------+------+------+------+------+------+------+------+------+------+------+
#     |  D01   |  8   |      |      |      |      |      |      |      |      |      |      |
#     |  D02   |      | 702  |      |      |      |      |      |      |      |      |      |
#     |  D03   |      |      |  13  |      |      |      |      |      |      |      |      |
#     |  D04   |      |      |      |  8   |      |      |      |      |      |      |      |
#     |  D05   |      |      |      |      |  3   |      |      |      |      |      |      |
#     |  D06   |      |      |      |      |      |  12  |      |      |      |      |      |
#     |  D07   |      |      |      |      |      |      | 198  |      |      |      |      |
#     |  D08   |      |      |      |      |      |      |      |  17  |      |      |      |
#     |  D09   |      |      |      |      |      |      |      |      |  94  |      |      |
#     |  D10   |      |      |      |      |      |      |      |      |      |  80  |      |
#     |  D11   |      |      |      |      |      |      |      |      |      |      |  3   |
#     +--------+------+------+------+------+------+------+------+------+------+------+------+
#
#  ~ Note: to import this file into Python, use: "DF = pandas.read_csv(file_name, sep=',', comment='#')"
#
#------------------------------------------------------------------------------------------------------------
DateTime~,Logging_device~,System_message@,Remotehost@,User,Tty,Logging_Daemon,Operation@,UID,EUID,PID~,label_event_type~,label_IPpair_ID~,phase1_predicted_label~
1107253592,"combo","-","-","test","-","sshd(pam_unix)","session closed","-","-",31824,"D10","@","D_3"
1107253592,"combo","-","-","test","-","sshd(pam_unix)","session closed","-","-",31825,"D10","@","D_3"
1107253592,"combo","-","-","test","-","sshd(pam_unix)","session opened","508","-",32001,"D10","@","D_3"
1107253592,"combo","-","-","test","-","sshd(pam_unix)","session closed","-","-",32001,"D10","@","D_3"
1107275856,"combo","-","208.29.180.3","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",32603,"D02","S109","D_2"
1107275856,"combo","-","208.29.180.3","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",32601,"D02","S109","D_2"
1107275856,"combo","-","208.29.180.3","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",32605,"D02","S109","D_2"
1107275857,"combo","-","208.29.180.3","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",32607,"D02","S109","D_2"
1107275857,"combo","-","208.29.180.3","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",32609,"D02","S109","D_2"
1107275858,"combo","-","208.29.180.3","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",32612,"D02","S109","D_2"
1107275858,"combo","-","208.29.180.3","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",32611,"D02","S109","D_2"
1107275858,"combo","-","208.29.180.3","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",32613,"D02","S109","D_2"
1107275858,"combo","-","208.29.180.3","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",32614,"D02","S109","D_2"
1107275859,"combo","-","208.29.180.3","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",32619,"D02","S109","D_2"
1107323823,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1247,"D02","S313","D_2"
1107323823,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1249,"D02","S313","D_2"
1107323824,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1251,"D02","S313","D_2"
1107323825,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1253,"D02","S313","D_2"
1107323826,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1256,"D02","S313","D_2"
1107323826,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1255,"D02","S313","D_2"
1107323826,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1259,"D02","S313","D_2"
1107323827,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1261,"D02","S313","D_2"
1107323827,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1262,"D02","S313","D_2"
1107323827,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1263,"D02","S313","D_2"
1107323836,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1274,"D02","S313","D_2"
1107323836,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1275,"D02","S313","D_2"
1107323837,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1278,"D02","S313","D_2"
1107323838,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1281,"D02","S313","D_2"
1107323838,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1283,"D02","S313","D_2"
1107323838,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1280,"D02","S313","D_2"
1107323839,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1286,"D02","S313","D_2"
1107323839,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1288,"D02","S313","D_2"
1107323840,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1290,"D02","S313","D_2"
1107323840,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1291,"D02","S313","D_2"
1107323848,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1295,"D02","S313","D_2"
1107323848,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1297,"D02","S313","D_2"
1107323849,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1299,"D02","S313","D_2"
1107323850,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1301,"D02","S313","D_2"
1107323851,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1302,"D02","S313","D_2"
1107323851,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1306,"D02","S313","D_2"
1107323852,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1305,"D02","S313","D_2"
1107323852,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1309,"D02","S313","D_2"
1107323852,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1310,"D02","S313","D_2"
1107323852,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1311,"D02","S313","D_2"
1107323860,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1315,"D02","S313","D_2"
1107323861,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1317,"D02","S313","D_2"
1107323862,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1319,"D02","S313","D_2"
1107323863,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1321,"D02","S313","D_2"
1107323863,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1323,"D02","S313","D_2"
1107323864,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1325,"D02","S313","D_2"
1107323864,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1327,"D02","S313","D_2"
1107323864,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1329,"D02","S313","D_2"
1107323864,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1330,"D02","S313","D_2"
1107323865,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1331,"D02","S313","D_2"
1107323873,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1335,"D02","S313","D_2"
1107323873,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1337,"D02","S313","D_2"
1107323874,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1339,"D02","S313","D_2"
1107323875,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1341,"D02","S313","D_2"
1107323875,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1343,"D02","S313","D_2"
1107323876,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1345,"D02","S313","D_2"
1107323876,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1347,"D02","S313","D_2"
1107323877,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1348,"D02","S313","D_2"
1107323877,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1350,"D02","S313","D_2"
1107323877,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1352,"D02","S313","D_2"
1107323886,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1355,"D02","S313","D_2"
1107323886,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1357,"D02","S313","D_2"
1107323887,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1359,"D02","S313","D_2"
1107323887,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1361,"D02","S313","D_2"
1107323888,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1363,"D02","S313","D_2"
1107323889,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1365,"D02","S313","D_2"
1107323889,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1368,"D02","S313","D_2"
1107323889,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1367,"D02","S313","D_2"
1107323889,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1371,"D02","S313","D_2"
1107323890,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1373,"D02","S313","D_2"
1107323898,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1375,"D02","S313","D_2"
1107323898,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1377,"D02","S313","D_2"
1107323899,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1379,"D02","S313","D_2"
1107323900,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1381,"D02","S313","D_2"
1107323900,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1383,"D02","S313","D_2"
1107323901,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1385,"D02","S313","D_2"
1107323901,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1387,"D02","S313","D_2"
1107323901,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1388,"D02","S313","D_2"
1107323902,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1390,"D02","S313","D_2"
1107323902,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1393,"D02","S313","D_2"
1107323911,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1395,"D02","S313","D_2"
1107323911,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1397,"D02","S313","D_2"
1107323912,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1399,"D02","S313","D_2"
1107323912,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1401,"D02","S313","D_2"
1107323913,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1403,"D02","S313","D_2"
1107323913,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1405,"D02","S313","D_2"
1107323914,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1407,"D02","S313","D_2"
1107323914,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1409,"D02","S313","D_2"
1107323914,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1413,"D02","S313","D_2"
1107323915,"combo","-","222.237.79.237","root","NODEVssh","sshd(pam_unix)","authentication failure","0","0",1410,"D02","S313","D_2"
1107334955,"combo","-","-","news","-","su(pam_unix)","session opened","0","-",2079,"D09","@","D_1"
1107334955,"combo","-","-","news","-","su(pam_unix)","session closed","-","-",2079,"D09","@","D_1"
1107420902,"combo","-","-","news","-","su(pam_unix)","session opened","0","-",4529,"D09","@","D_1"
1107420902,"combo","-","-","news","-","su(pam_unix)","session closed","-","-",4529,"D09","@","D_1"
1107507366,"combo","-","-","news","-","su(pam_unix)","session opened","0","-",6978,"D09","@","D_1"
1107507367,"combo","-","-","news","-","su(pam_unix)","session closed","-","-",6978,"D09","@","D_1"
1107549683,"combo","-","66-154-114-114.assertivenetworks.net","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",8065,"D02","S471","D_2"
1107549693,"combo","-","66-154-114-114.assertivenetworks.net","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",8069,"D02","S471","D_2"
1107549697,"combo","-","66-154-114-114.assertivenetworks.net","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",8071,"D02","S471","D_2"
1107549702,"combo","-","66-154-114-114.assertivenetworks.net","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",8073,"D02","S471","D_2"
1107549703,"combo","-","66-154-114-114.assertivenetworks.net","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",8075,"D02","S471","D_2"
1107549707,"combo","-","66-154-114-114.assertivenetworks.net","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",8077,"D02","S471","D_2"
1107549712,"combo","-","66-154-114-114.assertivenetworks.net","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",8079,"D02","S471","D_2"
1107549713,"combo","-","66-154-114-114.assertivenetworks.net","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",8081,"D02","S471","D_2"
1107549717,"combo","-","66-154-114-114.assertivenetworks.net","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",8083,"D02","S471","D_2"
1107549722,"combo","-","66-154-114-114.assertivenetworks.net","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",8085,"D02","S471","D_2"
1107549723,"combo","-","66-154-114-114.assertivenetworks.net","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",8087,"D02","S471","D_2"
1107549727,"combo","-","66-154-114-114.assertivenetworks.net","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",8089,"D02","S471","D_2"
1107549732,"combo","-","66-154-114-114.assertivenetworks.net","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",8095,"D02","S471","D_2"
1107549733,"combo","-","66-154-114-114.assertivenetworks.net","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",8097,"D02","S471","D_2"
1107549737,"combo","-","66-154-114-114.assertivenetworks.net","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",8099,"D02","S471","D_2"
1107549738,"combo","-","66-154-114-114.assertivenetworks.net","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",8101,"D02","S471","D_2"
1107549742,"combo","-","66-154-114-114.assertivenetworks.net","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",8103,"D02","S471","D_2"
1107549743,"combo","-","66-154-114-114.assertivenetworks.net","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",8105,"D02","S471","D_2"
1107549747,"combo","-","66-154-114-114.assertivenetworks.net","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",8107,"D02","S471","D_2"
1107549748,"combo","-","66-154-114-114.assertivenetworks.net","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",8109,"D02","S471","D_2"
1107549752,"combo","-","66-154-114-114.assertivenetworks.net","nobody","NODEVssh","sshd(pam_unix)","authentication failure","0","0",8111,"D02","S471","D_2"
