#------------------------------------------------------------------------------------------------------------
#  ~ DateTime: 2021-02-09 00:10:18
#  ~ Dataframe name: "syslog_secure"
#  ~ Number of events in the dataframe: 1587
#  ~ Number of unique labels ('label_event_type') in the dataframe: 6
#  ~ Selected features set for the clustering: ['Logging_Daemon', 'Operation']
#  ~ The dataframe was scaled using the scaler: MinMaxScaler
#  ~ Parameters:  EPS=0.7071067811865476  MinPts=2 (The EPS parameter was calculated in 0.006625 seconds)
#  ~ The DBSCAN clustering process was performed in 0.033909 seconds
#  ~ Results summary: (6 Clus. | 12 Outl. | Homg.: 100.00% | Comp.: 100.00% | V-measure: 100.00% | AR: 100.00% | AMI: 100.00%)
#
#  ~ Details of clusters:
#       Cluster [0] contains 145 items. MV:["E010"]. Details:{'E01': 145}
#       Cluster [1] contains 366 items. MV:["E041"]. Details:{'E04': 366}
#       Cluster [2] contains 352 items. MV:["E022"]. Details:{'E02': 352}
#       Cluster [3] contains 702 items. MV:["E033"]. Details:{'E03': 702}
#       Cluster [4] contains 8 items. MV:["E054"]. Details:{'E05': 8}
#       Cluster [5] contains 2 items. MV:["E065"]. Details:{'E06': 2}
#
#  ~ Details of outliers: {'E04': 2, 'E06': 10}
#
#  ~ Confusion matrix:
#     +--------+-----------------------------------------+
#     | Actual +               Predicted                 |
#     +--------+------+------+------+------+------+------+
#     |        | E01  | E02  | E03  | E04  | E05  | E06  |
#     +--------+------+------+------+------+------+------+
#     |  E01   | 145  |      |      |      |      |      |
#     |  E02   |      | 352  |      |      |      |      |
#     |  E03   |      |      | 702  |      |      |      |
#     |  E04   |      |      |      | 366  |      |      |
#     |  E05   |      |      |      |      |  8   |      |
#     |  E06   |      |      |      |      |      |  2   |
#     +--------+------+------+------+------+------+------+
#
#  ~ Note: to import this file into Python, use: "DF = pandas.read_csv(file_name, sep=',', comment='#')"
#
#------------------------------------------------------------------------------------------------------------
DateTime~,Logging_device~,User,Port~,Logging_Daemon,Source$,PID~,Operation,label_event_type~,label_IPpair_ID~,phase1_predicted_label~
1107213002,"combo","jordan",0,"sshd",9211141089073,30221,"Illegal user","E02","S138","E_2"
1107213003,"combo","lion",0,"sshd",9211141089073,30219,"Illegal user","E02","S138","E_2"
1107213004,"combo","brian",0,"sshd",9211141089073,30225,"Illegal user","E02","S138","E_2"
1107213005,"combo","michael",0,"sshd",9211141089073,30227,"Illegal user","E02","S138","E_2"
1107213006,"combo","david",0,"sshd",9211141089073,30229,"Illegal user","E02","S138","E_2"
1107213008,"combo","nicole",0,"sshd",9211141089073,30231,"Illegal user","E02","S138","E_2"
1107213009,"combo","jason",0,"sshd",9211141089073,30233,"Illegal user","E02","S138","E_2"
1107213011,"combo","daniel",0,"sshd",9211141089073,30235,"Illegal user","E02","S138","E_2"
1107213012,"combo","carmen",0,"sshd",9211141089073,30237,"Illegal user","E02","S138","E_2"
1107213013,"combo","andrew",0,"sshd",9211141089073,30243,"Illegal user","E02","S138","E_2"
1107213015,"combo","jordan",0,"sshd",9211141089073,30239,"Illegal user","E02","S138","E_2"
1107213015,"combo","jordan",0,"sshd",9211141089073,30240,"Illegal user","E02","S138","E_2"
1107213015,"combo","justin",0,"sshd",9211141089073,30245,"Illegal user","E02","S138","E_2"
1107213016,"combo","magic",0,"sshd",9211141089073,30247,"Illegal user","E02","S138","E_2"
1107213017,"combo","michael",0,"sshd",9211141089073,30249,"Illegal user","E02","S138","E_2"
1107213019,"combo","lion",0,"sshd",9211141089073,30251,"Illegal user","E02","S138","E_2"
1107213020,"combo","jordan",0,"sshd",9211141089073,30253,"Illegal user","E02","S138","E_2"
1107213023,"combo","michael",0,"sshd",9211141089073,30255,"Illegal user","E02","S138","E_2"
1107213023,"combo","jordan",0,"sshd",9211141089073,30257,"Illegal user","E02","S138","E_2"
1107213025,"combo","nicole",0,"sshd",9211141089073,30259,"Illegal user","E02","S138","E_2"
1107213026,"combo","michael",0,"sshd",9211141089073,30261,"Illegal user","E02","S138","E_2"
1107213027,"combo","david",0,"sshd",9211141089073,30263,"Illegal user","E02","S138","E_2"
1107213028,"combo","daniel",0,"sshd",9211141089073,30265,"Illegal user","E02","S138","E_2"
1107213029,"combo","nicole",0,"sshd",9211141089073,30267,"Illegal user","E02","S138","E_2"
1107213030,"combo","jordan",0,"sshd",9211141089073,30269,"Illegal user","E02","S138","E_2"
1107213030,"combo","jason",0,"sshd",9211141089073,30270,"Illegal user","E02","S138","E_2"
1107213031,"combo","andrew",0,"sshd",9211141089073,30273,"Illegal user","E02","S138","E_2"
1107213034,"combo","magic",0,"sshd",9211141089073,30275,"Illegal user","E02","S138","E_2"
1107213036,"combo","jordan",0,"sshd",9211141089073,30277,"Illegal user","E02","S138","E_2"
1107213036,"combo","jordan",0,"sshd",9211141089073,30278,"Illegal user","E02","S138","E_2"
1107213037,"combo","jordan",0,"sshd",9211141089073,30282,"Illegal user","E02","S138","E_2"
1107213038,"combo","lion",0,"sshd",9211141089073,30281,"Illegal user","E02","S138","E_2"
1107213039,"combo","michael",0,"sshd",9211141089073,30285,"Illegal user","E02","S138","E_2"
1107213041,"combo","david",0,"sshd",9211141089073,30288,"Illegal user","E02","S138","E_2"
1107213041,"combo","nicole",0,"sshd",9211141089073,30289,"Illegal user","E02","S138","E_2"
1107213042,"combo","michael",0,"sshd",9211141089073,30287,"Illegal user","E02","S138","E_2"
1107213044,"combo","jason",0,"sshd",9211141089073,30293,"Illegal user","E02","S138","E_2"
1107213045,"combo","nicole",0,"sshd",9211141089073,30295,"Illegal user","E02","S138","E_2"
1107213046,"combo","jordan",0,"sshd",9211141089073,30297,"Illegal user","E02","S138","E_2"
1107213048,"combo","carmen",0,"sshd",9211141089073,30299,"Illegal user","E02","S138","E_2"
1107213049,"combo","michael",0,"sshd",9211141089073,30301,"Illegal user","E02","S138","E_2"
1107213051,"combo","justin",0,"sshd",9211141089073,30303,"Illegal user","E02","S138","E_2"
1107213053,"combo","charlie",0,"sshd",9211141089073,30305,"Illegal user","E02","S138","E_2"
1107213055,"combo","nicole",0,"sshd",9211141089073,30307,"Illegal user","E02","S138","E_2"
1107213056,"combo","steven",0,"sshd",9211141089073,30309,"Illegal user","E02","S138","E_2"
1107213058,"combo","daniel",0,"sshd",9211141089073,30311,"Illegal user","E02","S138","E_2"
1107213059,"combo","brandon",0,"sshd",9211141089073,30313,"Illegal user","E02","S138","E_2"
1107213061,"combo","andrew",0,"sshd",9211141089073,30315,"Illegal user","E02","S138","E_2"
1107213062,"combo","brian",0,"sshd",9211141089073,30317,"Illegal user","E02","S138","E_2"
1107213065,"combo","stephen",0,"sshd",9211141089073,30319,"Illegal user","E02","S138","E_2"
1107213067,"combo","william",0,"sshd",9211141089073,30321,"Illegal user","E02","S138","E_2"
1107213069,"combo","magic",0,"sshd",9211141089073,30323,"Illegal user","E02","S138","E_2"
1107213071,"combo","angel",0,"sshd",9211141089073,30325,"Illegal user","E02","S138","E_2"
1107213072,"combo","lion",0,"sshd",9211141089073,30327,"Illegal user","E02","S138","E_2"
1107213074,"combo","emily",0,"sshd",9211141089073,30329,"Illegal user","E02","S138","E_2"
1107213075,"combo","david",0,"sshd",9211141089073,30331,"Illegal user","E02","S138","E_2"
1107213077,"combo","eric",0,"sshd",9211141089073,30333,"Illegal user","E02","S138","E_2"
1107213078,"combo","jason",0,"sshd",9211141089073,30335,"Illegal user","E02","S138","E_2"
1107213080,"combo","joe",0,"sshd",9211141089073,30337,"Illegal user","E02","S138","E_2"
1107213081,"combo","carmen",0,"sshd",9211141089073,30339,"Illegal user","E02","S138","E_2"
1107213082,"combo","tom",0,"sshd",9211141089073,30341,"Illegal user","E02","S138","E_2"
1107213083,"combo","justin",0,"sshd",9211141089073,30343,"Illegal user","E02","S138","E_2"
1107213086,"combo","billy",0,"sshd",9211141089073,30345,"Illegal user","E02","S138","E_2"
1107213086,"combo","charlie",0,"sshd",9211141089073,30347,"Illegal user","E02","S138","E_2"
1107213089,"combo","buddy",0,"sshd",9211141089073,30349,"Illegal user","E02","S138","E_2"
1107213089,"combo","steven",0,"sshd",9211141089073,30350,"Illegal user","E02","S138","E_2"
1107213092,"combo","brandon",0,"sshd",9211141089073,30353,"Illegal user","E02","S138","E_2"
1107213095,"combo","brian",0,"sshd",9211141089073,30355,"Illegal user","E02","S138","E_2"
1107213095,"combo","jeremy",0,"sshd",9211141089073,30356,"Illegal user","E02","S138","E_2"
1107213097,"combo","vampire",0,"sshd",9211141089073,30359,"Illegal user","E02","S138","E_2"
1107213097,"combo","stephen",0,"sshd",9211141089073,30360,"Illegal user","E02","S138","E_2"
1107213100,"combo","william",0,"sshd",9211141089073,30364,"Illegal user","E02","S138","E_2"
1107213101,"combo","betty",0,"sshd",9211141089073,30363,"Illegal user","E02","S138","E_2"
1107213103,"combo","angel",0,"sshd",9211141089073,30367,"Illegal user","E02","S138","E_2"
1107213104,"combo","max",0,"sshd",9211141089073,30369,"Illegal user","E02","S138","E_2"
1107213106,"combo","emily",0,"sshd",9211141089073,30371,"Illegal user","E02","S138","E_2"
1107213107,"combo","nicholas",0,"sshd",9211141089073,30373,"Illegal user","E02","S138","E_2"
1107213109,"combo","eric",0,"sshd",9211141089073,30375,"Illegal user","E02","S138","E_2"
1107213110,"combo","robin",0,"sshd",9211141089073,30377,"Illegal user","E02","S138","E_2"
1107213111,"combo","joe",0,"sshd",9211141089073,30379,"Illegal user","E02","S138","E_2"
1107213112,"combo","johnny",0,"sshd",9211141089073,30381,"Illegal user","E02","S138","E_2"
1107213114,"combo","tom",0,"sshd",9211141089073,30383,"Illegal user","E02","S138","E_2"
1107213116,"combo","lucy",0,"sshd",9211141089073,30385,"Illegal user","E02","S138","E_2"
1107213117,"combo","billy",0,"sshd",9211141089073,30387,"Illegal user","E02","S138","E_2"
1107213119,"combo","maria",0,"sshd",9211141089073,30389,"Illegal user","E02","S138","E_2"
1107213120,"combo","buddy",0,"sshd",9211141089073,30391,"Illegal user","E02","S138","E_2"
1107213122,"combo","rose",0,"sshd",9211141089073,30397,"Illegal user","E02","S138","E_2"
1107213123,"combo","jeremy",0,"sshd",9211141089073,30399,"Illegal user","E02","S138","E_2"
1107213126,"combo","vampire",0,"sshd",9211141089073,30401,"Illegal user","E02","S138","E_2"
1107213129,"combo","betty",0,"sshd",9211141089073,30405,"Illegal user","E02","S138","E_2"
1107213132,"combo","max",0,"sshd",9211141089073,30407,"Illegal user","E02","S138","E_2"
1107213135,"combo","nicholas",0,"sshd",9211141089073,30409,"Illegal user","E02","S138","E_2"
1107213138,"combo","robin",0,"sshd",9211141089073,30411,"Illegal user","E02","S138","E_2"
1107213138,"combo","mail",41331,"sshd",9211141089073,30403,"Failed password","E03","S138","E_3"
1107213141,"combo","johnny",0,"sshd",9211141089073,30413,"Illegal user","E02","S138","E_2"
1107213143,"combo","lucy",0,"sshd",9211141089073,30415,"Illegal user","E02","S138","E_2"
1107213146,"combo","maria",0,"sshd",9211141089073,30417,"Illegal user","E02","S138","E_2"
1107213150,"combo","rose",0,"sshd",9211141089073,30419,"Illegal user","E02","S138","E_2"
1107213163,"combo","mail",41060,"sshd",9211141089073,30421,"Failed password","E03","S138","E_3"
1107253590,"combo","test",48542,"sshd",9067108093195,31788,"Accepted password","E01","S492","E_0"
1107253590,"combo","test",48532,"sshd",9067108093195,31786,"Accepted password","E01","S492","E_0"
1107253590,"combo","test",48569,"sshd",9067108093195,31790,"Accepted password","E01","S492","E_0"
1107253590,"combo","test",48573,"sshd",9067108093195,31792,"Accepted password","E01","S492","E_0"
1107253590,"combo","test",48574,"sshd",9067108093195,31793,"Accepted password","E01","S492","E_0"
1107253590,"combo","test",48576,"sshd",9067108093195,31795,"Accepted password","E01","S492","E_0"
1107253590,"combo","test",48578,"sshd",9067108093195,31797,"Accepted password","E01","S492","E_0"
1107253591,"combo","test",48586,"sshd",9067108093195,31800,"Accepted password","E01","S492","E_0"
1107253591,"combo","test",48589,"sshd",9067108093195,31801,"Accepted password","E01","S492","E_0"
1107253591,"combo","test",48601,"sshd",9067108093195,31804,"Accepted password","E01","S492","E_0"
1107275261,"combo","-",0,"sshd",9208029180003,32568,"Did not receive identification string","E04","S109","E_1"
1107275261,"combo","-",0,"sshd",9208029180003,32569,"Did not receive identification string","E04","S109","E_1"
1107275261,"combo","-",0,"sshd",9208029180003,32570,"Did not receive identification string","E04","S109","E_1"
1107275261,"combo","-",0,"sshd",9208029180003,32571,"Did not receive identification string","E04","S109","E_1"
1107275261,"combo","-",0,"sshd",9208029180003,32572,"Did not receive identification string","E04","S109","E_1"
1107275261,"combo","-",0,"sshd",9208029180003,32573,"Did not receive identification string","E04","S109","E_1"
1107275261,"combo","-",0,"sshd",9208029180003,32567,"Did not receive identification string","E04","S109","E_1"
1107275261,"combo","-",0,"sshd",9208029180003,32574,"Did not receive identification string","E04","S109","E_1"
1107275261,"combo","-",0,"sshd",9208029180003,32575,"Did not receive identification string","E04","S109","E_1"
1107275261,"combo","-",0,"sshd",9208029180003,32576,"Did not receive identification string","E04","S109","E_1"
1107275261,"combo","-",0,"sshd",9208029180003,32577,"Did not receive identification string","E04","S109","E_1"
1107275261,"combo","-",0,"sshd",9208029180003,32578,"Did not receive identification string","E04","S109","E_1"
1107275261,"combo","-",0,"sshd",9208029180003,32579,"Did not receive identification string","E04","S109","E_1"
1107275261,"combo","-",0,"sshd",9208029180003,32580,"Did not receive identification string","E04","S109","E_1"
1107275261,"combo","-",0,"sshd",9208029180003,32581,"Did not receive identification string","E04","S109","E_1"
1107275262,"combo","-",0,"sshd",9208029180003,32582,"Did not receive identification string","E04","S109","E_1"
1107275262,"combo","-",0,"sshd",9208029180003,32583,"Did not receive identification string","E04","S109","E_1"
1107275262,"combo","-",0,"sshd",9208029180003,32584,"Did not receive identification string","E04","S109","E_1"
1107275262,"combo","-",0,"sshd",9208029180003,32585,"Did not receive identification string","E04","S109","E_1"
1107275262,"combo","-",0,"sshd",9208029180003,32586,"Did not receive identification string","E04","S109","E_1"
1107275262,"combo","-",0,"sshd",9208029180003,32587,"Did not receive identification string","E04","S109","E_1"
1107275262,"combo","-",0,"sshd",9208029180003,32588,"Did not receive identification string","E04","S109","E_1"
1107275262,"combo","-",0,"sshd",9208029180003,32589,"Did not receive identification string","E04","S109","E_1"
1107275858,"combo","nobody",58324,"sshd",9208029180003,32603,"Failed password","E03","S109","E_3"
1107275858,"combo","nobody",58311,"sshd",9208029180003,32601,"Failed password","E03","S109","E_3"
1107275858,"combo","nobody",58741,"sshd",9208029180003,32605,"Failed password","E03","S109","E_3"
1107275860,"combo","nobody",58809,"sshd",9208029180003,32607,"Failed password","E03","S109","E_3"
1107275860,"combo","nobody",58815,"sshd",9208029180003,32609,"Failed password","E03","S109","E_3"
1107275861,"combo","nobody",58930,"sshd",9208029180003,32612,"Failed password","E03","S109","E_3"
1107275861,"combo","nobody",58929,"sshd",9208029180003,32611,"Failed password","E03","S109","E_3"
1107275861,"combo","nobody",58931,"sshd",9208029180003,32613,"Failed password","E03","S109","E_3"
