#------------------------------------------------------------------------------------------------------------
#  ~ DateTime: 2021-02-09 00:10:18
#  ~ Dataframe name: "http_ssl_error"
#  ~ Number of events in the dataframe: 374
#  ~ Number of unique labels ('label_event_type') in the dataframe: 4
#  ~ Selected features set for the clustering: ['Type', 'Message@']
#  ~ The dataframe was scaled using the scaler: MinMaxScaler
#  ~ Parameters:  EPS=0.12346400723600937  MinPts=2 (The EPS parameter was calculated in 0.005108 seconds)
#  ~ The DBSCAN clustering process was performed in 0.003224 seconds
#  ~ Results summary: (4 Clus. | 0 Outl. | Homg.: 100.00% | Comp.: 100.00% | V-measure: 100.00% | AR: 100.00% | AMI: 100.00%)
#
#  ~ Details of clusters:
#       Cluster [0] contains 22 items. MV:["C040"]. Details:{'C04': 22}
#       Cluster [1] contains 183 items. MV:["C021"]. Details:{'C02': 183}
#       Cluster [2] contains 142 items. MV:["C012"]. Details:{'C01': 142}
#       Cluster [3] contains 27 items. MV:["C033"]. Details:{'C03': 27}
#
#  ~ Confusion matrix:
#     +--------+---------------------------+
#     | Actual +        Predicted          |
#     +--------+------+------+------+------+
#     |        | C01  | C02  | C03  | C04  |
#     +--------+------+------+------+------+
#     |  C01   | 142  |      |      |      |
#     |  C02   |      | 183  |      |      |
#     |  C03   |      |      |  27  |      |
#     |  C04   |      |      |      |  22  |
#     +--------+------+------+------+------+
#
#  ~ Note: to import this file into Python, use: "DF = pandas.read_csv(file_name, sep=',', comment='#')"
#
#------------------------------------------------------------------------------------------------------------
DateTime~,Message@,Type,label_event_type~,label_IPpair_ID~,phase1_predicted_label~
1107462295,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S125","C_1"
1107462295,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S125","C_1"
1107462295,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S125","C_1"
1107568998,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S412","C_2"
1107568998,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S412","C_2"
1107569001,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S412","C_1"
1107681390,"RSA server certificate is a CA certificate (BasicConstraints: CA == TRUE !?)","warn","C04","@","C_0"
1107681390,"RSA server certificate CommonName (CN) `localhost.localdomain' does NOT match server name!?","warn","C04","@","C_0"
1107816254,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1107816254,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1107816254,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1107816255,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1107816255,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1107816255,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1107816255,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1107816255,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1107816255,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1107816255,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1107970951,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S272","C_1"
1107970951,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S272","C_1"
1107970953,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S272","C_1"
1107970953,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S272","C_1"
1107970953,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S272","C_1"
1107970953,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S272","C_1"
1107970953,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S272","C_1"
1107970953,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S272","C_1"
1107970953,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S272","C_1"
1107970953,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S272","C_1"
1107970953,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S272","C_1"
1107970953,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S272","C_1"
1107970953,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S272","C_1"
1107970953,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S272","C_1"
1107970953,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S272","C_1"
1107970953,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S272","C_1"
1107970953,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S272","C_1"
1107970953,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S272","C_1"
1107970953,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S272","C_1"
1107970953,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S272","C_1"
1107970953,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S272","C_1"
1107970953,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S272","C_1"
1107970953,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S272","C_1"
1108016625,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1108016625,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1108016625,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1108016625,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1108016625,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1108016626,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1108016626,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1108016626,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1108016626,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1108016626,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1108016626,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1108016626,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1108075956,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1108075956,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1108075956,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1108075956,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1108075956,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1108075956,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1108075956,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1108075956,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1108075956,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1108075956,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1108075956,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1108075956,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1108075956,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1108075956,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1108075956,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1108075956,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1108075956,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1108075956,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1108075956,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1108075956,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1108075956,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1108075956,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1108075956,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1108145458,"RSA server certificate is a CA certificate (BasicConstraints: CA == TRUE !?)","warn","C04","@","C_0"
1108145458,"RSA server certificate CommonName (CN) `localhost.localdomain' does NOT match server name!?","warn","C04","@","C_0"
1108145462,"RSA server certificate is a CA certificate (BasicConstraints: CA == TRUE !?)","warn","C04","@","C_0"
1108145462,"RSA server certificate CommonName (CN) `localhost.localdomain' does NOT match server name!?","warn","C04","@","C_0"
1108284621,"RSA server certificate is a CA certificate (BasicConstraints: CA == TRUE !?)","warn","C04","@","C_0"
1108284621,"RSA server certificate CommonName (CN) `localhost.localdomain' does NOT match server name!?","warn","C04","@","C_0"
1108460886,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S271","C_1"
1108460886,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S271","C_1"
1108460886,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S271","C_1"
1108460887,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S271","C_1"
1108460889,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S271","C_1"
1108460889,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S271","C_1"
1108460889,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S271","C_1"
1108460889,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S271","C_1"
1108460889,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S271","C_1"
1108460889,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S271","C_1"
1108460889,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S271","C_1"
1108460889,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S271","C_1"
1108460889,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S271","C_1"
1108460889,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S271","C_1"
1108460889,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S271","C_1"
1108460889,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S271","C_1"
1108460889,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S271","C_1"
1108460889,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S271","C_1"
1108460889,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S271","C_1"
1108460889,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S271","C_1"
1108460889,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S271","C_1"
1108460889,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S271","C_1"
1108460889,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S271","C_1"
1108527219,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S52","C_1"
1108527219,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S52","C_1"
1108527219,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S52","C_1"
1108527219,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S52","C_1"
1108527219,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S52","C_1"
1108527219,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S52","C_1"
1108527219,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S52","C_1"
1108527222,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S52","C_1"
1108527222,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S52","C_1"
1108527228,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S52","C_2"
1108527229,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S52","C_2"
1108527229,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","S52","C_2"
1108608836,"SSL handshake failed (server new.host.name:443, client 219.163.166.210)","error","C01","@","C_2"
1108608836,"SSL Library Error: 335983704 error:1406B458:SSL routines:func(107):reason(1112)","error","C03","@","C_3"
1108608836,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1108608839,"SSL handshake failed (server new.host.name:443, client 219.163.166.210)","error","C01","@","C_2"
1108608839,"SSL Library Error: 335983704 error:1406B458:SSL routines:func(107):reason(1112)","error","C03","@","C_3"
1108608839,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1108608845,"SSL handshake failed (server new.host.name:443, client 219.163.166.210)","error","C01","@","C_2"
1108608845,"SSL Library Error: 335983704 error:1406B458:SSL routines:func(107):reason(1112)","error","C03","@","C_3"
1108608845,"SSL handshake failed (server new.host.name:443, client 219.163.166.210)","error","C01","@","C_2"
1108608845,"SSL Library Error: 335983704 error:1406B458:SSL routines:func(107):reason(1112)","error","C03","@","C_3"
1108608845,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1108608845,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1108889541,"RSA server certificate is a CA certificate (BasicConstraints: CA == TRUE !?)","warn","C04","@","C_0"
1108889541,"RSA server certificate CommonName (CN) `localhost.localdomain' does NOT match server name!?","warn","C04","@","C_0"
1109120996,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","S160","C_1"
1109190889,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1109190889,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1109190889,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1109190889,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1109190889,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1109190889,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1109190889,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1109190889,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1109190889,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1109190889,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1109190889,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1109190889,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1109190889,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1109190889,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1109190889,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1109190889,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1109190890,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1109190890,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1109190890,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1109190890,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1109190890,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1109190890,"SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","error","C01","@","C_2"
1109190890,"Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","error","C02","@","C_1"
1109253206,"RSA server certificate is a CA certificate (BasicConstraints: CA == TRUE !?)","warn","C04","@","C_0"
1109253206,"RSA server certificate CommonName (CN) `localhost.localdomain' does NOT match server name!?","warn","C04","@","C_0"
1109253208,"RSA server certificate is a CA certificate (BasicConstraints: CA == TRUE !?)","warn","C04","@","C_0"
1109253208,"RSA server certificate CommonName (CN) `localhost.localdomain' does NOT match server name!?","warn","C04","@","C_0"
1109269802,"SSL handshake failed (server new.host.name:443, client 163.195.132.14)","error","C01","@","C_2"
1109269802,"SSL handshake failed (server new.host.name:443, client 163.195.132.14)","error","C01","@","C_2"
1109269802,"SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","error","C03","@","C_3"
1109269802,"SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","error","C03","@","C_3"
1109269803,"SSL handshake failed (server new.host.name:443, client 163.195.132.14)","error","C01","@","C_2"
1109269803,"SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","error","C03","@","C_3"
1109269803,"SSL handshake failed (server new.host.name:443, client 163.195.132.14)","error","C01","@","C_2"
1109269803,"SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","error","C03","@","C_3"
1109269803,"SSL handshake failed (server new.host.name:443, client 163.195.132.14)","error","C01","@","C_2"
1109269803,"SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","error","C03","@","C_3"
1109269804,"SSL handshake failed (server new.host.name:443, client 163.195.132.14)","error","C01","@","C_2"
1109269804,"SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","error","C03","@","C_3"
1109269805,"SSL handshake failed (server new.host.name:443, client 163.195.132.14)","error","C01","@","C_2"
1109269805,"SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","error","C03","@","C_3"
1109269805,"SSL handshake failed (server new.host.name:443, client 163.195.132.14)","error","C01","@","C_2"
1109269805,"SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","error","C03","@","C_3"
1109269805,"SSL handshake failed (server new.host.name:443, client 163.195.132.14)","error","C01","@","C_2"
1109269805,"SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","error","C03","@","C_3"
1109269805,"SSL handshake failed (server new.host.name:443, client 163.195.132.14)","error","C01","@","C_2"
1109269805,"SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","error","C03","@","C_3"
1109269809,"SSL handshake failed (server new.host.name:443, client 163.195.132.14)","error","C01","@","C_2"
1109269809,"SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","error","C03","@","C_3"
1109269809,"SSL handshake failed (server new.host.name:443, client 163.195.132.14)","error","C01","@","C_2"
1109269809,"SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","error","C03","@","C_3"
1109269810,"SSL handshake failed (server new.host.name:443, client 163.195.132.14)","error","C01","@","C_2"
1109269810,"SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","error","C03","@","C_3"
1109269811,"SSL handshake failed (server new.host.name:443, client 163.195.132.14)","error","C01","@","C_2"
1109269811,"SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","error","C03","@","C_3"
1109269812,"SSL handshake failed (server new.host.name:443, client 163.195.132.14)","error","C01","@","C_2"
1109269812,"SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","error","C03","@","C_3"
1109269813,"SSL handshake failed (server new.host.name:443, client 163.195.132.14)","error","C01","@","C_2"
1109269813,"SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","error","C03","@","C_3"
1109269813,"SSL handshake failed (server new.host.name:443, client 163.195.132.14)","error","C01","@","C_2"
1109269813,"SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","error","C03","@","C_3"
1109269813,"SSL handshake failed (server new.host.name:443, client 163.195.132.14)","error","C01","@","C_2"
1109269813,"SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","error","C03","@","C_3"
1109269813,"SSL handshake failed (server new.host.name:443, client 163.195.132.14)","error","C01","@","C_2"
1109269813,"SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","error","C03","@","C_3"
1109269814,"SSL handshake failed (server new.host.name:443, client 163.195.132.14)","error","C01","@","C_2"
1109269814,"SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","error","C03","@","C_3"
1109269815,"SSL handshake failed (server new.host.name:443, client 163.195.132.14)","error","C01","@","C_2"
1109269815,"SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","error","C03","@","C_3"
1109269815,"SSL handshake failed (server new.host.name:443, client 163.195.132.14)","error","C01","@","C_2"
