#------------------------------------------------------------------------------------------------------------
#  ~ DateTime: 2020-05-29 16:54:53
#  ~ Dataframe name: "syslog_messages"
#  ~ Number of events in the dataframe: 1166
#  ~ Number of unique labels ('label_event_type') in the dataframe: 11
#  ~ Selected features set for the clustering: ['Logging_Daemon', 'Operation@', 'Tty', 'System_message@', 'EUID']
#  ~ The dataframe was scaled using the scaler: MinMaxScaler
#  ~ Parameters:  EPS=0.2480812289451326  MinPts=2 (The EPS parameter was calculated in 0.011529 seconds)
#  ~ The DBSCAN clustering process was performed in 0.048941 seconds
#  ~ Results summary: (24 Clus. | 28 Outl. | Homg.: 100.00% | Comp.: 85.64% | V-measure: 92.26% | AR: 97.01% | AMI: 85.07%)
#
#  ~ Details of clusters:
#       Cluster [0] contains 8 items. MV:["DD0"]. Details:{'DD': 8}
#       Cluster [1] contains 94 items. MV:["DI1"]. Details:{'DI': 94}
#       Cluster [2] contains 702 items. MV:["DB2"]. Details:{'DB': 702}
#       Cluster [3] contains 80 items. MV:["DJ3"]. Details:{'DJ': 80}
#       Cluster [4] contains 12 items. MV:["DF4"]. Details:{'DF': 12}
#       Cluster [5] contains 13 items. MV:["DC5"]. Details:{'DC': 13}
#       Cluster [6] contains 7 items. MV:["DG6"]. Details:{'DG': 7}
#       Cluster [7] contains 8 items. MV:["DA7"]. Details:{'DA': 8}
#       Cluster [8] contains 140 items. MV:["DG8"]. Details:{'DG': 140}
#       Cluster [9] contains 2 items. MV:["DG9"]. Details:{'DG': 2}
#       Cluster [10] contains 2 items. MV:["DG10"]. Details:{'DG': 2}
#       Cluster [11] contains 2 items. MV:["DG11"]. Details:{'DG': 2}
#       Cluster [12] contains 2 items. MV:["DG12"]. Details:{'DG': 2}
#       Cluster [13] contains 2 items. MV:["DG13"]. Details:{'DG': 2}
#       Cluster [14] contains 6 items. MV:["DH14"]. Details:{'DH': 6}
#       Cluster [15] contains 5 items. MV:["DH15"]. Details:{'DH': 5}
#       Cluster [16] contains 3 items. MV:["DH16"]. Details:{'DH': 3}
#       Cluster [17] contains 2 items. MV:["DG17"]. Details:{'DG': 2}
#       Cluster [18] contains 3 items. MV:["DE18"]. Details:{'DE': 3}
#       Cluster [19] contains 30 items. MV:["DG19"]. Details:{'DG': 30}
#       Cluster [20] contains 3 items. MV:["DG20"]. Details:{'DG': 3}
#       Cluster [21] contains 6 items. MV:["DG21"]. Details:{'DG': 6}
#       Cluster [22] contains 3 items. MV:["DK22"]. Details:{'DK': 3}
#       Cluster [23] contains 3 items. MV:["DH23"]. Details:{'DH': 3}
#
#  ~ Details of outliers: {'DD': 2, 'DF': 2, 'DG': 22, 'DK': 2}
#
#  ~ Confusion matrix:
#     +--------+----------------------------------------------------------------------------+
#     | Actual +                                 Predicted                                  |
#     +--------+------+------+------+------+------+------+------+------+------+------+------+
#     |        |  DA  |  DB  |  DC  |  DD  |  DE  |  DF  |  DG  |  DH  |  DI  |  DJ  |  DK  |
#     +--------+------+------+------+------+------+------+------+------+------+------+------+
#     |   DA   |  8   |      |      |      |      |      |      |      |      |      |      |
#     |   DB   |      | 702  |      |      |      |      |      |      |      |      |      |
#     |   DC   |      |      |  13  |      |      |      |      |      |      |      |      |
#     |   DD   |      |      |      |  8   |      |      |      |      |      |      |      |
#     |   DE   |      |      |      |      |  3   |      |      |      |      |      |      |
#     |   DF   |      |      |      |      |      |  12  |      |      |      |      |      |
#     |   DG   |      |      |      |      |      |      | 198  |      |      |      |      |
#     |   DH   |      |      |      |      |      |      |      |  17  |      |      |      |
#     |   DI   |      |      |      |      |      |      |      |      |  94  |      |      |
#     |   DJ   |      |      |      |      |      |      |      |      |      |  80  |      |
#     |   DK   |      |      |      |      |      |      |      |      |      |      |  3   |
#     +--------+------+------+------+------+------+------+------+------+------+------+------+
#
#  ~ Note: to import this file into Python, use: "DF = pandas.read_csv(file_name, sep=',', comment='#')"
#
#------------------------------------------------------------------------------------------------------------
DateTime~,Logging_device~,EUID,Operation@,Tty,System_message@,User,Remotehost@,PID~,UID,Logging_Daemon,label_event_type~,label_IPpair_ID~,phase1_predicted_label~
1107253592,"combo","-","session closed","-","-","test","-",31824,"-","sshd(pam_unix)","DJ","@","D_3"
1107253592,"combo","-","session closed","-","-","test","-",31825,"-","sshd(pam_unix)","DJ","@","D_3"
1107253592,"combo","-","session opened","-","-","test","-",32001,"508","sshd(pam_unix)","DJ","@","D_3"
1107253592,"combo","-","session closed","-","-","test","-",32001,"-","sshd(pam_unix)","DJ","@","D_3"
1107275856,"combo","0","authentication failure","NODEVssh","-","nobody","208.29.180.3",32603,"0","sshd(pam_unix)","DB","S109","D_2"
1107275856,"combo","0","authentication failure","NODEVssh","-","nobody","208.29.180.3",32601,"0","sshd(pam_unix)","DB","S109","D_2"
1107275856,"combo","0","authentication failure","NODEVssh","-","nobody","208.29.180.3",32605,"0","sshd(pam_unix)","DB","S109","D_2"
1107275857,"combo","0","authentication failure","NODEVssh","-","nobody","208.29.180.3",32607,"0","sshd(pam_unix)","DB","S109","D_2"
1107275857,"combo","0","authentication failure","NODEVssh","-","nobody","208.29.180.3",32609,"0","sshd(pam_unix)","DB","S109","D_2"
1107275858,"combo","0","authentication failure","NODEVssh","-","nobody","208.29.180.3",32612,"0","sshd(pam_unix)","DB","S109","D_2"
1107275858,"combo","0","authentication failure","NODEVssh","-","nobody","208.29.180.3",32611,"0","sshd(pam_unix)","DB","S109","D_2"
1107275858,"combo","0","authentication failure","NODEVssh","-","nobody","208.29.180.3",32613,"0","sshd(pam_unix)","DB","S109","D_2"
1107275858,"combo","0","authentication failure","NODEVssh","-","nobody","208.29.180.3",32614,"0","sshd(pam_unix)","DB","S109","D_2"
1107275859,"combo","0","authentication failure","NODEVssh","-","nobody","208.29.180.3",32619,"0","sshd(pam_unix)","DB","S109","D_2"
1107323823,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1247,"0","sshd(pam_unix)","DB","S313","D_2"
1107323823,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1249,"0","sshd(pam_unix)","DB","S313","D_2"
1107323824,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1251,"0","sshd(pam_unix)","DB","S313","D_2"
1107323825,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1253,"0","sshd(pam_unix)","DB","S313","D_2"
1107323826,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1256,"0","sshd(pam_unix)","DB","S313","D_2"
1107323826,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1255,"0","sshd(pam_unix)","DB","S313","D_2"
1107323826,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1259,"0","sshd(pam_unix)","DB","S313","D_2"
1107323827,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1261,"0","sshd(pam_unix)","DB","S313","D_2"
1107323827,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1262,"0","sshd(pam_unix)","DB","S313","D_2"
1107323827,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1263,"0","sshd(pam_unix)","DB","S313","D_2"
1107323836,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1274,"0","sshd(pam_unix)","DB","S313","D_2"
1107323836,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1275,"0","sshd(pam_unix)","DB","S313","D_2"
1107323837,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1278,"0","sshd(pam_unix)","DB","S313","D_2"
1107323838,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1281,"0","sshd(pam_unix)","DB","S313","D_2"
1107323838,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1283,"0","sshd(pam_unix)","DB","S313","D_2"
1107323838,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1280,"0","sshd(pam_unix)","DB","S313","D_2"
1107323839,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1286,"0","sshd(pam_unix)","DB","S313","D_2"
1107323839,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1288,"0","sshd(pam_unix)","DB","S313","D_2"
1107323840,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1290,"0","sshd(pam_unix)","DB","S313","D_2"
1107323840,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1291,"0","sshd(pam_unix)","DB","S313","D_2"
1107323848,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1295,"0","sshd(pam_unix)","DB","S313","D_2"
1107323848,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1297,"0","sshd(pam_unix)","DB","S313","D_2"
1107323849,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1299,"0","sshd(pam_unix)","DB","S313","D_2"
1107323850,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1301,"0","sshd(pam_unix)","DB","S313","D_2"
1107323851,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1302,"0","sshd(pam_unix)","DB","S313","D_2"
1107323851,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1306,"0","sshd(pam_unix)","DB","S313","D_2"
1107323852,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1305,"0","sshd(pam_unix)","DB","S313","D_2"
1107323852,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1309,"0","sshd(pam_unix)","DB","S313","D_2"
1107323852,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1310,"0","sshd(pam_unix)","DB","S313","D_2"
1107323852,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1311,"0","sshd(pam_unix)","DB","S313","D_2"
1107323860,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1315,"0","sshd(pam_unix)","DB","S313","D_2"
1107323861,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1317,"0","sshd(pam_unix)","DB","S313","D_2"
1107323862,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1319,"0","sshd(pam_unix)","DB","S313","D_2"
1107323863,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1321,"0","sshd(pam_unix)","DB","S313","D_2"
1107323863,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1323,"0","sshd(pam_unix)","DB","S313","D_2"
1107323864,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1325,"0","sshd(pam_unix)","DB","S313","D_2"
1107323864,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1327,"0","sshd(pam_unix)","DB","S313","D_2"
1107323864,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1329,"0","sshd(pam_unix)","DB","S313","D_2"
1107323864,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1330,"0","sshd(pam_unix)","DB","S313","D_2"
1107323865,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1331,"0","sshd(pam_unix)","DB","S313","D_2"
1107323873,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1335,"0","sshd(pam_unix)","DB","S313","D_2"
1107323873,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1337,"0","sshd(pam_unix)","DB","S313","D_2"
1107323874,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1339,"0","sshd(pam_unix)","DB","S313","D_2"
1107323875,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1341,"0","sshd(pam_unix)","DB","S313","D_2"
1107323875,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1343,"0","sshd(pam_unix)","DB","S313","D_2"
1107323876,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1345,"0","sshd(pam_unix)","DB","S313","D_2"
1107323876,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1347,"0","sshd(pam_unix)","DB","S313","D_2"
1107323877,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1348,"0","sshd(pam_unix)","DB","S313","D_2"
1107323877,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1350,"0","sshd(pam_unix)","DB","S313","D_2"
1107323877,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1352,"0","sshd(pam_unix)","DB","S313","D_2"
1107323886,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1355,"0","sshd(pam_unix)","DB","S313","D_2"
1107323886,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1357,"0","sshd(pam_unix)","DB","S313","D_2"
1107323887,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1359,"0","sshd(pam_unix)","DB","S313","D_2"
1107323887,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1361,"0","sshd(pam_unix)","DB","S313","D_2"
1107323888,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1363,"0","sshd(pam_unix)","DB","S313","D_2"
1107323889,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1365,"0","sshd(pam_unix)","DB","S313","D_2"
1107323889,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1368,"0","sshd(pam_unix)","DB","S313","D_2"
1107323889,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1367,"0","sshd(pam_unix)","DB","S313","D_2"
1107323889,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1371,"0","sshd(pam_unix)","DB","S313","D_2"
1107323890,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1373,"0","sshd(pam_unix)","DB","S313","D_2"
1107323898,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1375,"0","sshd(pam_unix)","DB","S313","D_2"
1107323898,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1377,"0","sshd(pam_unix)","DB","S313","D_2"
1107323899,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1379,"0","sshd(pam_unix)","DB","S313","D_2"
1107323900,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1381,"0","sshd(pam_unix)","DB","S313","D_2"
1107323900,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1383,"0","sshd(pam_unix)","DB","S313","D_2"
1107323901,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1385,"0","sshd(pam_unix)","DB","S313","D_2"
1107323901,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1387,"0","sshd(pam_unix)","DB","S313","D_2"
1107323901,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1388,"0","sshd(pam_unix)","DB","S313","D_2"
1107323902,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1390,"0","sshd(pam_unix)","DB","S313","D_2"
1107323902,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1393,"0","sshd(pam_unix)","DB","S313","D_2"
1107323911,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1395,"0","sshd(pam_unix)","DB","S313","D_2"
1107323911,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1397,"0","sshd(pam_unix)","DB","S313","D_2"
1107323912,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1399,"0","sshd(pam_unix)","DB","S313","D_2"
1107323912,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1401,"0","sshd(pam_unix)","DB","S313","D_2"
1107323913,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1403,"0","sshd(pam_unix)","DB","S313","D_2"
1107323913,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1405,"0","sshd(pam_unix)","DB","S313","D_2"
1107323914,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1407,"0","sshd(pam_unix)","DB","S313","D_2"
1107323914,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1409,"0","sshd(pam_unix)","DB","S313","D_2"
1107323914,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1413,"0","sshd(pam_unix)","DB","S313","D_2"
1107323915,"combo","0","authentication failure","NODEVssh","-","root","222.237.79.237",1410,"0","sshd(pam_unix)","DB","S313","D_2"
1107334955,"combo","-","session opened","-","-","news","-",2079,"0","su(pam_unix)","DI","@","D_1"
1107334955,"combo","-","session closed","-","-","news","-",2079,"-","su(pam_unix)","DI","@","D_1"
1107420902,"combo","-","session opened","-","-","news","-",4529,"0","su(pam_unix)","DI","@","D_1"
1107420902,"combo","-","session closed","-","-","news","-",4529,"-","su(pam_unix)","DI","@","D_1"
1107507366,"combo","-","session opened","-","-","news","-",6978,"0","su(pam_unix)","DI","@","D_1"
1107507367,"combo","-","session closed","-","-","news","-",6978,"-","su(pam_unix)","DI","@","D_1"
1107549683,"combo","0","authentication failure","NODEVssh","-","nobody","66-154-114-114.assertivenetworks.net",8065,"0","sshd(pam_unix)","DB","S471","D_2"
1107549693,"combo","0","authentication failure","NODEVssh","-","nobody","66-154-114-114.assertivenetworks.net",8069,"0","sshd(pam_unix)","DB","S471","D_2"
1107549697,"combo","0","authentication failure","NODEVssh","-","nobody","66-154-114-114.assertivenetworks.net",8071,"0","sshd(pam_unix)","DB","S471","D_2"
1107549702,"combo","0","authentication failure","NODEVssh","-","nobody","66-154-114-114.assertivenetworks.net",8073,"0","sshd(pam_unix)","DB","S471","D_2"
1107549703,"combo","0","authentication failure","NODEVssh","-","nobody","66-154-114-114.assertivenetworks.net",8075,"0","sshd(pam_unix)","DB","S471","D_2"
1107549707,"combo","0","authentication failure","NODEVssh","-","nobody","66-154-114-114.assertivenetworks.net",8077,"0","sshd(pam_unix)","DB","S471","D_2"
1107549712,"combo","0","authentication failure","NODEVssh","-","nobody","66-154-114-114.assertivenetworks.net",8079,"0","sshd(pam_unix)","DB","S471","D_2"
1107549713,"combo","0","authentication failure","NODEVssh","-","nobody","66-154-114-114.assertivenetworks.net",8081,"0","sshd(pam_unix)","DB","S471","D_2"
1107549717,"combo","0","authentication failure","NODEVssh","-","nobody","66-154-114-114.assertivenetworks.net",8083,"0","sshd(pam_unix)","DB","S471","D_2"
1107549722,"combo","0","authentication failure","NODEVssh","-","nobody","66-154-114-114.assertivenetworks.net",8085,"0","sshd(pam_unix)","DB","S471","D_2"
1107549723,"combo","0","authentication failure","NODEVssh","-","nobody","66-154-114-114.assertivenetworks.net",8087,"0","sshd(pam_unix)","DB","S471","D_2"
1107549727,"combo","0","authentication failure","NODEVssh","-","nobody","66-154-114-114.assertivenetworks.net",8089,"0","sshd(pam_unix)","DB","S471","D_2"
1107549732,"combo","0","authentication failure","NODEVssh","-","nobody","66-154-114-114.assertivenetworks.net",8095,"0","sshd(pam_unix)","DB","S471","D_2"
1107549733,"combo","0","authentication failure","NODEVssh","-","nobody","66-154-114-114.assertivenetworks.net",8097,"0","sshd(pam_unix)","DB","S471","D_2"
1107549737,"combo","0","authentication failure","NODEVssh","-","nobody","66-154-114-114.assertivenetworks.net",8099,"0","sshd(pam_unix)","DB","S471","D_2"
1107549738,"combo","0","authentication failure","NODEVssh","-","nobody","66-154-114-114.assertivenetworks.net",8101,"0","sshd(pam_unix)","DB","S471","D_2"
1107549742,"combo","0","authentication failure","NODEVssh","-","nobody","66-154-114-114.assertivenetworks.net",8103,"0","sshd(pam_unix)","DB","S471","D_2"
1107549743,"combo","0","authentication failure","NODEVssh","-","nobody","66-154-114-114.assertivenetworks.net",8105,"0","sshd(pam_unix)","DB","S471","D_2"
1107549747,"combo","0","authentication failure","NODEVssh","-","nobody","66-154-114-114.assertivenetworks.net",8107,"0","sshd(pam_unix)","DB","S471","D_2"
1107549748,"combo","0","authentication failure","NODEVssh","-","nobody","66-154-114-114.assertivenetworks.net",8109,"0","sshd(pam_unix)","DB","S471","D_2"
