#------------------------------------------------------------------------------------------------------------
#  ~ DateTime: 2020-05-29 16:54:53
#  ~ Dataframe name: "http_ssl_error"
#  ~ Number of events in the dataframe: 374
#  ~ Number of unique labels ('label_event_type') in the dataframe: 4
#  ~ Selected features set for the clustering: ['Type', 'Message@']
#  ~ The dataframe was scaled using the scaler: MinMaxScaler
#  ~ Parameters:  EPS=0.12346400723600937  MinPts=2 (The EPS parameter was calculated in 0.003659 seconds)
#  ~ The DBSCAN clustering process was performed in 0.004078 seconds
#  ~ Results summary: (4 Clus. | 0 Outl. | Homg.: 100.00% | Comp.: 100.00% | V-measure: 100.00% | AR: 100.00% | AMI: 100.00%)
#
#  ~ Details of clusters:
#       Cluster [0] contains 22 items. MV:["CD0"]. Details:{'CD': 22}
#       Cluster [1] contains 183 items. MV:["CB1"]. Details:{'CB': 183}
#       Cluster [2] contains 142 items. MV:["CA2"]. Details:{'CA': 142}
#       Cluster [3] contains 27 items. MV:["CC3"]. Details:{'CC': 27}
#
#  ~ Confusion matrix:
#     +--------+---------------------------+
#     | Actual +        Predicted          |
#     +--------+------+------+------+------+
#     |        |  CA  |  CB  |  CC  |  CD  |
#     +--------+------+------+------+------+
#     |   CA   | 142  |      |      |      |
#     |   CB   |      | 183  |      |      |
#     |   CC   |      |      |  27  |      |
#     |   CD   |      |      |      |  22  |
#     +--------+------+------+------+------+
#
#  ~ Note: to import this file into Python, use: "DF = pandas.read_csv(file_name, sep=',', comment='#')"
#
#------------------------------------------------------------------------------------------------------------
DateTime~,Type,Message@,label_event_type~,label_IPpair_ID~,phase1_predicted_label~
1107462295,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S125","C_1"
1107462295,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S125","C_1"
1107462295,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S125","C_1"
1107462295,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S125","C_1"
1107462295,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S125","C_1"
1107462295,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S125","C_1"
1107462295,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S125","C_1"
1107462295,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S125","C_1"
1107462295,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S125","C_1"
1107568998,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","S412","C_2"
1107568998,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","S412","C_2"
1107569001,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S412","C_1"
1107681390,"warn","RSA server certificate is a CA certificate (BasicConstraints: CA == TRUE !?)","CD","@","C_0"
1107681390,"warn","RSA server certificate CommonName (CN) `localhost.localdomain' does NOT match server name!?","CD","@","C_0"
1107816254,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1107816254,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1107816254,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1107816255,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1107816255,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1107816255,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1107816255,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1107816255,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1107816255,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1107816255,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1107970951,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S272","C_1"
1107970951,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S272","C_1"
1107970953,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S272","C_1"
1107970953,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S272","C_1"
1107970953,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S272","C_1"
1107970953,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S272","C_1"
1107970953,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S272","C_1"
1107970953,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S272","C_1"
1107970953,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S272","C_1"
1107970953,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S272","C_1"
1107970953,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S272","C_1"
1107970953,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S272","C_1"
1107970953,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S272","C_1"
1107970953,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S272","C_1"
1107970953,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S272","C_1"
1107970953,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S272","C_1"
1107970953,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S272","C_1"
1107970953,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S272","C_1"
1107970953,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S272","C_1"
1107970953,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S272","C_1"
1107970953,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S272","C_1"
1107970953,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S272","C_1"
1107970953,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S272","C_1"
1108016625,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1108016625,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1108016625,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1108016625,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1108016625,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1108016626,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1108016626,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1108016626,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1108016626,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1108016626,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1108016626,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1108016626,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1108075956,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1108075956,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1108075956,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1108075956,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1108075956,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1108075956,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1108075956,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1108075956,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1108075956,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1108075956,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1108075956,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1108075956,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1108075956,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1108075956,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1108075956,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1108075956,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1108075956,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1108075956,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1108075956,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1108075956,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1108075956,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1108075956,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","@","C_1"
1108075956,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","@","C_1"
1108145458,"warn","RSA server certificate is a CA certificate (BasicConstraints: CA == TRUE !?)","CD","@","C_0"
1108145458,"warn","RSA server certificate CommonName (CN) `localhost.localdomain' does NOT match server name!?","CD","@","C_0"
1108145462,"warn","RSA server certificate is a CA certificate (BasicConstraints: CA == TRUE !?)","CD","@","C_0"
1108145462,"warn","RSA server certificate CommonName (CN) `localhost.localdomain' does NOT match server name!?","CD","@","C_0"
1108284621,"warn","RSA server certificate is a CA certificate (BasicConstraints: CA == TRUE !?)","CD","@","C_0"
1108284621,"warn","RSA server certificate CommonName (CN) `localhost.localdomain' does NOT match server name!?","CD","@","C_0"
1108460886,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S271","C_1"
1108460886,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S271","C_1"
1108460886,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S271","C_1"
1108460887,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S271","C_1"
1108460889,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S271","C_1"
1108460889,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S271","C_1"
1108460889,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S271","C_1"
1108460889,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S271","C_1"
1108460889,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S271","C_1"
1108460889,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S271","C_1"
1108460889,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S271","C_1"
1108460889,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S271","C_1"
1108460889,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S271","C_1"
1108460889,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S271","C_1"
1108460889,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S271","C_1"
1108460889,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S271","C_1"
1108460889,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S271","C_1"
1108460889,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S271","C_1"
1108460889,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S271","C_1"
1108460889,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S271","C_1"
1108460889,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S271","C_1"
1108460889,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S271","C_1"
1108460889,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S271","C_1"
1108527219,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S52","C_1"
1108527219,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S52","C_1"
1108527219,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S52","C_1"
1108527219,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S52","C_1"
1108527219,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S52","C_1"
1108527219,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S52","C_1"
1108527219,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S52","C_1"
1108527222,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S52","C_1"
1108527222,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S52","C_1"
1108527228,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","S52","C_2"
1108527229,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","S52","C_2"
1108527229,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","S52","C_2"
1108608836,"error","SSL handshake failed (server new.host.name:443, client 219.163.166.210)","CA","@","C_2"
1108608836,"error","SSL Library Error: 335983704 error:1406B458:SSL routines:func(107):reason(1112)","CC","@","C_3"
1108608836,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1108608839,"error","SSL handshake failed (server new.host.name:443, client 219.163.166.210)","CA","@","C_2"
1108608839,"error","SSL Library Error: 335983704 error:1406B458:SSL routines:func(107):reason(1112)","CC","@","C_3"
1108608839,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1108608845,"error","SSL handshake failed (server new.host.name:443, client 219.163.166.210)","CA","@","C_2"
1108608845,"error","SSL Library Error: 335983704 error:1406B458:SSL routines:func(107):reason(1112)","CC","@","C_3"
1108608845,"error","SSL handshake failed (server new.host.name:443, client 219.163.166.210)","CA","@","C_2"
1108608845,"error","SSL Library Error: 335983704 error:1406B458:SSL routines:func(107):reason(1112)","CC","@","C_3"
1108608845,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1108608845,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1108889541,"warn","RSA server certificate is a CA certificate (BasicConstraints: CA == TRUE !?)","CD","@","C_0"
1108889541,"warn","RSA server certificate CommonName (CN) `localhost.localdomain' does NOT match server name!?","CD","@","C_0"
1109120996,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","S160","C_1"
1109190889,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","@","C_1"
1109190889,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","@","C_1"
1109190889,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","@","C_1"
1109190889,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","@","C_1"
1109190889,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","@","C_1"
1109190889,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","@","C_1"
1109190889,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","@","C_1"
1109190889,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","@","C_1"
1109190889,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","@","C_1"
1109190889,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","@","C_1"
1109190889,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","@","C_1"
1109190889,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","@","C_1"
1109190889,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","@","C_1"
1109190889,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","@","C_1"
1109190889,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","@","C_1"
1109190889,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","@","C_1"
1109190890,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","@","C_1"
1109190890,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","@","C_1"
1109190890,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1109190890,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","@","C_1"
1109190890,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1109190890,"error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","CA","@","C_2"
1109190890,"error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","CB","@","C_1"
1109253206,"warn","RSA server certificate is a CA certificate (BasicConstraints: CA == TRUE !?)","CD","@","C_0"
1109253206,"warn","RSA server certificate CommonName (CN) `localhost.localdomain' does NOT match server name!?","CD","@","C_0"
1109253208,"warn","RSA server certificate is a CA certificate (BasicConstraints: CA == TRUE !?)","CD","@","C_0"
1109253208,"warn","RSA server certificate CommonName (CN) `localhost.localdomain' does NOT match server name!?","CD","@","C_0"
1109269802,"error","SSL handshake failed (server new.host.name:443, client 163.195.132.14)","CA","@","C_2"
1109269802,"error","SSL handshake failed (server new.host.name:443, client 163.195.132.14)","CA","@","C_2"
1109269802,"error","SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","CC","@","C_3"
1109269802,"error","SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","CC","@","C_3"
1109269803,"error","SSL handshake failed (server new.host.name:443, client 163.195.132.14)","CA","@","C_2"
1109269803,"error","SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","CC","@","C_3"
1109269803,"error","SSL handshake failed (server new.host.name:443, client 163.195.132.14)","CA","@","C_2"
1109269803,"error","SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","CC","@","C_3"
1109269803,"error","SSL handshake failed (server new.host.name:443, client 163.195.132.14)","CA","@","C_2"
1109269803,"error","SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","CC","@","C_3"
1109269804,"error","SSL handshake failed (server new.host.name:443, client 163.195.132.14)","CA","@","C_2"
1109269804,"error","SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","CC","@","C_3"
1109269805,"error","SSL handshake failed (server new.host.name:443, client 163.195.132.14)","CA","@","C_2"
1109269805,"error","SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","CC","@","C_3"
1109269805,"error","SSL handshake failed (server new.host.name:443, client 163.195.132.14)","CA","@","C_2"
1109269805,"error","SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","CC","@","C_3"
1109269805,"error","SSL handshake failed (server new.host.name:443, client 163.195.132.14)","CA","@","C_2"
1109269805,"error","SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","CC","@","C_3"
1109269805,"error","SSL handshake failed (server new.host.name:443, client 163.195.132.14)","CA","@","C_2"
1109269805,"error","SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","CC","@","C_3"
1109269809,"error","SSL handshake failed (server new.host.name:443, client 163.195.132.14)","CA","@","C_2"
1109269809,"error","SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","CC","@","C_3"
1109269809,"error","SSL handshake failed (server new.host.name:443, client 163.195.132.14)","CA","@","C_2"
1109269809,"error","SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","CC","@","C_3"
1109269810,"error","SSL handshake failed (server new.host.name:443, client 163.195.132.14)","CA","@","C_2"
1109269810,"error","SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","CC","@","C_3"
1109269811,"error","SSL handshake failed (server new.host.name:443, client 163.195.132.14)","CA","@","C_2"
1109269811,"error","SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","CC","@","C_3"
1109269812,"error","SSL handshake failed (server new.host.name:443, client 163.195.132.14)","CA","@","C_2"
1109269812,"error","SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","CC","@","C_3"
1109269813,"error","SSL handshake failed (server new.host.name:443, client 163.195.132.14)","CA","@","C_2"
1109269813,"error","SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","CC","@","C_3"
1109269813,"error","SSL handshake failed (server new.host.name:443, client 163.195.132.14)","CA","@","C_2"
1109269813,"error","SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","CC","@","C_3"
1109269813,"error","SSL handshake failed (server new.host.name:443, client 163.195.132.14)","CA","@","C_2"
1109269813,"error","SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","CC","@","C_3"
1109269813,"error","SSL handshake failed (server new.host.name:443, client 163.195.132.14)","CA","@","C_2"
1109269813,"error","SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","CC","@","C_3"
1109269814,"error","SSL handshake failed (server new.host.name:443, client 163.195.132.14)","CA","@","C_2"
1109269814,"error","SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","CC","@","C_3"
1109269815,"error","SSL handshake failed (server new.host.name:443, client 163.195.132.14)","CA","@","C_2"
1109269815,"error","SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","CC","@","C_3"
1109269815,"error","SSL handshake failed (server new.host.name:443, client 163.195.132.14)","CA","@","C_2"
