#------------------------------------------------------------------------------------------------------------
#  ~ DateTime: 2020-05-29 16:54:53
#  ~ Dataframe name: "syslog_secure"
#  ~ Number of events in the dataframe: 1587
#  ~ Number of unique labels ('label_event_type') in the dataframe: 6
#  ~ Selected features set for the clustering: ['Logging_Daemon', 'Operation']
#  ~ The dataframe was scaled using the scaler: MinMaxScaler
#  ~ Parameters:  EPS=0.7071067811865476  MinPts=2 (The EPS parameter was calculated in 0.006733 seconds)
#  ~ The DBSCAN clustering process was performed in 0.055101 seconds
#  ~ Results summary: (6 Clus. | 12 Outl. | Homg.: 100.00% | Comp.: 100.00% | V-measure: 100.00% | AR: 100.00% | AMI: 100.00%)
#
#  ~ Details of clusters:
#       Cluster [0] contains 145 items. MV:["EA0"]. Details:{'EA': 145}
#       Cluster [1] contains 366 items. MV:["ED1"]. Details:{'ED': 366}
#       Cluster [2] contains 352 items. MV:["EB2"]. Details:{'EB': 352}
#       Cluster [3] contains 702 items. MV:["EC3"]. Details:{'EC': 702}
#       Cluster [4] contains 8 items. MV:["EE4"]. Details:{'EE': 8}
#       Cluster [5] contains 2 items. MV:["EF5"]. Details:{'EF': 2}
#
#  ~ Details of outliers: {'ED': 2, 'EF': 10}
#
#  ~ Confusion matrix:
#     +--------+-----------------------------------------+
#     | Actual +               Predicted                 |
#     +--------+------+------+------+------+------+------+
#     |        |  EA  |  EB  |  EC  |  ED  |  EE  |  EF  |
#     +--------+------+------+------+------+------+------+
#     |   EA   | 145  |      |      |      |      |      |
#     |   EB   |      | 352  |      |      |      |      |
#     |   EC   |      |      | 702  |      |      |      |
#     |   ED   |      |      |      | 366  |      |      |
#     |   EE   |      |      |      |      |  8   |      |
#     |   EF   |      |      |      |      |      |  2   |
#     +--------+------+------+------+------+------+------+
#
#  ~ Note: to import this file into Python, use: "DF = pandas.read_csv(file_name, sep=',', comment='#')"
#
#------------------------------------------------------------------------------------------------------------
DateTime~,Logging_device~,Source$,User,PID~,Operation,Logging_Daemon,Port~,label_event_type~,label_IPpair_ID~,phase1_predicted_label~
1107197416,"combo",9211233014063,"-",29677,"Did not receive identification string","sshd",0,"ED","S153","E_1"
1107197416,"combo",9211233014063,"-",29678,"Did not receive identification string","sshd",0,"ED","S153","E_1"
1107197416,"combo",9211233014063,"-",29679,"Did not receive identification string","sshd",0,"ED","S153","E_1"
1107198131,"combo",9211233014063,"jordan",29695,"Illegal user","sshd",0,"EB","S153","E_2"
1107198133,"combo",9211233014063,"jordan",29697,"Illegal user","sshd",0,"EB","S153","E_2"
1107198133,"combo",9211233014063,"jordan",29698,"Illegal user","sshd",0,"EB","S153","E_2"
1107198133,"combo",9211233014063,"jordan",29700,"Illegal user","sshd",0,"EB","S153","E_2"
1107198133,"combo",9211233014063,"michael",29703,"Illegal user","sshd",0,"EB","S153","E_2"
1107198135,"combo",9211233014063,"michael",29705,"Illegal user","sshd",0,"EB","S153","E_2"
1107198135,"combo",9211233014063,"michael",29706,"Illegal user","sshd",0,"EB","S153","E_2"
1107198135,"combo",9211233014063,"michael",29709,"Illegal user","sshd",0,"EB","S153","E_2"
1107198135,"combo",9211233014063,"nicole",29710,"Illegal user","sshd",0,"EB","S153","E_2"
1107198137,"combo",9211233014063,"jordan",29713,"Illegal user","sshd",0,"EB","S153","E_2"
1107200622,"combo",9210099250240,"jordan",29761,"Illegal user","sshd",0,"EB","S135","E_2"
1107200623,"combo",9210099250240,"jordan",29763,"Illegal user","sshd",0,"EB","S135","E_2"
1107200624,"combo",9210099250240,"jordan",29765,"Illegal user","sshd",0,"EB","S135","E_2"
1107200625,"combo",9210099250240,"michael",29767,"Illegal user","sshd",0,"EB","S135","E_2"
1107200626,"combo",9210099250240,"michael",29769,"Illegal user","sshd",0,"EB","S135","E_2"
1107200627,"combo",9210099250240,"michael",29771,"Illegal user","sshd",0,"EB","S135","E_2"
1107200627,"combo",9210099250240,"jordan",29773,"Illegal user","sshd",0,"EB","S135","E_2"
1107200628,"combo",9210099250240,"nicole",29774,"Illegal user","sshd",0,"EB","S135","E_2"
1107200628,"combo",9210099250240,"nicole",29777,"Illegal user","sshd",0,"EB","S135","E_2"
1107200629,"combo",9210099250240,"jordan",29779,"Illegal user","sshd",0,"EB","S135","E_2"
1107201341,"combo",9070084072068,"root",29805,"Failed password","sshd",34497,"EC","S563","E_3"
1107201341,"combo",9070084072068,"root",29807,"Failed password","sshd",34549,"EC","S563","E_3"
1107201341,"combo",9070084072068,"root",29808,"Failed password","sshd",34557,"EC","S563","E_3"
1107201342,"combo",9070084072068,"root",29817,"Failed password","sshd",35925,"EC","S563","E_3"
1107201342,"combo",9070084072068,"root",29815,"Failed password","sshd",35923,"EC","S563","E_3"
1107201342,"combo",9070084072068,"root",29818,"Failed password","sshd",35929,"EC","S563","E_3"
1107201343,"combo",9070084072068,"root",29809,"Failed password","sshd",34567,"EC","S563","E_3"
1107201343,"combo",9070084072068,"root",29813,"Failed password","sshd",35126,"EC","S563","E_3"
1107201343,"combo",9070084072068,"root",29816,"Failed password","sshd",35924,"EC","S563","E_3"
1107201343,"combo",9070084072068,"root",29819,"Failed password","sshd",35933,"EC","S563","E_3"
1107201550,"combo",9210099250240,"jordan",29832,"Illegal user","sshd",0,"EB","S135","E_2"
1107201551,"combo",9210099250240,"jordan",29834,"Illegal user","sshd",0,"EB","S135","E_2"
1107201552,"combo",9210099250240,"jordan",29836,"Illegal user","sshd",0,"EB","S135","E_2"
1107201553,"combo",9210099250240,"michael",29838,"Illegal user","sshd",0,"EB","S135","E_2"
1107201554,"combo",9210099250240,"michael",29840,"Illegal user","sshd",0,"EB","S135","E_2"
1107201554,"combo",9210099250240,"michael",29841,"Illegal user","sshd",0,"EB","S135","E_2"
1107201555,"combo",9210099250240,"nicole",29844,"Illegal user","sshd",0,"EB","S135","E_2"
1107201556,"combo",9210099250240,"nicole",29846,"Illegal user","sshd",0,"EB","S135","E_2"
1107201557,"combo",9210099250240,"nicole",29847,"Illegal user","sshd",0,"EB","S135","E_2"
1107201558,"combo",9210099250240,"daniel",29850,"Illegal user","sshd",0,"EB","S135","E_2"
1107201560,"combo",9210099250240,"andrew",29852,"Illegal user","sshd",0,"EB","S135","E_2"
1107201562,"combo",9210099250240,"jordan",29854,"Illegal user","sshd",0,"EB","S135","E_2"
1107201562,"combo",9210099250240,"jordan",29856,"Illegal user","sshd",0,"EB","S135","E_2"
1107201564,"combo",9210099250240,"jordan",29858,"Illegal user","sshd",0,"EB","S135","E_2"
1107201564,"combo",9210099250240,"michael",29860,"Illegal user","sshd",0,"EB","S135","E_2"
1107201565,"combo",9210099250240,"jordan",29861,"Illegal user","sshd",0,"EB","S135","E_2"
1107201565,"combo",9210099250240,"jordan",29864,"Illegal user","sshd",0,"EB","S135","E_2"
1107201567,"combo",9210099250240,"nicole",29866,"Illegal user","sshd",0,"EB","S135","E_2"
1107201567,"combo",9210099250240,"jordan",29867,"Illegal user","sshd",0,"EB","S135","E_2"
1107201568,"combo",9210099250240,"michael",29870,"Illegal user","sshd",0,"EB","S135","E_2"
1107212180,"combo",9211141089073,"-",30133,"Did not receive identification string","sshd",0,"ED","S138","E_1"
1107212180,"combo",9211141089073,"-",30131,"Did not receive identification string","sshd",0,"ED","S138","E_1"
1107212180,"combo",9211141089073,"-",30132,"Did not receive identification string","sshd",0,"ED","S138","E_1"
1107212180,"combo",9211141089073,"-",30134,"Did not receive identification string","sshd",0,"ED","S138","E_1"
1107212180,"combo",9211141089073,"-",30135,"Did not receive identification string","sshd",0,"ED","S138","E_1"
1107212180,"combo",9211141089073,"-",30139,"Did not receive identification string","sshd",0,"ED","S138","E_1"
1107212180,"combo",9211141089073,"-",30137,"Did not receive identification string","sshd",0,"ED","S138","E_1"
1107212180,"combo",9211141089073,"-",30136,"Did not receive identification string","sshd",0,"ED","S138","E_1"
1107212180,"combo",9211141089073,"-",30138,"Did not receive identification string","sshd",0,"ED","S138","E_1"
1107212180,"combo",9211141089073,"-",30140,"Did not receive identification string","sshd",0,"ED","S138","E_1"
1107212964,"combo",9211141089073,"jordan",30159,"Illegal user","sshd",0,"EB","S138","E_2"
1107212964,"combo",9211141089073,"jordan",30160,"Illegal user","sshd",0,"EB","S138","E_2"
1107212966,"combo",9211141089073,"michael",30163,"Illegal user","sshd",0,"EB","S138","E_2"
1107212966,"combo",9211141089073,"michael",30164,"Illegal user","sshd",0,"EB","S138","E_2"
1107212969,"combo",9211141089073,"nicole",30167,"Illegal user","sshd",0,"EB","S138","E_2"
1107212969,"combo",9211141089073,"nicole",30168,"Illegal user","sshd",0,"EB","S138","E_2"
1107212972,"combo",9211141089073,"daniel",30171,"Illegal user","sshd",0,"EB","S138","E_2"
1107212972,"combo",9211141089073,"daniel",30172,"Illegal user","sshd",0,"EB","S138","E_2"
1107212975,"combo",9211141089073,"andrew",30175,"Illegal user","sshd",0,"EB","S138","E_2"
1107212975,"combo",9211141089073,"andrew",30176,"Illegal user","sshd",0,"EB","S138","E_2"
1107212978,"combo",9211141089073,"magic",30179,"Illegal user","sshd",0,"EB","S138","E_2"
1107212978,"combo",9211141089073,"magic",30180,"Illegal user","sshd",0,"EB","S138","E_2"
1107212980,"combo",9211141089073,"lion",30183,"Illegal user","sshd",0,"EB","S138","E_2"
1107212980,"combo",9211141089073,"lion",30184,"Illegal user","sshd",0,"EB","S138","E_2"
1107212983,"combo",9211141089073,"david",30187,"Illegal user","sshd",0,"EB","S138","E_2"
1107212983,"combo",9211141089073,"david",30188,"Illegal user","sshd",0,"EB","S138","E_2"
1107212985,"combo",9211141089073,"jordan",30191,"Illegal user","sshd",0,"EB","S138","E_2"
1107212986,"combo",9211141089073,"jason",30194,"Illegal user","sshd",0,"EB","S138","E_2"
1107212986,"combo",9211141089073,"jason",30193,"Illegal user","sshd",0,"EB","S138","E_2"
1107212988,"combo",9211141089073,"michael",30197,"Illegal user","sshd",0,"EB","S138","E_2"
1107212989,"combo",9211141089073,"carmen",30199,"Illegal user","sshd",0,"EB","S138","E_2"
1107212989,"combo",9211141089073,"carmen",30200,"Illegal user","sshd",0,"EB","S138","E_2"
1107212991,"combo",9211141089073,"nicole",30203,"Illegal user","sshd",0,"EB","S138","E_2"
1107212992,"combo",9211141089073,"justin",30205,"Illegal user","sshd",0,"EB","S138","E_2"
1107212994,"combo",9211141089073,"daniel",30207,"Illegal user","sshd",0,"EB","S138","E_2"
1107212995,"combo",9211141089073,"charlie",30209,"Illegal user","sshd",0,"EB","S138","E_2"
1107212997,"combo",9211141089073,"andrew",30211,"Illegal user","sshd",0,"EB","S138","E_2"
1107212998,"combo",9211141089073,"steven",30213,"Illegal user","sshd",0,"EB","S138","E_2"
1107212999,"combo",9211141089073,"magic",30215,"Illegal user","sshd",0,"EB","S138","E_2"
1107213001,"combo",9211141089073,"brandon",30217,"Illegal user","sshd",0,"EB","S138","E_2"
1107213002,"combo",9211141089073,"jordan",30220,"Illegal user","sshd",0,"EB","S138","E_2"
1107213002,"combo",9211141089073,"jordan",30221,"Illegal user","sshd",0,"EB","S138","E_2"
1107213003,"combo",9211141089073,"lion",30219,"Illegal user","sshd",0,"EB","S138","E_2"
1107213004,"combo",9211141089073,"brian",30225,"Illegal user","sshd",0,"EB","S138","E_2"
1107213005,"combo",9211141089073,"michael",30227,"Illegal user","sshd",0,"EB","S138","E_2"
1107213006,"combo",9211141089073,"david",30229,"Illegal user","sshd",0,"EB","S138","E_2"
1107213008,"combo",9211141089073,"nicole",30231,"Illegal user","sshd",0,"EB","S138","E_2"
1107213009,"combo",9211141089073,"jason",30233,"Illegal user","sshd",0,"EB","S138","E_2"
1107213011,"combo",9211141089073,"daniel",30235,"Illegal user","sshd",0,"EB","S138","E_2"
1107213012,"combo",9211141089073,"carmen",30237,"Illegal user","sshd",0,"EB","S138","E_2"
1107213013,"combo",9211141089073,"andrew",30243,"Illegal user","sshd",0,"EB","S138","E_2"
1107213015,"combo",9211141089073,"jordan",30239,"Illegal user","sshd",0,"EB","S138","E_2"
1107213015,"combo",9211141089073,"jordan",30240,"Illegal user","sshd",0,"EB","S138","E_2"
1107213015,"combo",9211141089073,"justin",30245,"Illegal user","sshd",0,"EB","S138","E_2"
1107213016,"combo",9211141089073,"magic",30247,"Illegal user","sshd",0,"EB","S138","E_2"
1107213017,"combo",9211141089073,"michael",30249,"Illegal user","sshd",0,"EB","S138","E_2"
1107213019,"combo",9211141089073,"lion",30251,"Illegal user","sshd",0,"EB","S138","E_2"
1107213020,"combo",9211141089073,"jordan",30253,"Illegal user","sshd",0,"EB","S138","E_2"
1107213023,"combo",9211141089073,"michael",30255,"Illegal user","sshd",0,"EB","S138","E_2"
1107213023,"combo",9211141089073,"jordan",30257,"Illegal user","sshd",0,"EB","S138","E_2"
1107213025,"combo",9211141089073,"nicole",30259,"Illegal user","sshd",0,"EB","S138","E_2"
1107213026,"combo",9211141089073,"michael",30261,"Illegal user","sshd",0,"EB","S138","E_2"
1107213027,"combo",9211141089073,"david",30263,"Illegal user","sshd",0,"EB","S138","E_2"
1107213028,"combo",9211141089073,"daniel",30265,"Illegal user","sshd",0,"EB","S138","E_2"
1107213029,"combo",9211141089073,"nicole",30267,"Illegal user","sshd",0,"EB","S138","E_2"
1107213030,"combo",9211141089073,"jordan",30269,"Illegal user","sshd",0,"EB","S138","E_2"
1107213030,"combo",9211141089073,"jason",30270,"Illegal user","sshd",0,"EB","S138","E_2"
1107213031,"combo",9211141089073,"andrew",30273,"Illegal user","sshd",0,"EB","S138","E_2"
1107213034,"combo",9211141089073,"magic",30275,"Illegal user","sshd",0,"EB","S138","E_2"
1107213036,"combo",9211141089073,"jordan",30277,"Illegal user","sshd",0,"EB","S138","E_2"
1107213036,"combo",9211141089073,"jordan",30278,"Illegal user","sshd",0,"EB","S138","E_2"
1107213037,"combo",9211141089073,"jordan",30282,"Illegal user","sshd",0,"EB","S138","E_2"
1107213038,"combo",9211141089073,"lion",30281,"Illegal user","sshd",0,"EB","S138","E_2"
1107213039,"combo",9211141089073,"michael",30285,"Illegal user","sshd",0,"EB","S138","E_2"
1107213041,"combo",9211141089073,"david",30288,"Illegal user","sshd",0,"EB","S138","E_2"
1107213041,"combo",9211141089073,"nicole",30289,"Illegal user","sshd",0,"EB","S138","E_2"
1107213042,"combo",9211141089073,"michael",30287,"Illegal user","sshd",0,"EB","S138","E_2"
1107213044,"combo",9211141089073,"jason",30293,"Illegal user","sshd",0,"EB","S138","E_2"
1107213045,"combo",9211141089073,"nicole",30295,"Illegal user","sshd",0,"EB","S138","E_2"
1107213046,"combo",9211141089073,"jordan",30297,"Illegal user","sshd",0,"EB","S138","E_2"
1107213048,"combo",9211141089073,"carmen",30299,"Illegal user","sshd",0,"EB","S138","E_2"
1107213049,"combo",9211141089073,"michael",30301,"Illegal user","sshd",0,"EB","S138","E_2"
1107213051,"combo",9211141089073,"justin",30303,"Illegal user","sshd",0,"EB","S138","E_2"
1107213053,"combo",9211141089073,"charlie",30305,"Illegal user","sshd",0,"EB","S138","E_2"
1107213055,"combo",9211141089073,"nicole",30307,"Illegal user","sshd",0,"EB","S138","E_2"
1107213056,"combo",9211141089073,"steven",30309,"Illegal user","sshd",0,"EB","S138","E_2"
1107213058,"combo",9211141089073,"daniel",30311,"Illegal user","sshd",0,"EB","S138","E_2"
1107213059,"combo",9211141089073,"brandon",30313,"Illegal user","sshd",0,"EB","S138","E_2"
1107213061,"combo",9211141089073,"andrew",30315,"Illegal user","sshd",0,"EB","S138","E_2"
1107213062,"combo",9211141089073,"brian",30317,"Illegal user","sshd",0,"EB","S138","E_2"
1107213065,"combo",9211141089073,"stephen",30319,"Illegal user","sshd",0,"EB","S138","E_2"
1107213067,"combo",9211141089073,"william",30321,"Illegal user","sshd",0,"EB","S138","E_2"
1107213069,"combo",9211141089073,"magic",30323,"Illegal user","sshd",0,"EB","S138","E_2"
1107213071,"combo",9211141089073,"angel",30325,"Illegal user","sshd",0,"EB","S138","E_2"
1107213072,"combo",9211141089073,"lion",30327,"Illegal user","sshd",0,"EB","S138","E_2"
1107213074,"combo",9211141089073,"emily",30329,"Illegal user","sshd",0,"EB","S138","E_2"
1107213075,"combo",9211141089073,"david",30331,"Illegal user","sshd",0,"EB","S138","E_2"
1107213077,"combo",9211141089073,"eric",30333,"Illegal user","sshd",0,"EB","S138","E_2"
1107213078,"combo",9211141089073,"jason",30335,"Illegal user","sshd",0,"EB","S138","E_2"
1107213080,"combo",9211141089073,"joe",30337,"Illegal user","sshd",0,"EB","S138","E_2"
1107213081,"combo",9211141089073,"carmen",30339,"Illegal user","sshd",0,"EB","S138","E_2"
1107213082,"combo",9211141089073,"tom",30341,"Illegal user","sshd",0,"EB","S138","E_2"
1107213083,"combo",9211141089073,"justin",30343,"Illegal user","sshd",0,"EB","S138","E_2"
1107213086,"combo",9211141089073,"billy",30345,"Illegal user","sshd",0,"EB","S138","E_2"
1107213086,"combo",9211141089073,"charlie",30347,"Illegal user","sshd",0,"EB","S138","E_2"
1107213089,"combo",9211141089073,"buddy",30349,"Illegal user","sshd",0,"EB","S138","E_2"
1107213089,"combo",9211141089073,"steven",30350,"Illegal user","sshd",0,"EB","S138","E_2"
1107213092,"combo",9211141089073,"brandon",30353,"Illegal user","sshd",0,"EB","S138","E_2"
1107213095,"combo",9211141089073,"brian",30355,"Illegal user","sshd",0,"EB","S138","E_2"
1107213095,"combo",9211141089073,"jeremy",30356,"Illegal user","sshd",0,"EB","S138","E_2"
1107213097,"combo",9211141089073,"vampire",30359,"Illegal user","sshd",0,"EB","S138","E_2"
1107213097,"combo",9211141089073,"stephen",30360,"Illegal user","sshd",0,"EB","S138","E_2"
1107213100,"combo",9211141089073,"william",30364,"Illegal user","sshd",0,"EB","S138","E_2"
1107213101,"combo",9211141089073,"betty",30363,"Illegal user","sshd",0,"EB","S138","E_2"
1107213103,"combo",9211141089073,"angel",30367,"Illegal user","sshd",0,"EB","S138","E_2"
1107213104,"combo",9211141089073,"max",30369,"Illegal user","sshd",0,"EB","S138","E_2"
1107213106,"combo",9211141089073,"emily",30371,"Illegal user","sshd",0,"EB","S138","E_2"
1107213107,"combo",9211141089073,"nicholas",30373,"Illegal user","sshd",0,"EB","S138","E_2"
1107213109,"combo",9211141089073,"eric",30375,"Illegal user","sshd",0,"EB","S138","E_2"
1107213110,"combo",9211141089073,"robin",30377,"Illegal user","sshd",0,"EB","S138","E_2"
1107213111,"combo",9211141089073,"joe",30379,"Illegal user","sshd",0,"EB","S138","E_2"
1107213112,"combo",9211141089073,"johnny",30381,"Illegal user","sshd",0,"EB","S138","E_2"
1107213114,"combo",9211141089073,"tom",30383,"Illegal user","sshd",0,"EB","S138","E_2"
1107213116,"combo",9211141089073,"lucy",30385,"Illegal user","sshd",0,"EB","S138","E_2"
1107213117,"combo",9211141089073,"billy",30387,"Illegal user","sshd",0,"EB","S138","E_2"
1107213119,"combo",9211141089073,"maria",30389,"Illegal user","sshd",0,"EB","S138","E_2"
1107213120,"combo",9211141089073,"buddy",30391,"Illegal user","sshd",0,"EB","S138","E_2"
1107213122,"combo",9211141089073,"rose",30397,"Illegal user","sshd",0,"EB","S138","E_2"
1107213123,"combo",9211141089073,"jeremy",30399,"Illegal user","sshd",0,"EB","S138","E_2"
1107213126,"combo",9211141089073,"vampire",30401,"Illegal user","sshd",0,"EB","S138","E_2"
1107213129,"combo",9211141089073,"betty",30405,"Illegal user","sshd",0,"EB","S138","E_2"
1107213132,"combo",9211141089073,"max",30407,"Illegal user","sshd",0,"EB","S138","E_2"
1107213135,"combo",9211141089073,"nicholas",30409,"Illegal user","sshd",0,"EB","S138","E_2"
1107213138,"combo",9211141089073,"robin",30411,"Illegal user","sshd",0,"EB","S138","E_2"
1107213138,"combo",9211141089073,"mail",30403,"Failed password","sshd",41331,"EC","S138","E_3"
1107213141,"combo",9211141089073,"johnny",30413,"Illegal user","sshd",0,"EB","S138","E_2"
1107213143,"combo",9211141089073,"lucy",30415,"Illegal user","sshd",0,"EB","S138","E_2"
1107213146,"combo",9211141089073,"maria",30417,"Illegal user","sshd",0,"EB","S138","E_2"
1107213150,"combo",9211141089073,"rose",30419,"Illegal user","sshd",0,"EB","S138","E_2"
1107213163,"combo",9211141089073,"mail",30421,"Failed password","sshd",41060,"EC","S138","E_3"
1107253590,"combo",9067108093195,"test",31788,"Accepted password","sshd",48542,"EA","S492","E_0"
1107253590,"combo",9067108093195,"test",31786,"Accepted password","sshd",48532,"EA","S492","E_0"
1107253590,"combo",9067108093195,"test",31790,"Accepted password","sshd",48569,"EA","S492","E_0"
1107253590,"combo",9067108093195,"test",31792,"Accepted password","sshd",48573,"EA","S492","E_0"
1107253590,"combo",9067108093195,"test",31793,"Accepted password","sshd",48574,"EA","S492","E_0"
1107253590,"combo",9067108093195,"test",31795,"Accepted password","sshd",48576,"EA","S492","E_0"
1107253590,"combo",9067108093195,"test",31797,"Accepted password","sshd",48578,"EA","S492","E_0"
1107253591,"combo",9067108093195,"test",31800,"Accepted password","sshd",48586,"EA","S492","E_0"
1107253591,"combo",9067108093195,"test",31801,"Accepted password","sshd",48589,"EA","S492","E_0"
1107253591,"combo",9067108093195,"test",31804,"Accepted password","sshd",48601,"EA","S492","E_0"
1107275261,"combo",9208029180003,"-",32568,"Did not receive identification string","sshd",0,"ED","S109","E_1"
1107275261,"combo",9208029180003,"-",32569,"Did not receive identification string","sshd",0,"ED","S109","E_1"
1107275261,"combo",9208029180003,"-",32570,"Did not receive identification string","sshd",0,"ED","S109","E_1"
1107275261,"combo",9208029180003,"-",32571,"Did not receive identification string","sshd",0,"ED","S109","E_1"
1107275261,"combo",9208029180003,"-",32572,"Did not receive identification string","sshd",0,"ED","S109","E_1"
1107275261,"combo",9208029180003,"-",32573,"Did not receive identification string","sshd",0,"ED","S109","E_1"
1107275261,"combo",9208029180003,"-",32567,"Did not receive identification string","sshd",0,"ED","S109","E_1"
1107275261,"combo",9208029180003,"-",32574,"Did not receive identification string","sshd",0,"ED","S109","E_1"
1107275261,"combo",9208029180003,"-",32575,"Did not receive identification string","sshd",0,"ED","S109","E_1"
1107275261,"combo",9208029180003,"-",32576,"Did not receive identification string","sshd",0,"ED","S109","E_1"
1107275261,"combo",9208029180003,"-",32577,"Did not receive identification string","sshd",0,"ED","S109","E_1"
1107275261,"combo",9208029180003,"-",32578,"Did not receive identification string","sshd",0,"ED","S109","E_1"
1107275261,"combo",9208029180003,"-",32579,"Did not receive identification string","sshd",0,"ED","S109","E_1"
1107275261,"combo",9208029180003,"-",32580,"Did not receive identification string","sshd",0,"ED","S109","E_1"
1107275261,"combo",9208029180003,"-",32581,"Did not receive identification string","sshd",0,"ED","S109","E_1"
1107275262,"combo",9208029180003,"-",32582,"Did not receive identification string","sshd",0,"ED","S109","E_1"
1107275262,"combo",9208029180003,"-",32583,"Did not receive identification string","sshd",0,"ED","S109","E_1"
1107275262,"combo",9208029180003,"-",32584,"Did not receive identification string","sshd",0,"ED","S109","E_1"
1107275262,"combo",9208029180003,"-",32585,"Did not receive identification string","sshd",0,"ED","S109","E_1"
1107275262,"combo",9208029180003,"-",32586,"Did not receive identification string","sshd",0,"ED","S109","E_1"
1107275262,"combo",9208029180003,"-",32587,"Did not receive identification string","sshd",0,"ED","S109","E_1"
1107275262,"combo",9208029180003,"-",32588,"Did not receive identification string","sshd",0,"ED","S109","E_1"
1107275262,"combo",9208029180003,"-",32589,"Did not receive identification string","sshd",0,"ED","S109","E_1"
1107275858,"combo",9208029180003,"nobody",32603,"Failed password","sshd",58324,"EC","S109","E_3"
1107275858,"combo",9208029180003,"nobody",32601,"Failed password","sshd",58311,"EC","S109","E_3"
