Date~,Time~,Logging_device~,Logging_Daemon,PID~,Operation,User,Source$,Port~,label_event_type~,label_IPpair_ID~
"2005-01-31","19:59:14","combo","sshd",29841,"Illegal user","michael","210.99.250.240",0,"EB","S135"
"2005-01-31","19:59:15","combo","sshd",29844,"Illegal user","nicole","210.99.250.240",0,"EB","S135"
"2005-01-31","19:59:16","combo","sshd",29846,"Illegal user","nicole","210.99.250.240",0,"EB","S135"
"2005-01-31","19:59:17","combo","sshd",29847,"Illegal user","nicole","210.99.250.240",0,"EB","S135"
"2005-01-31","19:59:18","combo","sshd",29850,"Illegal user","daniel","210.99.250.240",0,"EB","S135"
"2005-01-31","19:59:20","combo","sshd",29852,"Illegal user","andrew","210.99.250.240",0,"EB","S135"
"2005-01-31","19:59:22","combo","sshd",29854,"Illegal user","jordan","210.99.250.240",0,"EB","S135"
"2005-01-31","19:59:22","combo","sshd",29856,"Illegal user","jordan","210.99.250.240",0,"EB","S135"
"2005-01-31","19:59:24","combo","sshd",29858,"Illegal user","jordan","210.99.250.240",0,"EB","S135"
"2005-01-31","19:59:24","combo","sshd",29860,"Illegal user","michael","210.99.250.240",0,"EB","S135"
"2005-01-31","19:59:25","combo","sshd",29861,"Illegal user","jordan","210.99.250.240",0,"EB","S135"
"2005-01-31","19:59:25","combo","sshd",29864,"Illegal user","jordan","210.99.250.240",0,"EB","S135"
"2005-01-31","19:59:27","combo","sshd",29866,"Illegal user","nicole","210.99.250.240",0,"EB","S135"
"2005-01-31","19:59:27","combo","sshd",29867,"Illegal user","jordan","210.99.250.240",0,"EB","S135"
"2005-01-31","19:59:28","combo","sshd",29870,"Illegal user","michael","210.99.250.240",0,"EB","S135"
"2005-01-31","22:56:20","combo","sshd",30133,"Did not receive identification string","-","211.141.89.73",0,"ED","S138"
"2005-01-31","22:56:20","combo","sshd",30131,"Did not receive identification string","-","211.141.89.73",0,"ED","S138"
"2005-01-31","22:56:20","combo","sshd",30132,"Did not receive identification string","-","211.141.89.73",0,"ED","S138"
"2005-01-31","22:56:20","combo","sshd",30134,"Did not receive identification string","-","211.141.89.73",0,"ED","S138"
"2005-01-31","22:56:20","combo","sshd",30135,"Did not receive identification string","-","211.141.89.73",0,"ED","S138"
"2005-01-31","22:56:20","combo","sshd",30139,"Did not receive identification string","-","211.141.89.73",0,"ED","S138"
"2005-01-31","22:56:20","combo","sshd",30137,"Did not receive identification string","-","211.141.89.73",0,"ED","S138"
"2005-01-31","22:56:20","combo","sshd",30136,"Did not receive identification string","-","211.141.89.73",0,"ED","S138"
"2005-01-31","22:56:20","combo","sshd",30138,"Did not receive identification string","-","211.141.89.73",0,"ED","S138"
"2005-01-31","22:56:20","combo","sshd",30140,"Did not receive identification string","-","211.141.89.73",0,"ED","S138"
"2005-01-31","23:09:24","combo","sshd",30159,"Illegal user","jordan","211.141.89.73",0,"EB","S138"
"2005-01-31","23:09:24","combo","sshd",30160,"Illegal user","jordan","211.141.89.73",0,"EB","S138"
"2005-01-31","23:09:26","combo","sshd",30163,"Illegal user","michael","211.141.89.73",0,"EB","S138"
"2005-01-31","23:09:26","combo","sshd",30164,"Illegal user","michael","211.141.89.73",0,"EB","S138"
"2005-01-31","23:09:29","combo","sshd",30167,"Illegal user","nicole","211.141.89.73",0,"EB","S138"
"2005-01-31","23:09:29","combo","sshd",30168,"Illegal user","nicole","211.141.89.73",0,"EB","S138"
"2005-01-31","23:09:32","combo","sshd",30171,"Illegal user","daniel","211.141.89.73",0,"EB","S138"
"2005-01-31","23:09:32","combo","sshd",30172,"Illegal user","daniel","211.141.89.73",0,"EB","S138"
"2005-01-31","23:09:35","combo","sshd",30175,"Illegal user","andrew","211.141.89.73",0,"EB","S138"
"2005-01-31","23:09:35","combo","sshd",30176,"Illegal user","andrew","211.141.89.73",0,"EB","S138"
"2005-01-31","23:09:38","combo","sshd",30179,"Illegal user","magic","211.141.89.73",0,"EB","S138"
"2005-01-31","23:09:38","combo","sshd",30180,"Illegal user","magic","211.141.89.73",0,"EB","S138"
"2005-01-31","23:09:40","combo","sshd",30183,"Illegal user","lion","211.141.89.73",0,"EB","S138"
"2005-01-31","23:09:40","combo","sshd",30184,"Illegal user","lion","211.141.89.73",0,"EB","S138"
"2005-01-31","23:09:43","combo","sshd",30187,"Illegal user","david","211.141.89.73",0,"EB","S138"
"2005-01-31","23:09:43","combo","sshd",30188,"Illegal user","david","211.141.89.73",0,"EB","S138"
"2005-01-31","23:09:45","combo","sshd",30191,"Illegal user","jordan","211.141.89.73",0,"EB","S138"
"2005-01-31","23:09:46","combo","sshd",30194,"Illegal user","jason","211.141.89.73",0,"EB","S138"
"2005-01-31","23:09:46","combo","sshd",30193,"Illegal user","jason","211.141.89.73",0,"EB","S138"
"2005-01-31","23:09:48","combo","sshd",30197,"Illegal user","michael","211.141.89.73",0,"EB","S138"
"2005-01-31","23:09:49","combo","sshd",30199,"Illegal user","carmen","211.141.89.73",0,"EB","S138"
"2005-01-31","23:09:49","combo","sshd",30200,"Illegal user","carmen","211.141.89.73",0,"EB","S138"
"2005-01-31","23:09:51","combo","sshd",30203,"Illegal user","nicole","211.141.89.73",0,"EB","S138"
"2005-01-31","23:09:52","combo","sshd",30205,"Illegal user","justin","211.141.89.73",0,"EB","S138"
"2005-01-31","23:09:54","combo","sshd",30207,"Illegal user","daniel","211.141.89.73",0,"EB","S138"
"2005-01-31","23:09:55","combo","sshd",30209,"Illegal user","charlie","211.141.89.73",0,"EB","S138"
"2005-01-31","23:09:57","combo","sshd",30211,"Illegal user","andrew","211.141.89.73",0,"EB","S138"
"2005-01-31","23:09:58","combo","sshd",30213,"Illegal user","steven","211.141.89.73",0,"EB","S138"
"2005-01-31","23:09:59","combo","sshd",30215,"Illegal user","magic","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:01","combo","sshd",30217,"Illegal user","brandon","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:02","combo","sshd",30220,"Illegal user","jordan","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:02","combo","sshd",30221,"Illegal user","jordan","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:03","combo","sshd",30219,"Illegal user","lion","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:04","combo","sshd",30225,"Illegal user","brian","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:05","combo","sshd",30227,"Illegal user","michael","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:06","combo","sshd",30229,"Illegal user","david","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:08","combo","sshd",30231,"Illegal user","nicole","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:09","combo","sshd",30233,"Illegal user","jason","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:11","combo","sshd",30235,"Illegal user","daniel","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:12","combo","sshd",30237,"Illegal user","carmen","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:13","combo","sshd",30243,"Illegal user","andrew","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:15","combo","sshd",30239,"Illegal user","jordan","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:15","combo","sshd",30240,"Illegal user","jordan","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:15","combo","sshd",30245,"Illegal user","justin","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:16","combo","sshd",30247,"Illegal user","magic","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:17","combo","sshd",30249,"Illegal user","michael","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:19","combo","sshd",30251,"Illegal user","lion","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:20","combo","sshd",30253,"Illegal user","jordan","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:23","combo","sshd",30255,"Illegal user","michael","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:23","combo","sshd",30257,"Illegal user","jordan","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:25","combo","sshd",30259,"Illegal user","nicole","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:26","combo","sshd",30261,"Illegal user","michael","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:27","combo","sshd",30263,"Illegal user","david","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:28","combo","sshd",30265,"Illegal user","daniel","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:29","combo","sshd",30267,"Illegal user","nicole","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:30","combo","sshd",30269,"Illegal user","jordan","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:30","combo","sshd",30270,"Illegal user","jason","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:31","combo","sshd",30273,"Illegal user","andrew","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:34","combo","sshd",30275,"Illegal user","magic","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:36","combo","sshd",30277,"Illegal user","jordan","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:36","combo","sshd",30278,"Illegal user","jordan","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:37","combo","sshd",30282,"Illegal user","jordan","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:38","combo","sshd",30281,"Illegal user","lion","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:39","combo","sshd",30285,"Illegal user","michael","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:41","combo","sshd",30288,"Illegal user","david","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:41","combo","sshd",30289,"Illegal user","nicole","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:42","combo","sshd",30287,"Illegal user","michael","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:44","combo","sshd",30293,"Illegal user","jason","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:45","combo","sshd",30295,"Illegal user","nicole","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:46","combo","sshd",30297,"Illegal user","jordan","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:48","combo","sshd",30299,"Illegal user","carmen","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:49","combo","sshd",30301,"Illegal user","michael","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:51","combo","sshd",30303,"Illegal user","justin","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:53","combo","sshd",30305,"Illegal user","charlie","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:55","combo","sshd",30307,"Illegal user","nicole","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:56","combo","sshd",30309,"Illegal user","steven","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:58","combo","sshd",30311,"Illegal user","daniel","211.141.89.73",0,"EB","S138"
"2005-01-31","23:10:59","combo","sshd",30313,"Illegal user","brandon","211.141.89.73",0,"EB","S138"
"2005-01-31","23:11:01","combo","sshd",30315,"Illegal user","andrew","211.141.89.73",0,"EB","S138"
"2005-01-31","23:11:02","combo","sshd",30317,"Illegal user","brian","211.141.89.73",0,"EB","S138"
"2005-01-31","23:11:05","combo","sshd",30319,"Illegal user","stephen","211.141.89.73",0,"EB","S138"
"2005-01-31","23:11:07","combo","sshd",30321,"Illegal user","william","211.141.89.73",0,"EB","S138"
"2005-01-31","23:11:09","combo","sshd",30323,"Illegal user","magic","211.141.89.73",0,"EB","S138"
"2005-01-31","23:11:11","combo","sshd",30325,"Illegal user","angel","211.141.89.73",0,"EB","S138"
"2005-01-31","23:11:12","combo","sshd",30327,"Illegal user","lion","211.141.89.73",0,"EB","S138"
"2005-01-31","23:11:14","combo","sshd",30329,"Illegal user","emily","211.141.89.73",0,"EB","S138"
"2005-01-31","23:11:15","combo","sshd",30331,"Illegal user","david","211.141.89.73",0,"EB","S138"
"2005-01-31","23:11:17","combo","sshd",30333,"Illegal user","eric","211.141.89.73",0,"EB","S138"
"2005-01-31","23:11:18","combo","sshd",30335,"Illegal user","jason","211.141.89.73",0,"EB","S138"
"2005-01-31","23:11:20","combo","sshd",30337,"Illegal user","joe","211.141.89.73",0,"EB","S138"
"2005-01-31","23:11:21","combo","sshd",30339,"Illegal user","carmen","211.141.89.73",0,"EB","S138"
"2005-01-31","23:11:22","combo","sshd",30341,"Illegal user","tom","211.141.89.73",0,"EB","S138"
"2005-01-31","23:11:23","combo","sshd",30343,"Illegal user","justin","211.141.89.73",0,"EB","S138"
"2005-01-31","23:11:26","combo","sshd",30345,"Illegal user","billy","211.141.89.73",0,"EB","S138"
"2005-01-31","23:11:26","combo","sshd",30347,"Illegal user","charlie","211.141.89.73",0,"EB","S138"
"2005-01-31","23:11:29","combo","sshd",30349,"Illegal user","buddy","211.141.89.73",0,"EB","S138"
"2005-01-31","23:11:29","combo","sshd",30350,"Illegal user","steven","211.141.89.73",0,"EB","S138"
"2005-01-31","23:11:32","combo","sshd",30353,"Illegal user","brandon","211.141.89.73",0,"EB","S138"
"2005-01-31","23:11:35","combo","sshd",30355,"Illegal user","brian","211.141.89.73",0,"EB","S138"
"2005-01-31","23:11:35","combo","sshd",30356,"Illegal user","jeremy","211.141.89.73",0,"EB","S138"
"2005-01-31","23:11:37","combo","sshd",30359,"Illegal user","vampire","211.141.89.73",0,"EB","S138"
"2005-01-31","23:11:37","combo","sshd",30360,"Illegal user","stephen","211.141.89.73",0,"EB","S138"
"2005-01-31","23:11:40","combo","sshd",30364,"Illegal user","william","211.141.89.73",0,"EB","S138"
"2005-01-31","23:11:41","combo","sshd",30363,"Illegal user","betty","211.141.89.73",0,"EB","S138"
"2005-01-31","23:11:43","combo","sshd",30367,"Illegal user","angel","211.141.89.73",0,"EB","S138"
"2005-01-31","23:11:44","combo","sshd",30369,"Illegal user","max","211.141.89.73",0,"EB","S138"
"2005-01-31","23:11:46","combo","sshd",30371,"Illegal user","emily","211.141.89.73",0,"EB","S138"
"2005-01-31","23:11:47","combo","sshd",30373,"Illegal user","nicholas","211.141.89.73",0,"EB","S138"
"2005-01-31","23:11:49","combo","sshd",30375,"Illegal user","eric","211.141.89.73",0,"EB","S138"
"2005-01-31","23:11:50","combo","sshd",30377,"Illegal user","robin","211.141.89.73",0,"EB","S138"
"2005-01-31","23:11:51","combo","sshd",30379,"Illegal user","joe","211.141.89.73",0,"EB","S138"
"2005-01-31","23:11:52","combo","sshd",30381,"Illegal user","johnny","211.141.89.73",0,"EB","S138"
"2005-01-31","23:11:54","combo","sshd",30383,"Illegal user","tom","211.141.89.73",0,"EB","S138"
"2005-01-31","23:11:56","combo","sshd",30385,"Illegal user","lucy","211.141.89.73",0,"EB","S138"
"2005-01-31","23:11:57","combo","sshd",30387,"Illegal user","billy","211.141.89.73",0,"EB","S138"
"2005-01-31","23:11:59","combo","sshd",30389,"Illegal user","maria","211.141.89.73",0,"EB","S138"
"2005-01-31","23:12:00","combo","sshd",30391,"Illegal user","buddy","211.141.89.73",0,"EB","S138"
"2005-01-31","23:12:02","combo","sshd",30397,"Illegal user","rose","211.141.89.73",0,"EB","S138"
"2005-01-31","23:12:03","combo","sshd",30399,"Illegal user","jeremy","211.141.89.73",0,"EB","S138"
"2005-01-31","23:12:06","combo","sshd",30401,"Illegal user","vampire","211.141.89.73",0,"EB","S138"
"2005-01-31","23:12:09","combo","sshd",30405,"Illegal user","betty","211.141.89.73",0,"EB","S138"
"2005-01-31","23:12:12","combo","sshd",30407,"Illegal user","max","211.141.89.73",0,"EB","S138"
"2005-01-31","23:12:15","combo","sshd",30409,"Illegal user","nicholas","211.141.89.73",0,"EB","S138"
"2005-01-31","23:12:18","combo","sshd",30411,"Illegal user","robin","211.141.89.73",0,"EB","S138"
"2005-01-31","23:12:18","combo","sshd",30403,"Failed password","mail","211.141.89.73",41331,"EC","S138"
"2005-01-31","23:12:21","combo","sshd",30413,"Illegal user","johnny","211.141.89.73",0,"EB","S138"
"2005-01-31","23:12:23","combo","sshd",30415,"Illegal user","lucy","211.141.89.73",0,"EB","S138"
"2005-01-31","23:12:26","combo","sshd",30417,"Illegal user","maria","211.141.89.73",0,"EB","S138"
"2005-01-31","23:12:30","combo","sshd",30419,"Illegal user","rose","211.141.89.73",0,"EB","S138"
"2005-01-31","23:12:43","combo","sshd",30421,"Failed password","mail","211.141.89.73",41060,"EC","S138"
"2005-02-01","10:26:30","combo","sshd",31788,"Accepted password","test","67.108.93.195",48542,"EA","S492"
"2005-02-01","10:26:30","combo","sshd",31786,"Accepted password","test","67.108.93.195",48532,"EA","S492"
"2005-02-01","10:26:30","combo","sshd",31790,"Accepted password","test","67.108.93.195",48569,"EA","S492"
"2005-02-01","10:26:30","combo","sshd",31792,"Accepted password","test","67.108.93.195",48573,"EA","S492"
"2005-02-01","10:26:30","combo","sshd",31793,"Accepted password","test","67.108.93.195",48574,"EA","S492"
"2005-02-01","10:26:30","combo","sshd",31795,"Accepted password","test","67.108.93.195",48576,"EA","S492"
"2005-02-01","10:26:30","combo","sshd",31797,"Accepted password","test","67.108.93.195",48578,"EA","S492"
"2005-02-01","10:26:31","combo","sshd",31800,"Accepted password","test","67.108.93.195",48586,"EA","S492"
"2005-02-01","10:26:31","combo","sshd",31801,"Accepted password","test","67.108.93.195",48589,"EA","S492"
"2005-02-01","10:26:31","combo","sshd",31804,"Accepted password","test","67.108.93.195",48601,"EA","S492"
"2005-02-01","16:27:41","combo","sshd",32568,"Did not receive identification string","-","208.29.180.3",0,"ED","S109"
"2005-02-01","16:27:41","combo","sshd",32569,"Did not receive identification string","-","208.29.180.3",0,"ED","S109"
"2005-02-01","16:27:41","combo","sshd",32570,"Did not receive identification string","-","208.29.180.3",0,"ED","S109"
"2005-02-01","16:27:41","combo","sshd",32571,"Did not receive identification string","-","208.29.180.3",0,"ED","S109"
"2005-02-01","16:27:41","combo","sshd",32572,"Did not receive identification string","-","208.29.180.3",0,"ED","S109"
"2005-02-01","16:27:41","combo","sshd",32573,"Did not receive identification string","-","208.29.180.3",0,"ED","S109"
"2005-02-01","16:27:41","combo","sshd",32567,"Did not receive identification string","-","208.29.180.3",0,"ED","S109"
"2005-02-01","16:27:41","combo","sshd",32574,"Did not receive identification string","-","208.29.180.3",0,"ED","S109"
"2005-02-01","16:27:41","combo","sshd",32575,"Did not receive identification string","-","208.29.180.3",0,"ED","S109"
"2005-02-01","16:27:41","combo","sshd",32576,"Did not receive identification string","-","208.29.180.3",0,"ED","S109"
"2005-02-01","16:27:41","combo","sshd",32577,"Did not receive identification string","-","208.29.180.3",0,"ED","S109"
"2005-02-01","16:27:41","combo","sshd",32578,"Did not receive identification string","-","208.29.180.3",0,"ED","S109"
"2005-02-01","16:27:41","combo","sshd",32579,"Did not receive identification string","-","208.29.180.3",0,"ED","S109"
"2005-02-01","16:27:41","combo","sshd",32580,"Did not receive identification string","-","208.29.180.3",0,"ED","S109"
"2005-02-01","16:27:41","combo","sshd",32581,"Did not receive identification string","-","208.29.180.3",0,"ED","S109"
"2005-02-01","16:27:42","combo","sshd",32582,"Did not receive identification string","-","208.29.180.3",0,"ED","S109"
"2005-02-01","16:27:42","combo","sshd",32583,"Did not receive identification string","-","208.29.180.3",0,"ED","S109"
"2005-02-01","16:27:42","combo","sshd",32584,"Did not receive identification string","-","208.29.180.3",0,"ED","S109"
"2005-02-01","16:27:42","combo","sshd",32585,"Did not receive identification string","-","208.29.180.3",0,"ED","S109"
"2005-02-01","16:27:42","combo","sshd",32586,"Did not receive identification string","-","208.29.180.3",0,"ED","S109"
"2005-02-01","16:27:42","combo","sshd",32587,"Did not receive identification string","-","208.29.180.3",0,"ED","S109"
"2005-02-01","16:27:42","combo","sshd",32588,"Did not receive identification string","-","208.29.180.3",0,"ED","S109"
"2005-02-01","16:27:42","combo","sshd",32589,"Did not receive identification string","-","208.29.180.3",0,"ED","S109"
"2005-02-01","16:37:38","combo","sshd",32603,"Failed password","nobody","208.29.180.3",58324,"EC","S109"
"2005-02-01","16:37:38","combo","sshd",32601,"Failed password","nobody","208.29.180.3",58311,"EC","S109"
"2005-02-01","16:37:38","combo","sshd",32605,"Failed password","nobody","208.29.180.3",58741,"EC","S109"
"2005-02-01","16:37:40","combo","sshd",32607,"Failed password","nobody","208.29.180.3",58809,"EC","S109"
"2005-02-01","16:37:40","combo","sshd",32609,"Failed password","nobody","208.29.180.3",58815,"EC","S109"
"2005-02-01","16:37:41","combo","sshd",32612,"Failed password","nobody","208.29.180.3",58930,"EC","S109"
"2005-02-01","16:37:41","combo","sshd",32611,"Failed password","nobody","208.29.180.3",58929,"EC","S109"
"2005-02-01","16:37:41","combo","sshd",32613,"Failed password","nobody","208.29.180.3",58931,"EC","S109"
"2005-02-01","16:37:41","combo","sshd",32614,"Failed password","nobody","208.29.180.3",58932,"EC","S109"
"2005-02-01","16:37:42","combo","sshd",32619,"Failed password","nobody","208.29.180.3",59050,"EC","S109"
"2005-02-02","05:57:05","combo","sshd",1247,"Failed password","root","222.237.79.237",60046,"EC","S313"
"2005-02-02","05:57:06","combo","sshd",1249,"Failed password","root","222.237.79.237",60075,"EC","S313"
"2005-02-02","05:57:07","combo","sshd",1251,"Failed password","root","222.237.79.237",60117,"EC","S313"
"2005-02-02","05:57:07","combo","sshd",1253,"Failed password","root","222.237.79.237",60153,"EC","S313"
"2005-02-02","05:57:08","combo","sshd",1256,"Failed password","root","222.237.79.237",60179,"EC","S313"
"2005-02-02","05:57:08","combo","sshd",1255,"Failed password","root","222.237.79.237",60178,"EC","S313"
