Date~,Time~,Type,ClientIP$,Reason_Phrase,Message@,label_event_type~,label_IPpair_ID~
"2005-01-31","00:30:24","error","67.181.19.171","File does not exist","/var/www/html/d","B01","S506"
"2005-01-31","00:30:24","error","67.181.19.171","File does not exist","/var/www/html/scripts","B01","S506"
"2005-01-31","00:30:24","error","67.181.19.171","File does not exist","/var/www/html/_vti_bin","B01","S506"
"2005-01-31","00:30:24","error","67.181.19.171","File does not exist","/var/www/html/_mem_bin","B01","S506"
"2005-01-31","00:30:25","error","67.181.19.171","File does not exist","/var/www/html/msadc","B01","S506"
"2005-01-31","00:30:25","error","67.181.19.171","File does not exist","/var/www/html/scripts","B01","S506"
"2005-01-31","00:30:25","error","67.181.19.171","File does not exist","/var/www/html/scripts","B01","S506"
"2005-01-31","00:30:26","error","67.181.19.171","File does not exist","/var/www/html/scripts","B01","S506"
"2005-01-31","00:30:26","error","67.181.19.171","File does not exist","/var/www/html/scripts","B01","S506"
"2005-01-31","00:30:27","error","67.181.19.171","File does not exist","/var/www/html/scripts","B01","S506"
"2005-01-31","01:14:32","error","211.22.73.68","File does not exist","/var/www/html/sumthin","B01","S151"
"2005-01-31","01:14:32","error","211.22.73.68","File does not exist","/var/www/html/sumthin","B01","S151"
"2005-01-31","01:14:36","error","211.22.73.68","File does not exist","/var/www/html/sumthin","B01","S151"
"2005-01-31","01:14:36","error","211.22.73.68","File does not exist","/var/www/html/sumthin","B01","S151"
"2005-01-31","01:14:36","error","211.22.73.68","File does not exist","/var/www/html/sumthin","B01","S151"
"2005-01-31","01:14:40","error","211.22.73.68","File does not exist","/var/www/html/sumthin","B01","S151"
"2005-01-31","02:05:40","error","211.22.102.234","Directory index forbidden by rule","/var/www/html/","B02","S150"
"2005-01-31","02:18:39","error","65.202.15.194","File does not exist","/var/www/html/default.ida","B01","S460"
"2005-01-31","03:26:15","error","61.10.7.127","Directory index forbidden by rule","/var/www/html/","B02","S362"
"2005-01-31","03:58:18","error","218.28.40.100","File does not exist","/var/www/html/scripts","B01","S207"
"2005-01-31","03:58:20","error","218.28.40.100","File does not exist","/var/www/html/MSADC","B01","S207"
"2005-01-31","03:58:23","error","218.28.40.100","File does not exist","/var/www/html/c","B01","S207"
"2005-01-31","03:58:25","error","218.28.40.100","File does not exist","/var/www/html/d","B01","S207"
"2005-01-31","03:58:28","error","218.28.40.100","File does not exist","/var/www/html/scripts","B01","S207"
"2005-01-31","03:58:30","error","218.28.40.100","File does not exist","/var/www/html/_vti_bin","B01","S207"
"2005-01-31","03:58:36","error","218.28.40.100","File does not exist","/var/www/html/_mem_bin","B01","S207"
"2005-01-31","03:58:41","error","218.28.40.100","File does not exist","/var/www/html/msadc","B01","S207"
"2005-01-31","05:19:36","error","61.183.208.219","Directory index forbidden by rule","/var/www/html/","B02","S399"
"2005-01-31","06:20:44","error","210.22.146.234","Directory index forbidden by rule","/var/www/html/","B02","S128"
"2005-01-31","07:48:45","error","68.214.68.216","Directory index forbidden by rule","/var/www/html/","B02","S520"
"2005-01-31","08:29:24","error","68.214.68.216","Directory index forbidden by rule","/var/www/html/","B02","S520"
"2005-01-31","09:54:08","error","65.122.119.10","Directory index forbidden by rule","/var/www/html/","B02","S454"
"2005-01-31","13:39:22","error","222.166.160.129","Directory index forbidden by rule","/var/www/html/","B02","S291"
"2005-01-31","19:00:01","error","66.255.109.222","Directory index forbidden by rule","/var/www/html/","B02","S481"
"2005-01-31","19:28:04","error","199.63.0.1","Directory index forbidden by rule","/var/www/html/","B02","S60"
"2005-01-31","21:34:52","error","24.94.203.115","Directory index forbidden by rule","/var/www/html/","B02","S344"
"2005-01-31","22:19:49","error","221.79.146.7","Directory index forbidden by rule","/var/www/html/","B02","S286"
"2005-01-31","23:15:20","error","70.48.9.26","Directory index forbidden by rule","/var/www/html/","B02","S561"
"2005-01-31","23:19:47","error","222.166.160.87","Directory index forbidden by rule","/var/www/html/","B02","S311"
"2005-01-31","23:20:53","error","70.183.86.76","Directory index forbidden by rule","/var/www/html/","B02","S560"
"2005-02-01","04:40:59","error","62.177.153.106","Directory index forbidden by rule","/var/www/html/","B02","S420"
"2005-02-01","08:24:16","error","218.22.120.198","Directory index forbidden by rule","/var/www/html/","B02","S195"
"2005-02-01","08:54:07","error","65.117.45.251","File does not exist","/var/www/html/_vti_bin","B01","S453"
"2005-02-01","08:54:07","error","65.117.45.251","File does not exist","/var/www/html/_vti_bin","B01","S453"
"2005-02-01","08:54:07","error","65.117.45.251","File does not exist","/var/www/html/_vti_bin","B01","S453"
"2005-02-01","08:54:07","error","65.117.45.251","File does not exist","/var/www/html/_vti_bin","B01","S453"
"2005-02-01","08:54:07","error","65.117.45.251","File does not exist","/var/www/html/_vti_bin","B01","S453"
"2005-02-01","08:54:07","error","65.117.45.251","File does not exist","/var/www/html/_vti_bin","B01","S453"
"2005-02-01","08:54:07","error","65.117.45.251","File does not exist","/var/www/html/_vti_bin","B01","S453"
"2005-02-01","08:54:07","error","65.117.45.251","File does not exist","/var/www/html/_vti_bin","B01","S453"
"2005-02-01","08:54:07","error","65.117.45.251","File does not exist","/var/www/html/_vti_bin","B01","S453"
"2005-02-01","08:54:07","error","65.117.45.251","File does not exist","/var/www/html/_vti_bin","B01","S453"
"2005-02-01","08:54:07","error","65.117.45.251","File does not exist","/var/www/html/_vti_bin","B01","S453"
"2005-02-01","08:54:07","error","65.117.45.251","File does not exist","/var/www/html/_vti_bin","B01","S453"
"2005-02-01","08:54:07","error","65.117.45.251","File does not exist","/var/www/html/_vti_bin","B01","S453"
"2005-02-01","08:54:07","error","65.117.45.251","File does not exist","/var/www/html/_vti_bin","B01","S453"
"2005-02-01","08:54:07","error","65.117.45.251","File does not exist","/var/www/html/_vti_bin","B01","S453"
"2005-02-01","08:54:07","error","65.117.45.251","File does not exist","/var/www/html/_vti_bin","B01","S453"
"2005-02-01","08:54:07","error","65.117.45.251","File does not exist","/var/www/html/_vti_bin","B01","S453"
"2005-02-01","08:54:11","error","65.117.45.251","File does not exist","/var/www/html/_vti_bin","B01","S453"
"2005-02-01","08:54:11","error","65.117.45.251","File does not exist","/var/www/html/_vti_bin","B01","S453"
"2005-02-01","08:54:11","error","65.117.45.251","File does not exist","/var/www/html/_vti_bin","B01","S453"
"2005-02-01","08:54:11","error","65.117.45.251","File does not exist","/var/www/html/_vti_bin","B01","S453"
"2005-02-01","08:54:11","error","65.117.45.251","File does not exist","/var/www/html/_vti_bin","B01","S453"
"2005-02-01","08:54:11","error","65.117.45.251","File does not exist","/var/www/html/_vti_bin","B01","S453"
"2005-02-01","09:14:51","error","222.83.129.198","Directory index forbidden by rule","/var/www/html/","B02","S316"
"2005-02-01","11:29:32","error","216.70.251.2","Directory index forbidden by rule","/var/www/html/","B02","S171"
"2005-02-01","12:07:54","error","68.223.144.102","Directory index forbidden by rule","/var/www/html/","B02","S522"
"2005-02-01","13:33:10","error","221.184.100.13","File does not exist","/var/www/html/scripts","B01","S276"
"2005-02-01","13:33:10","error","221.184.100.13","File does not exist","/var/www/html/MSADC","B01","S276"
"2005-02-01","13:33:11","error","221.184.100.13","File does not exist","/var/www/html/c","B01","S276"
"2005-02-01","13:33:12","error","221.184.100.13","File does not exist","/var/www/html/d","B01","S276"
"2005-02-01","13:33:12","error","221.184.100.13","File does not exist","/var/www/html/scripts","B01","S276"
"2005-02-01","13:33:16","error","221.184.100.13","File does not exist","/var/www/html/_vti_bin","B01","S276"
"2005-02-01","13:33:16","error","221.184.100.13","File does not exist","/var/www/html/_mem_bin","B01","S276"
"2005-02-01","13:33:17","error","221.184.100.13","File does not exist","/var/www/html/msadc","B01","S276"
"2005-02-01","13:33:17","error","221.184.100.13","File does not exist","/var/www/html/scripts","B01","S276"
"2005-02-01","13:33:18","error","221.184.100.13","File does not exist","/var/www/html/scripts","B01","S276"
"2005-02-01","13:33:19","error","221.184.100.13","File does not exist","/var/www/html/scripts","B01","S276"
"2005-02-01","13:33:21","error","221.184.100.13","File does not exist","/var/www/html/scripts","B01","S276"
"2005-02-01","13:33:21","error","221.184.100.13","File does not exist","/var/www/html/scripts","B01","S276"
"2005-02-01","13:34:30","error","64.192.107.195","Directory index forbidden by rule","/var/www/html/","B02","S442"
"2005-02-01","13:52:33","error","81.6.250.202","File does not exist","/var/www/html/NULL.printer","B01","S575"
"2005-02-01","17:01:12","error","193.95.148.135","Directory index forbidden by rule","/var/www/html/","B02","S51"
"2005-02-01","17:27:18","error","218.242.255.106","Directory index forbidden by rule","/var/www/html/","B02","S204"
"2005-02-01","17:45:31","error","69.86.160.253","Directory index forbidden by rule","/var/www/html/","B02","S552"
"2005-02-01","17:45:31","error","69.86.160.253","Directory index forbidden by rule","/var/www/html/","B02","S552"
"2005-02-01","17:45:31","error","69.86.160.253","Directory index forbidden by rule","/var/www/html/","B02","S552"
"2005-02-01","17:45:31","error","69.86.160.253","Directory index forbidden by rule","/var/www/html/","B02","S552"
"2005-02-01","17:45:31","error","69.86.160.253","Directory index forbidden by rule","/var/www/html/","B02","S552"
"2005-02-01","17:45:31","error","69.86.160.253","Directory index forbidden by rule","/var/www/html/","B02","S552"
"2005-02-01","17:45:31","error","69.86.160.253","Directory index forbidden by rule","/var/www/html/","B02","S552"
"2005-02-01","17:45:31","error","69.86.160.253","Directory index forbidden by rule","/var/www/html/","B02","S552"
"2005-02-01","17:45:31","error","69.86.160.253","Directory index forbidden by rule","/var/www/html/","B02","S552"
"2005-02-01","17:45:31","error","69.86.160.253","Directory index forbidden by rule","/var/www/html/","B02","S552"
"2005-02-01","17:45:31","error","69.86.160.253","Directory index forbidden by rule","/var/www/html/","B02","S552"
"2005-02-01","17:45:31","error","69.86.160.253","Directory index forbidden by rule","/var/www/html/","B02","S552"
"2005-02-01","17:45:31","error","69.86.160.253","Directory index forbidden by rule","/var/www/html/","B02","S552"
"2005-02-01","17:45:31","error","69.86.160.253","Directory index forbidden by rule","/var/www/html/","B02","S552"
"2005-02-01","17:45:31","error","69.86.160.253","Directory index forbidden by rule","/var/www/html/","B02","S552"
"2005-02-01","17:45:31","error","69.86.160.253","Directory index forbidden by rule","/var/www/html/","B02","S552"
"2005-02-01","17:45:31","error","69.86.160.253","Directory index forbidden by rule","/var/www/html/","B02","S552"
"2005-02-01","17:45:31","error","69.86.160.253","Directory index forbidden by rule","/var/www/html/","B02","S552"
"2005-02-01","17:45:31","error","69.86.160.253","Directory index forbidden by rule","/var/www/html/","B02","S552"
"2005-02-01","17:45:31","error","69.86.160.253","Directory index forbidden by rule","/var/www/html/","B02","S552"
"2005-02-01","17:45:31","error","69.86.160.253","Directory index forbidden by rule","/var/www/html/","B02","S552"
"2005-02-01","17:45:31","error","69.86.160.253","Directory index forbidden by rule","/var/www/html/","B02","S552"
"2005-02-01","17:45:31","error","69.86.160.253","Directory index forbidden by rule","/var/www/html/","B02","S552"
"2005-02-01","19:48:32","error","63.245.85.123","File does not exist","/var/www/html/default.ida","B01","S434"
"2005-02-01","20:52:07","error","64.85.244.116","Directory index forbidden by rule","/var/www/html/","B02","S448"
"2005-02-02","00:37:10","error","219.134.43.80","Directory index forbidden by rule","/var/www/html/","B02","S239"
"2005-02-02","00:38:31","error","143.127.131.4","Directory index forbidden by rule","/var/www/html/","B02","S17"
"2005-02-02","12:12:59","error","66.117.40.185","File does not exist","/var/www/html/default.ida","B01","S464"
"2005-02-02","15:28:07","error","63.162.143.21","Directory index forbidden by rule","/var/www/html/","B02","S428"
"2005-02-02","17:17:30","error","69.86.164.233","File does not exist","/var/www/html/scripts","B01","S553"
"2005-02-02","17:17:32","error","69.86.164.233","File does not exist","/var/www/html/MSADC","B01","S553"
"2005-02-02","17:17:34","error","69.86.164.233","File does not exist","/var/www/html/c","B01","S553"
"2005-02-02","17:17:36","error","69.86.164.233","File does not exist","/var/www/html/d","B01","S553"
"2005-02-02","17:17:38","error","69.86.164.233","File does not exist","/var/www/html/scripts","B01","S553"
"2005-02-02","17:17:39","error","69.86.164.233","File does not exist","/var/www/html/_vti_bin","B01","S553"
"2005-02-02","17:17:41","error","69.86.164.233","File does not exist","/var/www/html/_mem_bin","B01","S553"
"2005-02-02","17:17:43","error","69.86.164.233","File does not exist","/var/www/html/msadc","B01","S553"
"2005-02-02","17:17:45","error","69.86.164.233","File does not exist","/var/www/html/scripts","B01","S553"
"2005-02-02","17:17:48","error","69.86.164.233","File does not exist","/var/www/html/scripts","B01","S553"
"2005-02-02","17:17:50","error","69.86.164.233","File does not exist","/var/www/html/scripts","B01","S553"
"2005-02-02","17:17:56","error","69.86.164.233","File does not exist","/var/www/html/scripts","B01","S553"
"2005-02-02","17:17:57","error","69.86.164.233","File does not exist","/var/www/html/scripts","B01","S553"
"2005-02-02","18:32:44","error","63.175.119.2","Directory index forbidden by rule","/var/www/html/","B02","S429"
"2005-02-02","19:19:37","error","66.42.59.82","Directory index forbidden by rule","/var/www/html/","B02","S483"
"2005-02-02","21:26:07","error","204.76.166.50","Directory index forbidden by rule","/var/www/html/","B02","S97"
"2005-02-02","21:37:00","error","218.11.1.50","Directory index forbidden by rule","/var/www/html/","B02","S183"
"2005-02-03","02:33:04","error","60.248.26.50","File does not exist","/var/www/html/scripts","B01","S358"
"2005-02-03","02:33:05","error","60.248.26.50","File does not exist","/var/www/html/MSADC","B01","S358"
"2005-02-03","02:33:06","error","60.248.26.50","File does not exist","/var/www/html/c","B01","S358"
"2005-02-03","02:33:06","error","60.248.26.50","File does not exist","/var/www/html/d","B01","S358"
"2005-02-03","02:33:07","error","60.248.26.50","File does not exist","/var/www/html/scripts","B01","S358"
"2005-02-03","02:33:08","error","60.248.26.50","File does not exist","/var/www/html/_vti_bin","B01","S358"
"2005-02-03","02:33:08","error","60.248.26.50","File does not exist","/var/www/html/_mem_bin","B01","S358"
"2005-02-03","02:33:09","error","60.248.26.50","File does not exist","/var/www/html/msadc","B01","S358"
"2005-02-03","02:33:10","error","60.248.26.50","File does not exist","/var/www/html/scripts","B01","S358"
"2005-02-03","02:33:14","error","60.248.26.50","File does not exist","/var/www/html/scripts","B01","S358"
"2005-02-03","02:33:15","error","60.248.26.50","File does not exist","/var/www/html/scripts","B01","S358"
"2005-02-03","02:33:16","error","60.248.26.50","File does not exist","/var/www/html/scripts","B01","S358"
"2005-02-03","02:33:17","error","60.248.26.50","File does not exist","/var/www/html/scripts","B01","S358"
"2005-02-03","03:27:04","error","222.84.42.191","Directory index forbidden by rule","/var/www/html/","B02","S317"
"2005-02-03","07:31:48","error","218.106.185.78","Directory index forbidden by rule","/var/www/html/","B02","S182"
"2005-02-03","08:25:35","error","81.6.250.202","File does not exist","/var/www/html/NULL.printer","B01","S575"
"2005-02-03","18:00:51","error","61.10.7.91","Directory index forbidden by rule","/var/www/html/","B02","S382"
"2005-02-03","20:24:52","error","210.127.248.52","File does not exist","/var/www/html/sumthin","B01","S125"
"2005-02-03","20:24:52","error","210.127.248.52","File does not exist","/var/www/html/sumthin","B01","S125"
"2005-02-03","20:24:52","error","210.127.248.52","File does not exist","/var/www/html/sumthin","B01","S125"
"2005-02-03","20:24:53","error","210.127.248.52","File does not exist","/var/www/html/sumthin","B01","S125"
"2005-02-03","20:24:53","error","210.127.248.52","File does not exist","/var/www/html/sumthin","B01","S125"
"2005-02-03","20:24:53","error","210.127.248.52","File does not exist","/var/www/html/sumthin","B01","S125"
"2005-02-03","20:24:53","error","210.127.248.52","File does not exist","/var/www/html/sumthin","B01","S125"
"2005-02-03","20:24:53","error","210.127.248.52","File does not exist","/var/www/html/sumthin","B01","S125"
"2005-02-03","20:24:53","error","210.127.248.52","File does not exist","/var/www/html/sumthin","B01","S125"
"2005-02-03","20:24:53","error","210.127.248.52","File does not exist","/var/www/html/sumthin","B01","S125"
"2005-02-03","20:24:53","error","210.127.248.52","File does not exist","/var/www/html/sumthin","B01","S125"
"2005-02-03","20:24:53","error","210.127.248.52","File does not exist","/var/www/html/sumthin","B01","S125"
"2005-02-03","20:24:54","error","210.127.248.52","File does not exist","/var/www/html/sumthin","B01","S125"
"2005-02-03","20:24:54","error","210.127.248.52","File does not exist","/var/www/html/sumthin","B01","S125"
"2005-02-03","20:24:54","error","210.127.248.52","File does not exist","/var/www/html/sumthin","B01","S125"
"2005-02-03","20:24:54","error","210.127.248.52","File does not exist","/var/www/html/sumthin","B01","S125"
"2005-02-03","20:24:54","error","210.127.248.52","File does not exist","/var/www/html/sumthin","B01","S125"
"2005-02-03","20:24:54","error","210.127.248.52","File does not exist","/var/www/html/sumthin","B01","S125"
"2005-02-03","20:24:54","error","210.127.248.52","File does not exist","/var/www/html/sumthin","B01","S125"
"2005-02-03","20:24:55","error","210.127.248.52","File does not exist","/var/www/html/sumthin","B01","S125"
"2005-02-03","20:24:55","error","210.127.248.52","File does not exist","/var/www/html/sumthin","B01","S125"
"2005-02-03","20:24:55","error","210.127.248.52","File does not exist","/var/www/html/sumthin","B01","S125"
"2005-02-03","20:24:55","error","210.127.248.52","File does not exist","/var/www/html/sumthin","B01","S125"
"2005-02-03","21:52:24","error","61.10.7.168","Directory index forbidden by rule","/var/www/html/","B02","S369"
"2005-02-04","01:29:17","error","67.133.116.245","Directory index forbidden by rule","/var/www/html/","B02","S494"
"2005-02-04","04:27:47","error","222.166.160.220","Directory index forbidden by rule","/var/www/html/","B02","S301"
"2005-02-04","08:36:54","error","67.176.32.32","File does not exist","/var/www/html/scripts","B01","S504"
"2005-02-04","09:11:37","error","220.168.210.35","Directory index forbidden by rule","/var/www/html/","B02","S259"
"2005-02-04","09:44:25","error","12.33.114.7","Directory index forbidden by rule","/var/www/html/","B02","S3"
"2005-02-04","10:13:29","error","220.28.212.176","File does not exist","/var/www/html/scripts","B01","S270"
"2005-02-04","10:13:30","error","220.28.212.176","File does not exist","/var/www/html/MSADC","B01","S270"
"2005-02-04","10:13:31","error","220.28.212.176","File does not exist","/var/www/html/c","B01","S270"
"2005-02-04","10:13:32","error","220.28.212.176","File does not exist","/var/www/html/d","B01","S270"
"2005-02-04","10:13:32","error","220.28.212.176","File does not exist","/var/www/html/scripts","B01","S270"
"2005-02-04","10:13:33","error","220.28.212.176","File does not exist","/var/www/html/_vti_bin","B01","S270"
"2005-02-04","10:13:34","error","220.28.212.176","File does not exist","/var/www/html/_mem_bin","B01","S270"
"2005-02-04","10:13:35","error","220.28.212.176","File does not exist","/var/www/html/msadc","B01","S270"
"2005-02-04","10:13:35","error","220.28.212.176","File does not exist","/var/www/html/scripts","B01","S270"
"2005-02-04","10:13:37","error","220.28.212.176","File does not exist","/var/www/html/scripts","B01","S270"
"2005-02-04","10:13:37","error","220.28.212.176","File does not exist","/var/www/html/scripts","B01","S270"
"2005-02-04","10:13:39","error","220.28.212.176","File does not exist","/var/www/html/scripts","B01","S270"
"2005-02-04","10:13:40","error","220.28.212.176","File does not exist","/var/www/html/scripts","B01","S270"
"2005-02-04","12:16:03","error","143.127.131.4","Directory index forbidden by rule","/var/www/html/","B02","S17"
"2005-02-04","12:44:41","error","209.137.237.154","Directory index forbidden by rule","/var/www/html/","B02","S118"
"2005-02-04","13:43:25","error","61.180.25.164","Directory index forbidden by rule","/var/www/html/","B02","S398"
"2005-02-04","15:26:03","error","81.6.250.202","File does not exist","/var/www/html/scripts","B01","S575"
"2005-02-04","16:16:07","error","35.11.228.62","Directory index forbidden by rule","/var/www/html/","B02","S346"
"2005-02-04","19:17:47","error","216.10.108.138","Directory index forbidden by rule","/var/www/html/","B02","S163"
"2005-02-04","19:17:48","error","64.85.244.116","Directory index forbidden by rule","/var/www/html/","B02","S448"
"2005-02-04","19:53:30","error","61.186.47.103","Directory index forbidden by rule","/var/www/html/","B02","S401"
"2005-02-04","23:19:33","error","210.139.114.144","Directory index forbidden by rule","/var/www/html/","B02","S126"
"2005-02-05","02:03:18","error","61.30.127.4","File does not exist","/var/www/html/sumthin","B01","S412"
"2005-02-05","02:03:18","error","61.30.127.4","File does not exist","/var/www/html/sumthin","B01","S412"
"2005-02-05","02:03:21","error","61.30.127.4","File does not exist","/var/www/html/sumthin","B01","S412"
"2005-02-05","04:38:46","error","172.169.6.104","File does not exist","/var/www/html/scripts","B01","S40"
"2005-02-05","04:38:47","error","172.169.6.104","File does not exist","/var/www/html/MSADC","B01","S40"
"2005-02-05","04:38:48","error","172.169.6.104","File does not exist","/var/www/html/c","B01","S40"
"2005-02-05","04:38:49","error","172.169.6.104","File does not exist","/var/www/html/d","B01","S40"
"2005-02-05","04:38:49","error","172.169.6.104","File does not exist","/var/www/html/scripts","B01","S40"
"2005-02-05","04:38:50","error","172.169.6.104","File does not exist","/var/www/html/_vti_bin","B01","S40"
"2005-02-05","04:38:51","error","172.169.6.104","File does not exist","/var/www/html/_mem_bin","B01","S40"
"2005-02-05","04:38:51","error","172.169.6.104","File does not exist","/var/www/html/msadc","B01","S40"
"2005-02-05","04:38:52","error","172.169.6.104","File does not exist","/var/www/html/scripts","B01","S40"
"2005-02-05","04:38:53","error","172.169.6.104","File does not exist","/var/www/html/scripts","B01","S40"
"2005-02-05","04:38:54","error","172.169.6.104","File does not exist","/var/www/html/scripts","B01","S40"
"2005-02-05","04:38:56","error","172.169.6.104","File does not exist","/var/www/html/scripts","B01","S40"
"2005-02-05","04:38:56","error","172.169.6.104","File does not exist","/var/www/html/scripts","B01","S40"
"2005-02-05","04:58:42","error","61.164.228.76","Directory index forbidden by rule","/var/www/html/","B02","S393"
"2005-02-05","06:14:06","error","219.159.11.242","Directory index forbidden by rule","/var/www/html/","B02","S248"
"2005-02-05","06:24:21","error","69.132.61.203","Directory index forbidden by rule","/var/www/html/","B02","S535"
"2005-02-05","06:44:47","error","65.96.54.37","File does not exist","/var/www/html/scripts","B01","S462"
"2005-02-05","08:46:10","error","69.180.27.40","Directory index forbidden by rule","/var/www/html/","B02","S541"
"2005-02-05","09:08:09","error","69.17.223.1","Directory index forbidden by rule","/var/www/html/","B02","S540"
"2005-02-05","10:56:15","error","67.104.133.214","Directory index forbidden by rule","/var/www/html/","B02","S490"
"2005-02-05","12:31:39","error","61.10.7.238","Directory index forbidden by rule","/var/www/html/","B02","S375"
"2005-02-05","13:03:59","error","211.144.162.173","Invalid method in request !!","-","B05","S139"
"2005-02-05","15:09:39","error","211.144.162.173","Attempt to serve directory","/var/www/html/","B05","S139"
"2005-02-05","15:57:28","error","216.184.121.184","File does not exist","/var/www/html/NULL.printer","B01","S168"
"2005-02-05","16:01:46","error","219.153.10.142","Attempt to serve directory","/var/www/html/","B05","S247"
"2005-02-05","16:44:25","error","211.144.162.173","Attempt to serve directory","/var/www/html/","B05","S139"
"2005-02-05","17:04:22","error","24.59.93.128","Directory index forbidden by rule","/var/www/html/","B02","S340"
"2005-02-05","18:09:23","error","12.8.192.60","Directory index forbidden by rule","/var/www/html/","B02","S5"
"2005-02-05","22:46:02","error","65.187.197.175","Directory index forbidden by rule","/var/www/html/","B02","S459"
"2005-02-06","00:18:56","error","24.18.186.248","File does not exist","/var/www/html/scripts","B01","S331"
"2005-02-06","00:18:56","error","24.18.186.248","File does not exist","/var/www/html/MSADC","B01","S331"
"2005-02-06","00:18:57","error","24.18.186.248","File does not exist","/var/www/html/c","B01","S331"
"2005-02-06","00:18:57","error","24.18.186.248","File does not exist","/var/www/html/d","B01","S331"
"2005-02-06","00:18:58","error","24.18.186.248","File does not exist","/var/www/html/scripts","B01","S331"
"2005-02-06","00:18:58","error","24.18.186.248","File does not exist","/var/www/html/_vti_bin","B01","S331"
"2005-02-06","00:18:58","error","24.18.186.248","File does not exist","/var/www/html/_mem_bin","B01","S331"
"2005-02-06","00:18:59","error","24.18.186.248","File does not exist","/var/www/html/msadc","B01","S331"
"2005-02-06","00:18:59","error","24.18.186.248","File does not exist","/var/www/html/scripts","B01","S331"
"2005-02-06","00:19:00","error","24.18.186.248","File does not exist","/var/www/html/scripts","B01","S331"
"2005-02-06","00:19:00","error","24.18.186.248","File does not exist","/var/www/html/scripts","B01","S331"
