Date~,Time~,Logging_device~,Logging_Daemon,PID~,Operation@,User,Tty,UID,EUID,Remotehost@,System_message@,label_event_type~,label_IPpair_ID~
"2005-02-02","05:57:31","combo","sshd(pam_unix)",1306,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:57:32","combo","sshd(pam_unix)",1305,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:57:32","combo","sshd(pam_unix)",1309,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:57:32","combo","sshd(pam_unix)",1310,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:57:32","combo","sshd(pam_unix)",1311,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:57:40","combo","sshd(pam_unix)",1315,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:57:41","combo","sshd(pam_unix)",1317,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:57:42","combo","sshd(pam_unix)",1319,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:57:43","combo","sshd(pam_unix)",1321,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:57:43","combo","sshd(pam_unix)",1323,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:57:44","combo","sshd(pam_unix)",1325,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:57:44","combo","sshd(pam_unix)",1327,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:57:44","combo","sshd(pam_unix)",1329,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:57:44","combo","sshd(pam_unix)",1330,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:57:45","combo","sshd(pam_unix)",1331,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:57:53","combo","sshd(pam_unix)",1335,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:57:53","combo","sshd(pam_unix)",1337,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:57:54","combo","sshd(pam_unix)",1339,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:57:55","combo","sshd(pam_unix)",1341,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:57:55","combo","sshd(pam_unix)",1343,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:57:56","combo","sshd(pam_unix)",1345,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:57:56","combo","sshd(pam_unix)",1347,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:57:57","combo","sshd(pam_unix)",1348,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:57:57","combo","sshd(pam_unix)",1350,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:57:57","combo","sshd(pam_unix)",1352,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:58:06","combo","sshd(pam_unix)",1355,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:58:06","combo","sshd(pam_unix)",1357,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:58:07","combo","sshd(pam_unix)",1359,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:58:07","combo","sshd(pam_unix)",1361,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:58:08","combo","sshd(pam_unix)",1363,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:58:09","combo","sshd(pam_unix)",1365,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:58:09","combo","sshd(pam_unix)",1368,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:58:09","combo","sshd(pam_unix)",1367,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:58:09","combo","sshd(pam_unix)",1371,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:58:10","combo","sshd(pam_unix)",1373,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:58:18","combo","sshd(pam_unix)",1375,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:58:18","combo","sshd(pam_unix)",1377,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:58:19","combo","sshd(pam_unix)",1379,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:58:20","combo","sshd(pam_unix)",1381,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:58:20","combo","sshd(pam_unix)",1383,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:58:21","combo","sshd(pam_unix)",1385,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:58:21","combo","sshd(pam_unix)",1387,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:58:21","combo","sshd(pam_unix)",1388,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:58:22","combo","sshd(pam_unix)",1390,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:58:22","combo","sshd(pam_unix)",1393,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:58:31","combo","sshd(pam_unix)",1395,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:58:31","combo","sshd(pam_unix)",1397,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:58:32","combo","sshd(pam_unix)",1399,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:58:32","combo","sshd(pam_unix)",1401,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:58:33","combo","sshd(pam_unix)",1403,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:58:33","combo","sshd(pam_unix)",1405,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:58:34","combo","sshd(pam_unix)",1407,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:58:34","combo","sshd(pam_unix)",1409,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:58:34","combo","sshd(pam_unix)",1413,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","05:58:35","combo","sshd(pam_unix)",1410,"authentication failure","root","NODEVssh","0","0","222.237.79.237","-","D02","S313"
"2005-02-02","09:02:35","combo","su(pam_unix)",2079,"session opened","news","-","0","-","-","-","D09","@"
"2005-02-02","09:02:35","combo","su(pam_unix)",2079,"session closed","news","-","-","-","-","-","D09","@"
"2005-02-03","08:55:02","combo","su(pam_unix)",4529,"session opened","news","-","0","-","-","-","D09","@"
"2005-02-03","08:55:02","combo","su(pam_unix)",4529,"session closed","news","-","-","-","-","-","D09","@"
"2005-02-04","08:56:06","combo","su(pam_unix)",6978,"session opened","news","-","0","-","-","-","D09","@"
"2005-02-04","08:56:07","combo","su(pam_unix)",6978,"session closed","news","-","-","-","-","-","D09","@"
"2005-02-04","20:41:23","combo","sshd(pam_unix)",8065,"authentication failure","nobody","NODEVssh","0","0","66-154-114-114.assertivenetworks.net","-","D02","S471"
"2005-02-04","20:41:33","combo","sshd(pam_unix)",8069,"authentication failure","nobody","NODEVssh","0","0","66-154-114-114.assertivenetworks.net","-","D02","S471"
"2005-02-04","20:41:37","combo","sshd(pam_unix)",8071,"authentication failure","nobody","NODEVssh","0","0","66-154-114-114.assertivenetworks.net","-","D02","S471"
"2005-02-04","20:41:42","combo","sshd(pam_unix)",8073,"authentication failure","nobody","NODEVssh","0","0","66-154-114-114.assertivenetworks.net","-","D02","S471"
"2005-02-04","20:41:43","combo","sshd(pam_unix)",8075,"authentication failure","nobody","NODEVssh","0","0","66-154-114-114.assertivenetworks.net","-","D02","S471"
"2005-02-04","20:41:47","combo","sshd(pam_unix)",8077,"authentication failure","nobody","NODEVssh","0","0","66-154-114-114.assertivenetworks.net","-","D02","S471"
"2005-02-04","20:41:52","combo","sshd(pam_unix)",8079,"authentication failure","nobody","NODEVssh","0","0","66-154-114-114.assertivenetworks.net","-","D02","S471"
"2005-02-04","20:41:53","combo","sshd(pam_unix)",8081,"authentication failure","nobody","NODEVssh","0","0","66-154-114-114.assertivenetworks.net","-","D02","S471"
"2005-02-04","20:41:57","combo","sshd(pam_unix)",8083,"authentication failure","nobody","NODEVssh","0","0","66-154-114-114.assertivenetworks.net","-","D02","S471"
"2005-02-04","20:42:02","combo","sshd(pam_unix)",8085,"authentication failure","nobody","NODEVssh","0","0","66-154-114-114.assertivenetworks.net","-","D02","S471"
"2005-02-04","20:42:03","combo","sshd(pam_unix)",8087,"authentication failure","nobody","NODEVssh","0","0","66-154-114-114.assertivenetworks.net","-","D02","S471"
"2005-02-04","20:42:07","combo","sshd(pam_unix)",8089,"authentication failure","nobody","NODEVssh","0","0","66-154-114-114.assertivenetworks.net","-","D02","S471"
"2005-02-04","20:42:12","combo","sshd(pam_unix)",8095,"authentication failure","nobody","NODEVssh","0","0","66-154-114-114.assertivenetworks.net","-","D02","S471"
"2005-02-04","20:42:13","combo","sshd(pam_unix)",8097,"authentication failure","nobody","NODEVssh","0","0","66-154-114-114.assertivenetworks.net","-","D02","S471"
"2005-02-04","20:42:17","combo","sshd(pam_unix)",8099,"authentication failure","nobody","NODEVssh","0","0","66-154-114-114.assertivenetworks.net","-","D02","S471"
"2005-02-04","20:42:18","combo","sshd(pam_unix)",8101,"authentication failure","nobody","NODEVssh","0","0","66-154-114-114.assertivenetworks.net","-","D02","S471"
"2005-02-04","20:42:22","combo","sshd(pam_unix)",8103,"authentication failure","nobody","NODEVssh","0","0","66-154-114-114.assertivenetworks.net","-","D02","S471"
"2005-02-04","20:42:23","combo","sshd(pam_unix)",8105,"authentication failure","nobody","NODEVssh","0","0","66-154-114-114.assertivenetworks.net","-","D02","S471"
"2005-02-04","20:42:27","combo","sshd(pam_unix)",8107,"authentication failure","nobody","NODEVssh","0","0","66-154-114-114.assertivenetworks.net","-","D02","S471"
"2005-02-04","20:42:28","combo","sshd(pam_unix)",8109,"authentication failure","nobody","NODEVssh","0","0","66-154-114-114.assertivenetworks.net","-","D02","S471"
"2005-02-04","20:42:32","combo","sshd(pam_unix)",8111,"authentication failure","nobody","NODEVssh","0","0","66-154-114-114.assertivenetworks.net","-","D02","S471"
"2005-02-04","20:42:33","combo","sshd(pam_unix)",8113,"authentication failure","nobody","NODEVssh","0","0","66-154-114-114.assertivenetworks.net","-","D02","S471"
"2005-02-04","20:42:34","combo","sshd(pam_unix)",8115,"authentication failure","nobody","NODEVssh","0","0","66-154-114-114.assertivenetworks.net","-","D02","S471"
"2005-02-04","20:57:24","combo","rpc.statd",1601,"gethostbyname","-","-","-","-","-","error for ^X\F7\FF\BF^X\F7\FF\BF^Z\F7\FF\BF^Z\F7\FF\BF%8x%8x%8x%8x%8x%8x%8x%8x%8x%62716x%hn%51859x%hn\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220","D06","@"
"2005-02-04","20:57:26","combo","rpc.statd",1601,"gethostbyname","-","-","-","-","-","error for ^X\F7\FF\BF^X\F7\FF\BF^Z\F7\FF\BF^Z\F7\FF\BF%8x%8x%8x%8x%8x%8x%8x%8x%8x%62716x%hn%51859x%hn\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220\220","D06","@"
"2005-02-05","09:03:23","combo","su(pam_unix)",9579,"session opened","news","-","0","-","-","-","D09","@"
"2005-02-05","09:03:23","combo","su(pam_unix)",9579,"session closed","news","-","-","-","-","-","D09","@"
"2005-02-05","09:18:29","combo","sshd(pam_unix)",9659,"authentication failure","nobody","NODEVssh","0","0","210.3.2.8","-","D02","S130"
"2005-02-05","09:18:32","combo","sshd(pam_unix)",9661,"authentication failure","nobody","NODEVssh","0","0","210.3.2.8","-","D02","S130"
"2005-02-05","09:18:38","combo","sshd(pam_unix)",9663,"authentication failure","nobody","NODEVssh","0","0","210.3.2.8","-","D02","S130"
"2005-02-05","09:18:43","combo","sshd(pam_unix)",9665,"authentication failure","nobody","NODEVssh","0","0","210.3.2.8","-","D02","S130"
"2005-02-05","09:18:47","combo","sshd(pam_unix)",9667,"authentication failure","nobody","NODEVssh","0","0","210.3.2.8","-","D02","S130"
"2005-02-05","09:18:48","combo","sshd(pam_unix)",9669,"authentication failure","nobody","NODEVssh","0","0","210.3.2.8","-","D02","S130"
"2005-02-05","09:18:51","combo","sshd(pam_unix)",9671,"authentication failure","nobody","NODEVssh","0","0","210.3.2.8","-","D02","S130"
"2005-02-05","09:18:52","combo","sshd(pam_unix)",9673,"authentication failure","nobody","NODEVssh","0","0","210.3.2.8","-","D02","S130"
"2005-02-05","09:18:56","combo","sshd(pam_unix)",9675,"authentication failure","nobody","NODEVssh","0","0","210.3.2.8","-","D02","S130"
"2005-02-05","09:18:58","combo","sshd(pam_unix)",9677,"authentication failure","nobody","NODEVssh","0","0","210.3.2.8","-","D02","S130"
"2005-02-05","09:19:01","combo","sshd(pam_unix)",9679,"authentication failure","nobody","NODEVssh","0","0","210.3.2.8","-","D02","S130"
"2005-02-05","09:19:01","combo","sshd(pam_unix)",9680,"authentication failure","nobody","NODEVssh","0","0","210.3.2.8","-","D02","S130"
"2005-02-05","09:19:02","combo","sshd(pam_unix)",9683,"authentication failure","nobody","NODEVssh","0","0","210.3.2.8","-","D02","S130"
"2005-02-05","09:19:06","combo","sshd(pam_unix)",9685,"authentication failure","nobody","NODEVssh","0","0","210.3.2.8","-","D02","S130"
"2005-02-05","09:19:09","combo","sshd(pam_unix)",9687,"authentication failure","nobody","NODEVssh","0","0","210.3.2.8","-","D02","S130"
"2005-02-05","09:19:11","combo","sshd(pam_unix)",9689,"authentication failure","nobody","NODEVssh","0","0","210.3.2.8","-","D02","S130"
"2005-02-05","09:19:12","combo","sshd(pam_unix)",9691,"authentication failure","nobody","NODEVssh","0","0","210.3.2.8","-","D02","S130"
"2005-02-05","09:19:14","combo","sshd(pam_unix)",9693,"authentication failure","nobody","NODEVssh","0","0","210.3.2.8","-","D02","S130"
"2005-02-05","09:19:16","combo","sshd(pam_unix)",9695,"authentication failure","nobody","NODEVssh","0","0","210.3.2.8","-","D02","S130"
"2005-02-05","09:19:18","combo","sshd(pam_unix)",9697,"authentication failure","nobody","NODEVssh","0","0","210.3.2.8","-","D02","S130"
"2005-02-05","09:19:21","combo","sshd(pam_unix)",9700,"authentication failure","nobody","NODEVssh","0","0","210.3.2.8","-","D02","S130"
"2005-02-05","09:19:21","combo","sshd(pam_unix)",9699,"authentication failure","nobody","NODEVssh","0","0","210.3.2.8","-","D02","S130"
"2005-02-05","09:19:23","combo","sshd(pam_unix)",9703,"authentication failure","nobody","NODEVssh","0","0","210.3.2.8","-","D02","S130"
"2005-02-06","08:52:29","combo","cups",0,"cupsd shutdown succeeded","-","-","-","-","-","-","D03","@"
"2005-02-06","08:52:31","combo","modprobe",0,"-","-","-","-","-","-","modprobe: Can't locate module char-major-188","D07","@"
"2005-02-06","08:52:32","combo","-",0,"-","-","-","-","-","-","last message repeated 15 times","D01","@"
"2005-02-06","08:52:32","combo","cups",0,"cupsd startup succeeded","-","-","-","-","-","-","D03","@"
"2005-02-06","08:52:34","combo","syslogd 1.4.1",0,"restart.","-","-","-","-","-","-","D04","@"
