Date~,Time~,Logging_device~,Logging_Daemon,PID~,QID~,From,To,Size~,Class,nrcpts,Protocol,Daemon,msgid~,relay,Ruleset,arg1,Ctladdr@,delay@,xdelay@,mailer,pri~,reject@,dsn@,stat@,label_event_type~,label_IPpair_ID~
"2005-01-30","12:48:49","combo","sendmail",26697,"j0UD1WP0026697","-","-",0,"-","-","-","-","-","[211.190.205.93]","check_rcpt","<china9988@21cn.com>","-","-","-","-",0,"550 5.7.1 <china9988@21cn.com>... Relaying denied. IP name lookup failed [211.190.205.93]","-","-","F06","@"
"2005-01-30","12:48:50","combo","sendmail",26699,"j0UD1WP0026699","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[211.190.205.93]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-01-30","12:48:50","combo","sendmail",26700,"j0UD1WP0026700","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[211.190.205.93]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-01-30","12:48:50","combo","sendmail",26696,"j0UD1WP0026696","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[211.190.205.93]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-01-30","12:48:50","combo","sendmail",26702,"j0UD1WP0026702","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[211.190.205.93]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-01-30","12:48:50","combo","sendmail",26698,"j0UD1WP0026698","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[211.190.205.93]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-01-30","12:48:50","combo","sendmail",26697,"j0UD1WP0026697","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[211.190.205.93]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-01-30","12:48:50","combo","sendmail",26702,"j0UD1WP0026702","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[211.190.205.93]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-01-30","12:48:55","combo","sendmail",26703,"j0UD1bP0026703","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[211.190.205.93]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-01-30","12:48:55","combo","sendmail",26705,"j0UD1bP0026705","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[211.190.205.93]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-01-30","12:48:55","combo","sendmail",26707,"j0UD1bP0026707","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[211.190.205.93]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-01-30","12:48:55","combo","sendmail",26704,"j0UD1bP0026704","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[211.190.205.93]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-01-30","12:48:55","combo","sendmail",26706,"j0UD1bP0026706","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[211.190.205.93]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-01-30","12:48:55","combo","sendmail",26703,"j0UD1bP0026703","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[211.190.205.93]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-01-30","12:48:55","combo","sendmail",26705,"j0UD1bP0026705","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[211.190.205.93]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-01-30","12:48:55","combo","sendmail",26707,"j0UD1bP0026707","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[211.190.205.93]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-01-30","12:48:55","combo","sendmail",26704,"j0UD1bP0026704","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[211.190.205.93]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-01-30","12:48:55","combo","sendmail",26706,"j0UD1bP0026706","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[211.190.205.93]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-01-30","12:48:55","combo","sendmail",26708,"j0UD1cP0026708","-","-",0,"-","-","-","-","-","[211.190.205.93]","check_rcpt","<china9988@21cn.com>","-","-","-","-",0,"550 5.7.1 <china9988@21cn.com>... Relaying denied. IP name lookup failed [211.190.205.93]","-","-","F06","@"
"2005-01-30","12:48:55","combo","sendmail",26711,"j0UD1cP0026711","-","-",0,"-","-","-","-","-","[211.190.205.93]","check_rcpt","<china9988@21cn.com>","-","-","-","-",0,"550 5.7.1 <china9988@21cn.com>... Relaying denied. IP name lookup failed [211.190.205.93]","-","-","F06","@"
"2005-01-30","12:48:55","combo","sendmail",26710,"j0UD1cP0026710","-","-",0,"-","-","-","-","-","[211.190.205.93]","check_rcpt","<china9988@21cn.com>","-","-","-","-",0,"550 5.7.1 <china9988@21cn.com>... Relaying denied. IP name lookup failed [211.190.205.93]","-","-","F06","@"
"2005-01-30","12:48:55","combo","sendmail",26709,"j0UD1cP0026709","-","-",0,"-","-","-","-","-","[211.190.205.93]","check_rcpt","<china9988@21cn.com>","-","-","-","-",0,"550 5.7.1 <china9988@21cn.com>... Relaying denied. IP name lookup failed [211.190.205.93]","-","-","F06","@"
"2005-01-30","12:48:56","combo","sendmail",26708,"j0UD1cP0026708","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[211.190.205.93]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-01-30","12:48:56","combo","sendmail",26711,"j0UD1cP0026711","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[211.190.205.93]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-01-30","12:48:56","combo","sendmail",26710,"j0UD1cP0026710","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[211.190.205.93]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-01-30","12:48:56","combo","sendmail",26709,"j0UD1cP0026709","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[211.190.205.93]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-01-30","12:48:57","combo","sendmail",26712,"j0UD1dP0026712","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[211.190.205.93]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-01-30","12:48:57","combo","sendmail",26712,"j0UD1dP0026712","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[211.190.205.93]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-01-30","12:48:57","combo","sendmail",26714,"j0UD1eP0026714","-","-",0,"-","-","-","-","-","[211.190.205.93]","check_rcpt","<china9988@21cn.com>","-","-","-","-",0,"550 5.7.1 <china9988@21cn.com>... Relaying denied. IP name lookup failed [211.190.205.93]","-","-","F06","@"
"2005-01-30","12:48:57","combo","sendmail",26713,"j0UD1eP0026713","-","-",0,"-","-","-","-","-","[211.190.205.93]","check_rcpt","<china9988@21cn.com>","-","-","-","-",0,"550 5.7.1 <china9988@21cn.com>... Relaying denied. IP name lookup failed [211.190.205.93]","-","-","F06","@"
"2005-01-30","12:48:58","combo","sendmail",26714,"j0UD1eP0026714","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[211.190.205.93]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-01-30","12:48:58","combo","sendmail",26713,"j0UD1eP0026713","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[211.190.205.93]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-01-30","12:48:58","combo","sendmail",26715,"j0UD1fP0026715","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[211.190.205.93]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-01-30","12:48:58","combo","sendmail",26717,"j0UD1fP0026717","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[211.190.205.93]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-01-30","12:48:58","combo","sendmail",26716,"j0UD1fP0026716","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[211.190.205.93]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-01-30","12:48:58","combo","sendmail",26718,"j0UD1fP0026718","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[211.190.205.93]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-01-30","12:48:58","combo","sendmail",26715,"j0UD1fP0026715","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[211.190.205.93]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-01-30","12:48:58","combo","sendmail",26717,"j0UD1fP0026717","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[211.190.205.93]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-01-30","12:48:58","combo","sendmail",26716,"j0UD1fP0026716","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[211.190.205.93]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-01-30","12:48:58","combo","sendmail",26718,"j0UD1fP0026718","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[211.190.205.93]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-01-31","08:49:03","combo","sendmail",28561,"j0V923Ce028561","root","-",838,"0","1","-","-","<200501310902.j0V923Ce028561@combo.honeypotbox.com>","root@localhost","-","-","-","-","-","-",0,"-","-","-","F02","@"
"2005-01-31","08:49:24","combo","sendmail",28564,"j0V923Ox028564","<root@combo.honeypotbox.com>","-",1152,"0","1","ESMTP","MTA","<200501310902.j0V923Ce028561@combo.honeypotbox.com>","localhost.localdomain [127.0.0.1]","-","-","-","-","-","-",0,"-","-","-","F02","@"
"2005-01-31","08:49:24","combo","sendmail",28561,"j0V923Ce028561","-","root",0,"-","-","-","-","-","[127.0.0.1] [127.0.0.1]","-","-","root (0/0)","00:00:21","00:00:21","relay",30056,"-","2.0.0","Sent (j0V923Ox028564 Message accepted for delivery)","F02","@"
"2005-01-31","08:49:24","combo","sendmail",28565,"j0V923Ox028564","-","<root@combo.honeypotbox.com>",0,"-","-","-","-","-","-","-","-","<root@combo.honeypotbox.com> (0/0)","00:00:00","00:00:00","local",31395,"-","2.0.0","Sent","F01","@"
"2005-01-31","09:00:03","combo","sendmail",28774,"j0V9CpWY028774","root","-",36030,"0","1","-","-","<200501310912.j0V9CpWY028774@combo.honeypotbox.com>","root@localhost","-","-","-","-","-","-",0,"-","-","-","F02","@"
"2005-01-31","09:00:25","combo","sendmail",28776,"j0V9D4Ox028776","<root@combo.honeypotbox.com>","-",36326,"0","1","ESMTP","MTA","<200501310912.j0V9CpWY028774@combo.honeypotbox.com>","localhost.localdomain [127.0.0.1]","-","-","-","-","-","-",0,"-","-","-","F02","@"
"2005-01-31","09:00:25","combo","sendmail",28774,"j0V9CpWY028774","-","root",0,"-","-","-","-","-","[127.0.0.1] [127.0.0.1]","-","-","root (0/0)","00:00:34","00:00:22","relay",30241,"-","2.0.0","Sent (j0V9D4Ox028776 Message accepted for delivery)","F02","@"
"2005-01-31","09:00:25","combo","sendmail",28777,"j0V9D4Ox028776","-","<root@combo.honeypotbox.com>",0,"-","-","-","-","-","-","-","-","<root@combo.honeypotbox.com> (0/0)","00:00:00","00:00:00","local",66564,"-","2.0.0","Sent","F01","@"
"2005-02-01","08:53:38","combo","sendmail",31449,"j1196cLc031449","root","-",7711,"0","1","-","-","<200502010906.j1196cLc031449@combo.honeypotbox.com>","root@localhost","-","-","-","-","-","-",0,"-","-","-","F02","@"
"2005-02-01","08:53:59","combo","sendmail",31452,"j1196cOx031452","<root@combo.honeypotbox.com>","-",8023,"0","1","ESMTP","MTA","<200502010906.j1196cLc031449@combo.honeypotbox.com>","localhost.localdomain [127.0.0.1]","-","-","-","-","-","-",0,"-","-","-","F02","@"
"2005-02-01","08:53:59","combo","sendmail",31449,"j1196cLc031449","-","root",0,"-","-","-","-","-","[127.0.0.1] [127.0.0.1]","-","-","root (0/0)","00:00:21","00:00:21","relay",30056,"-","2.0.0","Sent (j1196cOx031452 Message accepted for delivery)","F02","@"
"2005-02-01","08:53:59","combo","sendmail",31453,"j1196cOx031452","-","<root@combo.honeypotbox.com>",0,"-","-","-","-","-","-","-","-","<root@combo.honeypotbox.com> (0/0)","00:00:00","00:00:00","local",38265,"-","2.0.0","Sent","F01","@"
"2005-02-01","09:04:48","combo","sendmail",31665,"j119HaDR031665","root","-",36030,"0","1","-","-","<200502010917.j119HaDR031665@combo.honeypotbox.com>","root@localhost","-","-","-","-","-","-",0,"-","-","-","F02","@"
"2005-02-01","09:05:09","combo","sendmail",31667,"j119HnOx031667","<root@combo.honeypotbox.com>","-",36324,"0","1","ESMTP","MTA","<200502010917.j119HaDR031665@combo.honeypotbox.com>","localhost.localdomain [127.0.0.1]","-","-","-","-","-","-",0,"-","-","-","F02","@"
"2005-02-01","09:05:09","combo","sendmail",31665,"j119HaDR031665","-","root",0,"-","-","-","-","-","[127.0.0.1] [127.0.0.1]","-","-","root (0/0)","00:00:32","00:00:21","relay",30241,"-","2.0.0","Sent (j119HnOx031667 Message accepted for delivery)","F02","@"
"2005-02-01","09:05:10","combo","sendmail",31668,"j119HnOx031667","-","<root@combo.honeypotbox.com>",0,"-","-","-","-","-","-","-","-","<root@combo.honeypotbox.com> (0/0)","00:00:01","00:00:00","local",66561,"-","2.0.0","Sent","F01","@"
"2005-02-01","09:47:02","combo","sendmail",31731,"j11A02CT031731","mailman","-",270,"0","1","-","-","<200502011000.j11A02CT031731@combo.honeypotbox.com>","mailman@localhost","-","-","-","-","-","-",0,"-","-","-","F02","@"
"2005-02-01","09:47:22","combo","sendmail",31733,"j11A02Ox031733","<mailman@combo.honeypotbox.com>","-",570,"0","1","ESMTP","MTA","<200502011000.j11A02CT031731@combo.honeypotbox.com>","localhost.localdomain [127.0.0.1]","-","-","-","-","-","-",0,"-","-","-","F02","@"
"2005-02-01","09:47:22","combo","sendmail",31731,"j11A02CT031731","-","mailman",0,"-","-","-","-","-","[127.0.0.1] [127.0.0.1]","-","-","mailman (41/41)","00:00:20","00:00:20","relay",30240,"-","2.0.0","Sent (j11A02Ox031733 Message accepted for delivery)","F02","@"
"2005-02-01","09:47:22","combo","sendmail",31734,"j11A02Ox031733","-","root",0,"-","-","-","-","-","-","-","-","<mailman@combo.honeypotbox.com> (41/41)","00:00:00","00:00:00","local",30831,"-","2.0.0","Sent","F01","@"
"2005-02-01","14:55:23","combo","sendmail",32424,"j11F85P0032424","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[61.73.94.162]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-02-01","14:55:23","combo","sendmail",32424,"j11F85P0032424","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[61.73.94.162]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-02-01","14:55:30","combo","sendmail",32425,"j11F8DP0032425","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[61.73.94.162]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-02-01","14:55:30","combo","sendmail",32426,"j11F8DP0032426","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[61.73.94.162]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-02-01","14:55:30","combo","sendmail",32427,"j11F8DP0032427","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[61.73.94.162]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-02-01","14:55:30","combo","sendmail",32425,"j11F8DP0032425","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[61.73.94.162]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-02-01","14:55:30","combo","sendmail",32428,"j11F8DP0032428","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[61.73.94.162]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-02-01","14:55:30","combo","sendmail",32426,"j11F8DP0032426","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[61.73.94.162]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-02-01","14:55:30","combo","sendmail",32427,"j11F8DP0032427","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[61.73.94.162]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-02-01","14:55:30","combo","sendmail",32429,"j11F8DP0032429","-","-",0,"-","-","-","-","-","[61.73.94.162]","check_rcpt","<china9988@21cn.com>","-","-","-","-",0,"550 5.7.1 <china9988@21cn.com>... Relaying denied. IP name lookup failed [61.73.94.162]","-","-","F06","@"
"2005-02-01","14:55:30","combo","sendmail",32430,"j11F8DP0032430","-","-",0,"-","-","-","-","-","[61.73.94.162]","check_rcpt","<china9988@21cn.com>","-","-","-","-",0,"550 5.7.1 <china9988@21cn.com>... Relaying denied. IP name lookup failed [61.73.94.162]","-","-","F06","@"
"2005-02-01","14:55:30","combo","sendmail",32428,"j11F8DP0032428","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[61.73.94.162]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-02-01","14:55:31","combo","sendmail",32429,"j11F8DP0032429","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[61.73.94.162]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-02-01","14:55:31","combo","sendmail",32430,"j11F8DP0032430","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[61.73.94.162]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-02-01","14:55:31","combo","sendmail",32431,"j11F8EP0032431","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[61.73.94.162]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-02-01","14:55:31","combo","sendmail",32431,"j11F8EP0032431","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[61.73.94.162]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-02-01","14:55:32","combo","sendmail",32432,"j11F8FP0032432","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[61.73.94.162]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-02-01","14:55:32","combo","sendmail",32433,"j11F8FP0032433","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[61.73.94.162]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-02-01","14:55:32","combo","sendmail",32432,"j11F8FP0032432","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[61.73.94.162]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-02-01","14:55:32","combo","sendmail",32433,"j11F8FP0032433","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[61.73.94.162]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-02-01","14:55:32","combo","sendmail",32434,"j11F8FP0032434","-","-",0,"-","-","-","-","-","[61.73.94.162]","check_rcpt","<china9988@21cn.com>","-","-","-","-",0,"550 5.7.1 <china9988@21cn.com>... Relaying denied. IP name lookup failed [61.73.94.162]","-","-","F06","@"
"2005-02-01","14:55:33","combo","sendmail",32435,"j11F8FP0032435","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[61.73.94.162]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-02-01","14:55:33","combo","sendmail",32434,"j11F8FP0032434","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[61.73.94.162]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-02-01","14:55:33","combo","sendmail",32436,"j11F8GP0032436","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[61.73.94.162]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-02-01","14:55:33","combo","sendmail",32437,"j11F8GP0032437","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[61.73.94.162]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-02-01","14:55:33","combo","sendmail",32435,"j11F8FP0032435","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[61.73.94.162]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-02-01","14:55:33","combo","sendmail",32438,"j11F8GP0032438","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[61.73.94.162]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-02-01","14:55:33","combo","sendmail",32436,"j11F8GP0032436","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[61.73.94.162]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-02-01","14:55:33","combo","sendmail",32439,"j11F8GP0032439","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[61.73.94.162]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-02-01","14:55:33","combo","sendmail",32440,"j11F8GP0032440","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[61.73.94.162]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-02-01","14:55:33","combo","sendmail",32437,"j11F8GP0032437","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[61.73.94.162]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-02-01","14:55:33","combo","sendmail",32438,"j11F8GP0032438","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[61.73.94.162]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-02-01","14:55:33","combo","sendmail",32439,"j11F8GP0032439","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[61.73.94.162]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-02-01","14:55:33","combo","sendmail",32440,"j11F8GP0032440","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[61.73.94.162]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-02-01","14:55:34","combo","sendmail",32441,"j11F8GP0032441","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[61.73.94.162]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-02-01","14:55:34","combo","sendmail",32441,"j11F8GP0032441","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[61.73.94.162]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-02-01","14:55:34","combo","sendmail",32442,"j11F8HP0032442","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[61.73.94.162]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-02-01","14:55:34","combo","sendmail",32442,"j11F8HP0032442","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[61.73.94.162]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-02-01","14:55:35","combo","sendmail",32443,"j11F8IP0032443","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[61.73.94.162]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-02-01","14:55:35","combo","sendmail",32443,"j11F8IP0032443","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[61.73.94.162]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-02-01","14:55:39","combo","sendmail",32444,"j11F8MP0032444","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[61.73.94.162]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-02-01","14:55:39","combo","sendmail",32444,"j11F8MP0032444","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[61.73.94.162]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-02-01","14:55:42","combo","sendmail",32445,"j11F8PP0032445","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[61.73.94.162]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-02-01","14:55:42","combo","sendmail",32445,"j11F8PP0032445","<china9988@21cn.com>","-",0,"0","0","ESMTP","MTA","-","[61.73.94.162]","-","-","-","-","-","-",0,"-","-","-","F06","@"
"2005-02-02","08:56:49","combo","sendmail",1895,"j1299nfC001895","root","-",1238,"0","1","-","-","<200502020909.j1299nfC001895@combo.honeypotbox.com>","root@localhost","-","-","-","-","-","-",0,"-","-","-","F02","@"
"2005-02-02","08:57:09","combo","sendmail",1898,"j1299nOx001898","<root@combo.honeypotbox.com>","-",1550,"0","1","ESMTP","MTA","<200502020909.j1299nfC001895@combo.honeypotbox.com>","localhost.localdomain [127.0.0.1]","-","-","-","-","-","-",0,"-","-","-","F02","@"
