Date~,Time~,Type,Message@,label_event_type~,label_IPpair_ID~
"2005-02-07","22:44:15","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-07","22:44:15","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-07","22:44:15","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-07","22:44:15","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-07","22:44:15","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-07","22:44:15","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-07","22:44:15","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-09","17:42:31","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S272"
"2005-02-09","17:42:31","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S272"
"2005-02-09","17:42:33","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S272"
"2005-02-09","17:42:33","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S272"
"2005-02-09","17:42:33","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S272"
"2005-02-09","17:42:33","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S272"
"2005-02-09","17:42:33","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S272"
"2005-02-09","17:42:33","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S272"
"2005-02-09","17:42:33","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S272"
"2005-02-09","17:42:33","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S272"
"2005-02-09","17:42:33","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S272"
"2005-02-09","17:42:33","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S272"
"2005-02-09","17:42:33","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S272"
"2005-02-09","17:42:33","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S272"
"2005-02-09","17:42:33","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S272"
"2005-02-09","17:42:33","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S272"
"2005-02-09","17:42:33","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S272"
"2005-02-09","17:42:33","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S272"
"2005-02-09","17:42:33","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S272"
"2005-02-09","17:42:33","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S272"
"2005-02-09","17:42:33","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S272"
"2005-02-09","17:42:33","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S272"
"2005-02-09","17:42:33","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S272"
"2005-02-10","06:23:45","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-10","06:23:45","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-10","06:23:45","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-10","06:23:45","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-10","06:23:45","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-10","06:23:46","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-10","06:23:46","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-10","06:23:46","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-10","06:23:46","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-10","06:23:46","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-10","06:23:46","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-10","06:23:46","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-10","22:52:36","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-10","22:52:36","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-10","22:52:36","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-10","22:52:36","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-10","22:52:36","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-10","22:52:36","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-10","22:52:36","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-10","22:52:36","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-10","22:52:36","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-10","22:52:36","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-10","22:52:36","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-10","22:52:36","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-10","22:52:36","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-10","22:52:36","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-10","22:52:36","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-10","22:52:36","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-10","22:52:36","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-10","22:52:36","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-10","22:52:36","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-10","22:52:36","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-10","22:52:36","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-10","22:52:36","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","@"
"2005-02-10","22:52:36","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","@"
"2005-02-11","18:10:58","warn","RSA server certificate is a CA certificate (BasicConstraints: CA == TRUE !?)","C04","@"
"2005-02-11","18:10:58","warn","RSA server certificate CommonName (CN) `localhost.localdomain' does NOT match server name!?","C04","@"
"2005-02-11","18:11:02","warn","RSA server certificate is a CA certificate (BasicConstraints: CA == TRUE !?)","C04","@"
"2005-02-11","18:11:02","warn","RSA server certificate CommonName (CN) `localhost.localdomain' does NOT match server name!?","C04","@"
"2005-02-13","08:50:21","warn","RSA server certificate is a CA certificate (BasicConstraints: CA == TRUE !?)","C04","@"
"2005-02-13","08:50:21","warn","RSA server certificate CommonName (CN) `localhost.localdomain' does NOT match server name!?","C04","@"
"2005-02-15","09:48:06","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S271"
"2005-02-15","09:48:06","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S271"
"2005-02-15","09:48:06","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S271"
"2005-02-15","09:48:07","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S271"
"2005-02-15","09:48:09","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S271"
"2005-02-15","09:48:09","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S271"
"2005-02-15","09:48:09","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S271"
"2005-02-15","09:48:09","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S271"
"2005-02-15","09:48:09","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S271"
"2005-02-15","09:48:09","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S271"
"2005-02-15","09:48:09","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S271"
"2005-02-15","09:48:09","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S271"
"2005-02-15","09:48:09","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S271"
"2005-02-15","09:48:09","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S271"
"2005-02-15","09:48:09","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S271"
"2005-02-15","09:48:09","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S271"
"2005-02-15","09:48:09","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S271"
"2005-02-15","09:48:09","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S271"
"2005-02-15","09:48:09","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S271"
"2005-02-15","09:48:09","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S271"
"2005-02-15","09:48:09","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S271"
"2005-02-15","09:48:09","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S271"
"2005-02-15","09:48:09","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S271"
"2005-02-16","04:13:39","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S52"
"2005-02-16","04:13:39","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S52"
"2005-02-16","04:13:39","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S52"
"2005-02-16","04:13:39","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S52"
"2005-02-16","04:13:39","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S52"
"2005-02-16","04:13:39","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S52"
"2005-02-16","04:13:39","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S52"
"2005-02-16","04:13:42","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S52"
"2005-02-16","04:13:42","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S52"
"2005-02-16","04:13:48","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","S52"
"2005-02-16","04:13:49","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","S52"
"2005-02-16","04:13:49","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","S52"
"2005-02-17","02:53:56","error","SSL handshake failed (server new.host.name:443, client 219.163.166.210)","C01","@"
"2005-02-17","02:53:56","error","SSL Library Error: 335983704 error:1406B458:SSL routines:func(107):reason(1112)","C03","@"
"2005-02-17","02:53:56","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-17","02:53:59","error","SSL handshake failed (server new.host.name:443, client 219.163.166.210)","C01","@"
"2005-02-17","02:53:59","error","SSL Library Error: 335983704 error:1406B458:SSL routines:func(107):reason(1112)","C03","@"
"2005-02-17","02:53:59","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-17","02:54:05","error","SSL handshake failed (server new.host.name:443, client 219.163.166.210)","C01","@"
"2005-02-17","02:54:05","error","SSL Library Error: 335983704 error:1406B458:SSL routines:func(107):reason(1112)","C03","@"
"2005-02-17","02:54:05","error","SSL handshake failed (server new.host.name:443, client 219.163.166.210)","C01","@"
"2005-02-17","02:54:05","error","SSL Library Error: 335983704 error:1406B458:SSL routines:func(107):reason(1112)","C03","@"
"2005-02-17","02:54:05","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-17","02:54:05","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-20","08:52:21","warn","RSA server certificate is a CA certificate (BasicConstraints: CA == TRUE !?)","C04","@"
"2005-02-20","08:52:21","warn","RSA server certificate CommonName (CN) `localhost.localdomain' does NOT match server name!?","C04","@"
"2005-02-23","01:09:56","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","S160"
"2005-02-23","20:34:49","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","@"
"2005-02-23","20:34:49","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","@"
"2005-02-23","20:34:49","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","@"
"2005-02-23","20:34:49","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","@"
"2005-02-23","20:34:49","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","@"
"2005-02-23","20:34:49","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","@"
"2005-02-23","20:34:49","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","@"
"2005-02-23","20:34:49","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","@"
"2005-02-23","20:34:49","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","@"
"2005-02-23","20:34:49","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","@"
"2005-02-23","20:34:49","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","@"
"2005-02-23","20:34:49","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","@"
"2005-02-23","20:34:49","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","@"
"2005-02-23","20:34:49","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","@"
"2005-02-23","20:34:49","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","@"
"2005-02-23","20:34:49","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","@"
"2005-02-23","20:34:50","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","@"
"2005-02-23","20:34:50","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","@"
"2005-02-23","20:34:50","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-23","20:34:50","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","@"
"2005-02-23","20:34:50","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-23","20:34:50","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-23","20:34:50","error","Spurious SSL handshake interrupt [Hint: Usually just one of those OpenSSL confusions!?]","C02","@"
"2005-02-24","13:53:26","warn","RSA server certificate is a CA certificate (BasicConstraints: CA == TRUE !?)","C04","@"
"2005-02-24","13:53:26","warn","RSA server certificate CommonName (CN) `localhost.localdomain' does NOT match server name!?","C04","@"
"2005-02-24","13:53:28","warn","RSA server certificate is a CA certificate (BasicConstraints: CA == TRUE !?)","C04","@"
"2005-02-24","13:53:28","warn","RSA server certificate CommonName (CN) `localhost.localdomain' does NOT match server name!?","C04","@"
"2005-02-24","18:30:02","error","SSL handshake failed (server new.host.name:443, client 163.195.132.14)","C01","@"
"2005-02-24","18:30:02","error","SSL handshake failed (server new.host.name:443, client 163.195.132.14)","C01","@"
"2005-02-24","18:30:02","error","SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","C03","@"
"2005-02-24","18:30:02","error","SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","C03","@"
"2005-02-24","18:30:03","error","SSL handshake failed (server new.host.name:443, client 163.195.132.14)","C01","@"
"2005-02-24","18:30:03","error","SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","C03","@"
"2005-02-24","18:30:03","error","SSL handshake failed (server new.host.name:443, client 163.195.132.14)","C01","@"
"2005-02-24","18:30:03","error","SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","C03","@"
"2005-02-24","18:30:03","error","SSL handshake failed (server new.host.name:443, client 163.195.132.14)","C01","@"
"2005-02-24","18:30:03","error","SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","C03","@"
"2005-02-24","18:30:04","error","SSL handshake failed (server new.host.name:443, client 163.195.132.14)","C01","@"
"2005-02-24","18:30:04","error","SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","C03","@"
"2005-02-24","18:30:05","error","SSL handshake failed (server new.host.name:443, client 163.195.132.14)","C01","@"
"2005-02-24","18:30:05","error","SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","C03","@"
"2005-02-24","18:30:05","error","SSL handshake failed (server new.host.name:443, client 163.195.132.14)","C01","@"
"2005-02-24","18:30:05","error","SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","C03","@"
"2005-02-24","18:30:05","error","SSL handshake failed (server new.host.name:443, client 163.195.132.14)","C01","@"
"2005-02-24","18:30:05","error","SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","C03","@"
"2005-02-24","18:30:05","error","SSL handshake failed (server new.host.name:443, client 163.195.132.14)","C01","@"
"2005-02-24","18:30:05","error","SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","C03","@"
"2005-02-24","18:30:09","error","SSL handshake failed (server new.host.name:443, client 163.195.132.14)","C01","@"
"2005-02-24","18:30:09","error","SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","C03","@"
"2005-02-24","18:30:09","error","SSL handshake failed (server new.host.name:443, client 163.195.132.14)","C01","@"
"2005-02-24","18:30:09","error","SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","C03","@"
"2005-02-24","18:30:10","error","SSL handshake failed (server new.host.name:443, client 163.195.132.14)","C01","@"
"2005-02-24","18:30:10","error","SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","C03","@"
"2005-02-24","18:30:11","error","SSL handshake failed (server new.host.name:443, client 163.195.132.14)","C01","@"
"2005-02-24","18:30:11","error","SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","C03","@"
"2005-02-24","18:30:12","error","SSL handshake failed (server new.host.name:443, client 163.195.132.14)","C01","@"
"2005-02-24","18:30:12","error","SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","C03","@"
"2005-02-24","18:30:13","error","SSL handshake failed (server new.host.name:443, client 163.195.132.14)","C01","@"
"2005-02-24","18:30:13","error","SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","C03","@"
"2005-02-24","18:30:13","error","SSL handshake failed (server new.host.name:443, client 163.195.132.14)","C01","@"
"2005-02-24","18:30:13","error","SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","C03","@"
"2005-02-24","18:30:13","error","SSL handshake failed (server new.host.name:443, client 163.195.132.14)","C01","@"
"2005-02-24","18:30:13","error","SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","C03","@"
"2005-02-24","18:30:13","error","SSL handshake failed (server new.host.name:443, client 163.195.132.14)","C01","@"
"2005-02-24","18:30:13","error","SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","C03","@"
"2005-02-24","18:30:14","error","SSL handshake failed (server new.host.name:443, client 163.195.132.14)","C01","@"
"2005-02-24","18:30:14","error","SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","C03","@"
"2005-02-24","18:30:15","error","SSL handshake failed (server new.host.name:443, client 163.195.132.14)","C01","@"
"2005-02-24","18:30:15","error","SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","C03","@"
"2005-02-24","18:30:15","error","SSL handshake failed (server new.host.name:443, client 163.195.132.14)","C01","@"
"2005-02-24","18:30:15","error","SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","C03","@"
"2005-02-24","18:30:15","error","SSL handshake failed (server new.host.name:443, client 163.195.132.14)","C01","@"
"2005-02-24","18:30:15","error","SSL Library Error: 336027900 error:140760FC:SSL routines:func(118):reason(252)","C03","@"
"2005-02-27","08:51:01","warn","RSA server certificate is a CA certificate (BasicConstraints: CA == TRUE !?)","C04","@"
"2005-02-27","08:51:01","warn","RSA server certificate CommonName (CN) `localhost.localdomain' does NOT match server name!?","C04","@"
"2005-02-28","11:03:16","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-28","11:03:16","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-28","11:03:16","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-28","11:03:16","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-28","11:03:16","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-28","11:03:16","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
"2005-02-28","11:03:16","error","SSL handshake interrupted by system [Hint: Stop button pressed in browser?!]","C01","@"
